"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0061809","11703",39,0,1,"07",69600
"0061810","11614",16,0,2,"02",26563
"0061811","11701",35,0,4,"02",22620
"0061812","11602",29,0,3,"07",28477
"0061813","11606",13,0,2,"02",132820
"0061814","11615",12,0,4,"01",132820
"0061815","11706",15,0,2,"02",59716
"0061816","11802",12,0,1,"02",22040
"0061817","11614",15,0,3,"02",41876
"0061818","11706",14,0,2,"02",61798
"0061819","11506",14,0,5,"02",137808
"0061820","11605",20,0,5,"07",37874
"0061821","11505",40,0,5,"02",72500
"0061822","11503",17,0,3,"02",61885
"0061823","11501",19,0,3,"02",46980
"0061824","11607",13,0,2,"06",85857
"0061825","11507",17,0,2,"02",70180
"0061826","11611",25,0,2,"02",80620
"0061827","11802",11,0,2,"02",53301
"0061828","11502",4,0,1,"06",28419
"0061829","11801",3,0,3,"02",110199
"0061830","11503",99,0,2,"06",42920
"0061831","11605",29,0,1,"08",15659
"0061832","11802",12,0,5,"02",52200
"0061833","11609",14,0,2,"02",317840
"0061834","11801",13,0,1,"02",35670
"0061835","11604",23,0,1,"02",57999
"0061836","11606",14,0,5,"02",111359
"0061837","11505",3,0,1,"02",0
"0061838","11705",14,0,2,"05",12238
"0061839","11704",18,0,5,"02",113853
"0061840","11503",19,0,2,"02",75574
"0061841","11611",13,0,2,"02",26100
"0061842","11802",13,0,4,"05",14151
"0061843","11615",15,0,2,"02",36192
"0061844","11604",22,0,2,"02",39266
"0061845","11501",11,0,1,"02",13519
"0061846","11614",18,0,4,"05",34800
"0061847","11801",4,0,3,"02",31029
"0061848","11609",15,0,4,"02",105560
"0061849","11703",23,0,6,"02",64263
"0061850","11605",23,0,2,"02",202246
"0061851","11608",13,0,2,"02",107241
"0061852","11611",9,0,8,"02",200680
"0061853","11501",24,0,2,"09",45820
"0061854","11601",14,0,1,"08",64959
"0061855","11704",26,0,4,"02",70203
"0061856","11801",3,0,2,"01",42978
"0061857","11503",17,0,3,"05",26100
"0061858","11608",44,0,1,"02",69600
"0061859","11705",37,0,8,"02",124119
"0061860","11505",53,0,2,"02",7597
"0061861","11612",26,0,2,"02",57999
"0061862","11703",14,0,2,"02",23084
"0061863","11801",22,0,1,"02",44080
"0061864","11504",21,0,1,"02",14499
"0061865","11501",36,0,1,"02",0
"0061866","11613",21,0,3,"02",74820
"0061867","11606",24,0,4,"02",103240
"0061868","11507",15,0,3,"01",75400
"0061869","11607",70,0,1,"07",4350
"0061870","11613",30,0,2,"07",2407
"0061871","11608",3,0,1,"02",6264
"0061872","11706",14,0,4,"02",54519
"0061873","11503",13,0,1,"03",21634
"0061874","11608",22,0,2,"03",107299
"0061875","11705",12,0,1,"03",37700
"0061876","11505",4,0,2,"07",42572
"0061877","11615",26,0,3,"02",60737
"0061878","11501",30,0,4,"02",42804
"0061879","11802",29,0,3,"02",29869
"0061880","11702",22,0,2,"02",28941
"0061881","11706",25,0,1,"02",9628
"0061882","11601",22,0,2,"02",166460
"0061883","11601",14,0,2,"02",114259
"0061884","11503",25,0,4,"02",40890
"0061885","11503",27,0,2,"02",16065
"0061886","11601",57,0,1,"02",44370
"0061887","11613",20,0,5,"02",31957
"0061888","11608",12,0,2,"03",98344
"0061889","11503",37,0,4,"03",0
"0061890","11503",54,0,1,"02",48720
"0061891","11701",25,0,1,"08",48720
"0061892","11601",20,0,1,"04",24012
"0061893","11611",13,0,4,"02",91814
"0061894","11705",12,0,1,"05",11136
"0061895","11802",19,0,2,"02",89320
"0061896","11601",38,0,7,"02",78068
"0061897","11616",14,0,1,"02",12429
"0061898","11603",29,0,1,"09",63799
"0061899","11702",24,0,4,"02",132820
"0061900","11501",30,0,3,"02",112809
"0061901","11615",13,0,2,"02",58231
"0061902","11607",24,0,1,"06",37700
"0061903","11701",26,0,2,"02",26100
"0061904","11504",74,0,2,"02",0
"0061905","11610",12,0,8,"02",74008
"0061906","11802",20,0,2,"02",25960
"0061907","11705",36,0,1,"04",28999
"0061908","11604",23,0,2,"02",136880
"0061909","11605",25,0,2,"02",101500
"0061910","11505",5,0,1,"09",62639
"0061911","11613",19,0,2,"05",8212
"0061912","11601",41,0,1,"09",38280
"0061913","11609",29,0,4,"02",98658
"0061914","11605",31,0,1,"06",54519
"0061915","11609",14,0,3,"02",130673
"0061916","11601",15,0,1,"05",57999
"0061917","11614",119,0,2,"07",26100
"0061918","11611",12,0,3,"02",42316
"0061919","11706",17,0,1,"02",26158
"0061920","11615",15,0,1,"02",1751
"0061921","11601",30,0,2,"02",87000
"0061922","11706",9,0,1,"02",33640
"0061923","11802",18,0,6,"02",275500
"0061924","11608",14,0,2,"02",38860
"0061925","11601",14,0,2,"02",15659
"0061926","11501",29,0,1,"02",26679
"0061927","11502",14,0,2,"02",55099
"0061928","11605",31,0,4,"02",97440
"0061929","11703",23,0,2,"02",9860
"0061930","11501",5,0,1,"02",48720
"0061931","11612",16,0,1,"06",9918
"0061932","11503",19,0,2,"02",121799
"0061933","11613",22,0,4,"03",41760
"0061934","11507",23,0,1,"02",41180
"0061935","11706",52,0,2,"02",66004
"0061936","11608",21,0,2,"02",78474
"0061937","11502",3,0,2,"02",50170
"0061938","11702",22,0,3,"02",103124
"0061939","11612",90,0,1,"02",38280
"0061940","11506",12,0,1,"05",9106
"0061941","11706",24,0,4,"02",95120
"0061942","11607",27,0,2,"09",71340
"0061943","11610",19,0,1,"01",12284
"0061944","11507",12,0,2,"02",103356
"0061945","11505",18,0,2,"02",57419
"0061946","11705",14,0,3,"03",92800
"0061947","11606",25,0,2,"02",64959
"0061948","11704",29,0,4,"02",122031
"0061949","11505",7,0,1,"09",59159
"0061950","11601",23,0,4,"02",96280
"0061951","11705",10,0,4,"02",102022
"0061952","11607",23,0,4,"02",231999
"0061953","11505",42,0,4,"02",54519
"0061954","11612",78,0,3,"07",36772
"0061955","11601",46,0,2,"02",115999
"0061956","11704",9,0,2,"02",20474
"0061957","11613",29,0,1,"07",812
"0061958","11607",23,0,3,"03",142100
"0061959","11602",26,0,2,"09",18908
"0061960","11609",15,0,2,"02",95700
"0061961","11602",26,0,2,"08",31389
"0061962","11607",22,0,2,"06",37584
"0061963","11705",14,0,4,"02",87000
"0061964","11611",11,0,6,"02",67222
"0061965","11613",22,0,2,"02",50750
"0061966","11703",29,0,2,"02",81200
"0061967","11501",9,0,2,"02",36482
"0061968","11802",11,0,1,"05",19836
"0061969","11802",15,0,2,"02",49300
"0061970","11606",13,0,1,"02",9280
"0061971","11504",11,0,1,"02",28999
"0061972","11705",15,0,4,"02",116869
"0061973","11701",17,0,1,"02",11832
"0061974","11501",10,0,2,"08",3421
"0061975","11503",20,0,1,"01",17806
"0061976","11607",15,0,2,"02",102080
"0061977","11703",40,0,2,"02",50286
"0061978","11505",5,0,2,"02",88740
"0061979","11607",14,0,5,"06",49300
"0061980","11601",12,0,1,"02",13919
"0061981","11602",22,0,4,"02",124699
"0061982","11615",14,0,3,"02",115999
"0061983","11610",22,0,2,"02",84100
"0061984","11505",12,0,2,"02",103356
"0061985","11501",11,0,2,"02",24360
"0061986","11504",13,0,5,"09",54925
"0061987","11702",14,0,1,"02",88334
"0061988","11612",17,0,5,"02",17284
"0061989","11602",20,0,2,"05",31609
"0061990","11613",29,0,5,"02",10730
"0061991","11606",21,0,1,"02",27839
"0061992","11503",10,0,2,"03",49938
"0061993","11601",71,0,1,"09",17052
"0061994","11503",107,0,1,"08",15079
"0061995","11609",21,0,2,"02",197200
"0061996","11802",11,0,1,"02",7539
"0061997","11613",18,0,1,"02",36540
"0061998","11504",9,0,4,"02",20039
"0061999","11606",13,0,4,"02",104400
"0062000","11610",10,0,1,"07",42456
"0062001","11609",25,0,3,"02",121799
"0062002","11609",14,0,4,"02",548680
"0062003","11603",26,0,1,"09",56839
"0062004","11611",12,0,2,"02",82592
"0062005","11605",13,0,2,"03",59159
"0062006","11601",22,0,1,"09",30217
"0062007","11608",24,0,5,"02",69020
"0062008","11506",15,0,2,"02",60319
"0062009","11505",22,0,4,"02",70760
"0062010","11706",26,0,2,"02",49102
"0062011","11502",22,0,1,"02",27433
"0062012","11615",13,0,6,"02",45124
"0062013","11506",16,0,4,"02",90074
"0062014","11612",11,0,2,"02",39092
"0062015","11507",15,0,4,"02",100340
"0062016","11701",19,0,4,"02",68962
"0062017","11609",47,0,4,"02",87000
"0062018","11602",14,0,1,"02",57419
"0062019","11505",12,0,4,"02",178524
"0062020","11504",23,0,2,"02",28999
"0062021","11802",17,0,1,"01",12702
"0062022","11608",32,0,1,"09",74530
"0062023","11616",24,0,4,"02",116289
"0062024","11610",57,0,2,"04",38361
"0062025","11802",13,0,2,"06",48140
"0062026","11702",8,0,3,"02",12760
"0062027","11605",24,0,2,"02",40774
"0062028","11505",5,0,2,"02",70180
"0062029","11505",5,0,4,"02",83520
"0062030","11601",26,0,2,"05",53951
"0062031","11612",25,0,1,"07",43500
"0062032","11703",19,0,1,"02",20880
"0062033","11616",19,0,2,"02",60029
"0062034","11505",20,0,3,"07",17806
"0062035","11502",19,0,3,"02",30159
"0062036","11612",14,0,2,"09",36598
"0062037","11612",14,0,3,"02",56758
"0062038","11502",22,0,1,"01",55099
"0062039","11501",2,0,4,"05",8700
"0062040","11506",23,0,5,"02",73718
"0062041","11605",22,0,3,"03",236639
"0062042","11610",23,0,5,"02",104748
"0062043","11503",22,0,3,"03",63567
"0062044","11702",21,0,1,"08",32479
"0062045","11607",22,0,1,"07",55389
"0062046","11507",14,0,3,"02",75632
"0062047","11610",15,0,4,"07",86478
"0062048","11802",42,0,2,"04",35728
"0062049","11705",12,0,3,"01",66120
"0062050","11614",3,0,1,"07",8352
"0062051","11612",12,0,1,"06",3943
"0062052","11507",16,0,1,"01",24360
"0062053","11504",28,0,1,"02",4756
"0062054","11608",68,0,4,"02",277530
"0062055","11505",5,0,4,"02",22040
"0062056","11615",36,0,2,"02",85260
"0062057","11706",9,0,1,"02",8352
"0062058","11507",27,0,2,"01",18328
"0062059","11702",15,0,2,"02",91060
"0062060","11502",3,0,2,"05",31899
"0062061","11702",12,0,3,"02",75400
"0062062","11704",14,0,4,"02",137489
"0062063","11507",21,0,1,"02",24940
"0062064","11614",22,0,2,"02",40478
"0062065","11501",63,0,1,"07",10440
"0062066","11505",11,0,1,"02",869
"0062067","11606",24,0,1,"02",10730
"0062068","11614",5,0,2,"02",57999
"0062069","11616",16,0,2,"02",45820
"0062070","11609",24,0,1,"09",43152
"0062071","11706",12,0,1,"02",17980
"0062072","11501",14,0,5,"02",23664
"0062073","11702",29,0,2,"02",78938
"0062074","11610",70,0,3,"02",68034
"0062075","11702",12,0,2,"02",81200
"0062076","11503",22,0,1,"04",20375
"0062077","11610",12,0,2,"02",86188
"0062078","11704",16,0,3,"02",63799
"0062079","11802",13,0,1,"05",5104
"0062080","11608",15,0,3,"02",51620
"0062081","11616",43,0,10,"02",20358
"0062082","11506",16,0,2,"02",19720
"0062083","11602",25,0,2,"06",47792
"0062084","11609",16,0,4,"02",57999
"0062085","11609",39,0,2,"07",3363
"0062086","11504",26,0,2,"02",46400
"0062087","11614",16,0,4,"02",40600
"0062088","11704",24,0,2,"08",68556
"0062089","11605",14,0,2,"02",19546
"0062090","11705",42,0,1,"02",28999
"0062091","11505",4,0,2,"02",54490
"0062092","11501",23,0,3,"02",32932
"0062093","11502",57,0,4,"02",84830
"0062094","11802",12,0,2,"02",25363
"0062095","11606",13,0,2,"02",46690
"0062096","11602",15,0,5,"02",291044
"0062097","11601",18,0,2,"02",36656
"0062098","11616",24,0,2,"02",208800
"0062099","11605",23,0,2,"02",81200
"0062100","11504",13,0,2,"02",44602
"0062101","11507",9,0,5,"02",65249
"0062102","11605",58,0,2,"06",37236
"0062103","11802",22,0,2,"02",39266
"0062104","11609",13,0,3,"02",57999
"0062105","11502",22,0,1,"02",37178
"0062106","11609",23,0,4,"02",93380
"0062107","11703",65,0,2,"02",40310
"0062108","11702",19,0,1,"09",13339
"0062109","11613",12,0,5,"02",65540
"0062110","11611",12,0,1,"02",14499
"0062111","11705",53,0,2,"02",33698
"0062112","11505",15,0,4,"02",104400
"0062113","11506",17,0,1,"02",25949
"0062114","11615",12,0,4,"02",96425
"0062115","11608",15,0,1,"09",5510
"0062116","11705",13,0,1,"02",193140
"0062117","11605",23,0,3,"02",102950
"0062118","11611",12,0,5,"02",96222
"0062119","11705",17,0,2,"02",40716
"0062120","11610",21,0,3,"01",11890
"0062121","11701",21,0,1,"08",21402
"0062122","11610",23,0,2,"09",52837
"0062123","11506",18,0,1,"02",17226
"0062124","11602",44,0,1,"08",17400
"0062125","11614",3,0,1,"02",13687
"0062126","11616",23,0,2,"02",67860
"0062127","11507",19,0,6,"02",44834
"0062128","11801",2,0,1,"02",24360
"0062129","11605",15,0,2,"02",14499
"0062130","11605",9,0,3,"02",74820
"0062131","11607",22,0,3,"07",120639
"0062132","11602",26,0,1,"07",32479
"0062133","11802",14,0,2,"02",35380
"0062134","11504",11,0,2,"02",17458
"0062135","11702",13,0,4,"02",249399
"0062136","11706",14,0,3,"02",87000
"0062137","11502",18,0,4,"07",31319
"0062138","11506",23,0,2,"01",80040
"0062139","11701",58,0,2,"07",49590
"0062140","11608",17,0,2,"06",46400
"0062141","11506",13,0,1,"06",18328
"0062142","11506",57,0,2,"07",40600
"0062143","11507",13,0,1,"02",24360
"0062144","11702",21,0,3,"02",117681
"0062145","11702",13,0,2,"02",45820
"0062146","11501",28,0,1,"08",23780
"0062147","11604",26,0,1,"08",31899
"0062148","11501",46,0,5,"02",84100
"0062149","11504",23,0,2,"02",62059
"0062150","11801",13,0,4,"02",32421
"0062151","11704",14,0,4,"02",74240
"0062152","11613",17,0,2,"02",46400
"0062153","11605",23,0,1,"02",44080
"0062154","11801",3,0,3,"02",16936
"0062155","11706",8,0,4,"01",21112
"0062156","11608",25,0,1,"02",8700
"0062157","11613",12,0,2,"02",114259
"0062158","11601",21,0,1,"09",39788
"0062159","11605",29,0,1,"09",6443
"0062160","11802",15,0,3,"02",2784
"0062161","11801",2,0,6,"01",10208
"0062162","11610",11,0,6,"02",49822
"0062163","11505",4,0,4,"03",41180
"0062164","11506",17,0,3,"02",47792
"0062165","11706",24,0,3,"02",87464
"0062166","11603",26,0,2,"05",174000
"0062167","11501",26,0,2,"02",83549
"0062168","11503",20,0,2,"02",78474
"0062169","11802",13,0,3,"02",98020
"0062170","11608",15,0,1,"05",46980
"0062171","11506",25,0,1,"09",33640
"0062172","11802",18,0,2,"02",27839
"0062173","11706",14,0,1,"01",18096
"0062174","11701",71,0,1,"04",37700
"0062175","11611",35,0,6,"02",81316
"0062176","11705",15,0,2,"02",121799
"0062177","11608",16,0,1,"01",38280
"0062178","11702",18,0,2,"02",216339
"0062179","11615",20,0,4,"02",72790
"0062180","11609",22,0,4,"04",69600
"0062181","11505",4,0,2,"02",52200
"0062182","11615",25,0,7,"02",92834
"0062183","11607",9,0,5,"02",103820
"0062184","11705",17,0,3,"02",33756
"0062185","11614",2,0,4,"02",38802
"0062186","11611",14,0,3,"02",66700
"0062187","11604",16,0,1,"02",24998
"0062188","11603",39,0,1,"09",13432
"0062189","11610",19,0,3,"02",63915
"0062190","11615",13,0,2,"02",28651
"0062191","11503",14,0,2,"02",73892
"0062192","11605",14,0,3,"02",83520
"0062193","11608",22,0,2,"05",12760
"0062194","11612",15,0,3,"02",85492
"0062195","11601",28,0,2,"02",190820
"0062196","11505",14,0,2,"01",34860
"0062197","11615",14,0,5,"02",78880
"0062198","11704",29,0,3,"02",103460
"0062199","11501",12,0,3,"02",64959
"0062200","11504",15,0,2,"01",5162
"0062201","11601",12,0,1,"02",51562
"0062202","11801",22,0,1,"09",12180
"0062203","11802",11,0,2,"02",60899
"0062204","11610",11,0,3,"02",100920
"0062205","11507",34,0,4,"02",29579
"0062206","11802",126,0,2,"05",37120
"0062207","11802",12,0,2,"02",108459
"0062208","11607",22,0,2,"03",39440
"0062209","11612",10,0,1,"03",55099
"0062210","11603",44,0,1,"02",95004
"0062211","11615",22,0,3,"02",84680
"0062212","11705",12,0,2,"02",7423
"0062213","11701",13,0,2,"07",41470
"0062214","11507",5,0,6,"02",57419
"0062215","11606",13,0,1,"02",27955
"0062216","11702",21,0,3,"02",32073
"0062217","11702",25,0,2,"02",297076
"0062218","11705",47,0,4,"01",70180
"0062219","11613",34,0,1,"09",8352
"0062220","11802",12,0,2,"01",10150
"0062221","11609",38,0,1,"07",67048
"0062222","11704",24,0,4,"02",94122
"0062223","11608",29,0,1,"05",37062
"0062224","11802",14,0,2,"02",66700
"0062225","11614",19,0,4,"02",57999
"0062226","11502",12,0,3,"02",65888
"0062227","11505",4,0,3,"02",71340
"0062228","11505",26,0,2,"02",27259
"0062229","11605",15,0,2,"03",95195
"0062230","11505",4,0,2,"02",60377
"0062231","11605",45,0,1,"07",8700
"0062232","11606",16,0,1,"02",13490
"0062233","11610",12,0,2,"02",57129
"0062234","11611",6,0,1,"03",33350
"0062235","11606",23,0,2,"02",62001
"0062236","11608",15,0,6,"02",116985
"0062237","11704",43,0,4,"02",76734
"0062238","11706",25,0,1,"02",5394
"0062239","11607",19,0,1,"05",153700
"0062240","11603",15,0,2,"09",38744
"0062241","11704",22,0,4,"02",98020
"0062242","11605",36,0,2,"07",95004
"0062243","11612",36,0,6,"01",100920
"0062244","11701",26,0,1,"07",66700
"0062245","11607",16,0,4,"07",34220
"0062246","11616",15,0,2,"02",241975
"0062247","11605",23,0,1,"07",16878
"0062248","11607",25,0,2,"05",12644
"0062249","11601",14,0,2,"02",100050
"0062250","11607",13,0,5,"02",46400
"0062251","11802",13,0,1,"08",13919
"0062252","11706",9,0,1,"02",52200
"0062253","11801",3,0,2,"02",69310
"0062254","11614",30,0,4,"02",55737
"0062255","11503",11,0,1,"07",28303
"0062256","11704",15,0,5,"02",312040
"0062257","11802",13,0,4,"02",43790
"0062258","11601",38,0,5,"08",17400
"0062259","11602",14,0,2,"02",98919
"0062260","11606",22,0,3,"02",56990
"0062261","11802",13,0,2,"02",85840
"0062262","11705",13,0,2,"02",103240
"0062263","11607",16,0,4,"02",125337
"0062264","11702",16,0,3,"02",109039
"0062265","11505",4,0,2,"02",40310
"0062266","11501",22,0,1,"02",16820
"0062267","11705",16,0,3,"02",74762
"0062268","11505",43,0,1,"05",5104
"0062269","11612",65,0,6,"02",44312
"0062270","11701",14,0,5,"02",66700
"0062271","11602",107,0,2,"09",7829
"0062272","11612",13,0,2,"02",53939
"0062273","11802",16,0,2,"02",67222
"0062274","11801",18,0,1,"02",17980
"0062275","11609",21,0,2,"02",73196
"0062276","11611",11,0,4,"02",93380
"0062277","11605",31,0,5,"04",89262
"0062278","11604",26,0,1,"08",29579
"0062279","11505",17,0,2,"02",46400
"0062280","11501",15,0,3,"02",44080
"0062281","11601",21,0,2,"03",72094
"0062282","11605",13,0,2,"03",121857
"0062283","11701",17,0,2,"02",54055
"0062284","11505",4,0,4,"03",88450
"0062285","11801",67,0,5,"02",17400
"0062286","11505",8,0,3,"02",66004
"0062287","11702",17,0,2,"02",60319
"0062288","11607",25,0,4,"03",95700
"0062289","11611",62,0,1,"08",31319
"0062290","11705",39,0,3,"02",151960
"0062291","11609",23,0,2,"03",91988
"0062292","11507",8,0,1,"02",13386
"0062293","11502",17,0,2,"02",201840
"0062294","11610",13,0,3,"02",84100
"0062295","11801",33,0,3,"07",36656
"0062296","11705",9,0,3,"02",124380
"0062297","11704",27,0,3,"02",123000
"0062298","11505",4,0,2,"10",231918
"0062299","11615",15,0,4,"02",24592
"0062300","11802",22,0,2,"02",23780
"0062301","11607",27,0,2,"02",81200
"0062302","11706",8,0,2,"01",42920
"0062303","11802",15,0,4,"02",37700
"0062304","11503",43,0,3,"02",45356
"0062305","11614",2,0,2,"02",30739
"0062306","11608",7,0,2,"02",92800
"0062307","11706",11,0,2,"02",29231
"0062308","11614",3,0,4,"02",118899
"0062309","11504",15,0,3,"02",52200
"0062310","11501",20,0,1,"02",26100
"0062311","11704",16,0,1,"02",18618
"0062312","11702",13,0,3,"02",81200
"0062313","11604",12,0,2,"02",530700
"0062314","11505",15,0,2,"02",82360
"0062315","11705",13,0,1,"02",6380
"0062316","11602",24,0,4,"02",291160
"0062317","11701",14,0,3,"02",119903
"0062318","11616",20,0,4,"02",89900
"0062319","11802",13,0,2,"02",150365
"0062320","11505",5,0,2,"02",80620
"0062321","11502",10,0,1,"02",27491
"0062322","11608",14,0,2,"02",83520
"0062323","11608",3,0,2,"02",265814
"0062324","11802",9,0,2,"02",49996
"0062325","11602",21,0,2,"07",5800
"0062326","11801",12,0,1,"02",927
"0062327","11705",12,0,1,"02",11600
"0062328","11601",25,0,1,"07",43500
"0062329","11706",25,0,2,"09",3479
"0062330","11609",29,0,2,"05",89320
"0062331","11606",30,0,1,"06",11600
"0062332","11614",43,0,2,"02",103240
"0062333","11612",11,0,3,"06",46400
"0062334","11611",16,0,4,"02",171100
"0062335","11603",20,0,6,"02",45530
"0062336","11504",31,0,2,"02",47328
"0062337","11704",26,0,2,"02",153700
"0062338","11610",20,0,4,"02",91060
"0062339","11611",12,0,3,"05",79982
"0062340","11505",3,0,6,"08",11542
"0062341","11501",15,0,2,"09",119363
"0062342","11610",21,0,1,"02",40020
"0062343","11705",55,0,1,"08",14151
"0062344","11505",9,0,3,"06",33640
"0062345","11505",4,0,2,"02",56433
"0062346","11704",24,0,2,"05",92800
"0062347","11610",10,0,1,"08",18618
"0062348","11610",105,0,2,"06",53649
"0062349","11703",15,0,2,"01",58231
"0062350","11614",14,0,2,"02",12765
"0062351","11503",10,0,2,"02",43326
"0062352","11606",14,0,1,"02",46400
"0062353","11605",11,0,2,"02",24360
"0062354","11705",47,0,4,"04",55099
"0062355","11607",26,0,2,"03",92800
"0062356","11609",13,0,2,"02",68440
"0062357","11615",14,0,5,"02",48041
"0062358","11502",8,0,2,"02",53533
"0062359","11614",20,0,1,"01",15253
"0062360","11602",25,0,4,"06",6496
"0062361","11703",27,0,1,"08",21808
"0062362","11801",13,0,3,"02",69130
"0062363","11705",18,0,5,"02",61189
"0062364","11502",18,0,1,"08",57999
"0062365","11507",21,0,3,"01",36424
"0062366","11607",12,0,2,"02",77778
"0062367","11702",23,0,1,"03",18444
"0062368","11610",24,0,2,"02",76560
"0062369","11601",13,0,5,"02",40542
"0062370","11704",9,0,2,"02",57999
"0062371","11706",32,0,1,"08",14818
"0062372","11607",16,0,4,"02",77546
"0062373","11612",28,0,6,"02",76328
"0062374","11501",20,0,2,"05",15949
"0062375","11704",25,0,4,"02",40600
"0062376","11613",20,0,5,"02",34800
"0062377","11701",22,0,4,"05",24360
"0062378","11502",10,0,2,"02",43732
"0062379","11601",13,0,1,"07",28999
"0062380","11607",12,0,2,"02",159616
"0062381","11504",61,0,4,"02",21460
"0062382","11703",23,0,1,"02",6977
"0062383","11705",26,0,4,"02",57535
"0062384","11706",31,0,2,"02",46400
"0062385","11606",21,0,2,"02",36255
"0062386","11501",52,0,6,"02",32595
"0062387","11607",14,0,1,"03",10440
"0062388","11605",55,0,1,"09",49300
"0062389","11801",11,0,1,"01",12760
"0062390","11706",8,0,2,"01",31899
"0062391","11705",84,0,5,"02",109851
"0062392","11705",11,0,1,"02",27839
"0062393","11614",19,0,2,"01",35844
"0062394","11506",17,0,1,"02",52200
"0062395","11608",22,0,3,"03",99412
"0062396","11705",42,0,2,"06",31319
"0062397","11505",24,0,1,"06",13571
"0062398","11802",24,0,4,"02",71282
"0062399","11608",23,0,4,"02",94540
"0062400","11612",18,0,4,"02",23275
"0062401","11609",16,0,2,"02",111939
"0062402","11607",12,0,1,"07",49300
"0062403","11609",13,0,2,"02",125859
"0062404","11802",11,0,2,"03",6032
"0062405","11505",5,0,4,"02",136880
"0062406","11603",20,0,2,"09",92800
"0062407","11706",13,0,2,"02",10440
"0062408","11703",15,0,2,"05",23374
"0062409","11614",36,0,5,"02",57785
"0062410","11613",63,0,2,"02",14905
"0062411","11501",25,0,1,"02",39440
"0062412","11502",13,0,5,"02",28999
"0062413","11615",14,0,2,"02",95178
"0062414","11601",22,0,1,"02",76560
"0062415","11706",18,0,4,"02",49097
"0062416","11501",9,0,2,"02",122089
"0062417","11503",17,0,2,"06",9918
"0062418","11603",21,0,3,"02",69600
"0062419","11801",3,0,2,"02",46765
"0062420","11610",22,0,1,"05",4756
"0062421","11505",24,0,1,"02",18281
"0062422","11608",26,0,1,"07",27259
"0062423","11701",14,0,1,"02",121799
"0062424","11605",12,0,3,"02",31319
"0062425","11616",13,0,2,"02",32828
"0062426","11706",14,0,2,"01",24940
"0062427","11505",16,0,1,"02",39440
"0062428","11616",21,0,2,"02",49068
"0062429","11603",35,0,1,"09",26853
"0062430","11606",14,0,1,"02",40600
"0062431","11802",15,0,1,"02",20996
"0062432","11613",11,0,1,"03",2320
"0062433","11507",18,0,3,"03",10150
"0062434","11503",12,0,2,"02",73486
"0062435","11802",12,0,5,"02",50402
"0062436","11608",25,0,2,"02",144420
"0062437","11507",7,0,2,"02",27781
"0062438","11615",16,0,4,"02",102080
"0062439","11704",27,0,1,"02",43500
"0062440","11505",24,0,2,"07",57999
"0062441","11502",11,0,3,"02",196040
"0062442","11610",17,0,1,"09",38280
"0062443","11605",27,0,1,"02",61479
"0062444","11601",51,0,1,"09",17400
"0062445","11610",17,0,2,"08",28129
"0062446","11706",14,0,6,"02",47560
"0062447","11501",23,0,5,"02",4872
"0062448","11702",31,0,3,"02",33060
"0062449","11614",23,0,2,"01",42920
"0062450","11609",13,0,2,"02",47096
"0062451","11505",14,0,1,"02",20880
"0062452","11606",22,0,1,"09",5104
"0062453","11615",38,0,3,"02",62755
"0062454","11705",7,0,2,"02",21054
"0062455","11705",10,0,2,"02",31899
"0062456","11612",24,0,4,"02",87000
"0062457","11606",20,0,4,"02",30275
"0062458","11506",18,0,1,"02",10730
"0062459","11601",21,0,2,"07",20822
"0062460","11504",13,0,1,"06",12528
"0062461","11504",17,0,2,"05",22446
"0062462","11613",12,0,3,"02",57825
"0062463","11606",23,0,2,"02",60609
"0062464","11607",17,0,3,"02",106284
"0062465","11704",13,0,2,"02",32479
"0062466","11505",12,0,2,"02",65365
"0062467","11609",13,0,2,"03",128469
"0062468","11611",37,0,3,"02",15195
"0062469","11703",12,0,2,"02",36679
"0062470","11706",66,0,1,"02",69600
"0062471","11505",5,0,2,"03",57187
"0062472","11601",26,0,2,"02",77546
"0062473","11701",12,0,2,"02",30420
"0062474","11610",20,0,1,"02",81200
"0062475","11613",19,0,2,"02",28999
"0062476","11506",13,0,4,"02",46400
"0062477","11602",22,0,2,"02",104980
"0062478","11610",12,0,1,"02",35728
"0062479","11610",11,0,1,"02",16239
"0062480","11705",18,0,4,"02",91930
"0062481","11612",16,0,2,"02",31319
"0062482","11801",68,0,2,"02",100920
"0062483","11612",16,0,2,"02",22910
"0062484","11614",29,0,2,"07",45820
"0062485","11502",9,0,2,"02",93496
"0062486","11507",13,0,2,"01",21112
"0062487","11614",15,0,4,"02",56259
"0062488","11601",23,0,2,"02",77140
"0062489","11607",12,0,3,"02",320160
"0062490","11608",12,0,3,"02",56839
"0062491","11604",27,0,1,"08",48314
"0062492","11507",9,0,1,"02",53069
"0062493","11614",3,0,2,"01",20068
"0062494","11506",13,0,2,"02",46516
"0062495","11506",19,0,3,"02",23722
"0062496","11705",14,0,2,"06",27781
"0062497","11501",30,0,2,"07",40600
"0062498","11608",12,0,2,"02",147030
"0062499","11605",66,0,1,"02",75400
"0062500","11613",12,0,4,"02",65598
"0062501","11701",16,0,2,"02",155150
"0062502","11601",24,0,1,"08",34800
"0062503","11607",29,0,4,"02",77140
"0062504","11609",21,0,1,"08",27839
"0062505","11503",22,0,1,"09",5104
