"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0007844","11608",22,0,3,"02",76560
"0007845","11606",25,0,4,"02",287564
"0007846","11705",12,0,2,"02",72558
"0007847","11614",15,0,2,"02",25508
"0007848","11505",6,0,2,"02",43500
"0007849","11705",0,1,1,"  ",0
"0007850","11502",15,0,2,"02",47850
"0007851","11602",16,0,2,"09",21460
"0007852","11615",16,0,3,"02",69948
"0007853","11505",5,0,2,"02",11600
"0007854","11602",29,0,2,"09",49880
"0007855","11603",20,0,1,"09",29753
"0007856","11605",13,0,1,"05",6959
"0007857","11704",16,0,4,"02",181192
"0007858","11501",0,1,1,"  ",0
"0007859","11615",14,0,1,"02",11
"0007860","11610",23,0,4,"02",41702
"0007861","11616",0,1,1,"  ",0
"0007862","11802",57,0,9,"02",14847
"0007863","11701",25,0,4,"02",94870
"0007864","11602",21,0,2,"02",75104
"0007865","11601",23,0,4,"02",37700
"0007866","11602",27,0,3,"05",55679
"0007867","11802",13,0,2,"02",67860
"0007868","11701",28,0,1,"02",10788
"0007869","11506",25,0,5,"02",20068
"0007870","11603",0,1,1,"  ",0
"0007871","11501",15,0,4,"02",18212
"0007872","11506",16,0,2,"02",131950
"0007873","11602",8,0,2,"02",129339
"0007874","11703",13,0,1,"09",15079
"0007875","11706",13,0,4,"02",34800
"0007876","11801",40,0,3,"02",26795
"0007877","11704",55,0,2,"02",44776
"0007878","11614",15,0,3,"02",75516
"0007879","11606",27,0,5,"02",109967
"0007880","11606",16,0,1,"02",24360
"0007881","11601",26,0,2,"02",88160
"0007882","11702",0,1,1,"  ",0
"0007883","11802",34,0,2,"02",33872
"0007884","11603",27,0,1,"09",22620
"0007885","11704",18,0,1,"02",41760
"0007886","11501",24,0,3,"03",0
"0007887","11610",12,0,2,"09",32653
"0007888","11703",14,0,2,"02",32305
"0007889","11801",14,0,1,"01",15427
"0007890","11610",23,0,3,"07",38860
"0007891","11616",6,0,3,"02",15079
"0007892","11504",43,0,2,"03",38512
"0007893","11703",57,0,3,"04",1739
"0007894","11702",14,0,2,"02",67280
"0007895","11604",14,0,1,"02",12180
"0007896","11608",13,0,4,"02",393240
"0007897","11507",25,0,4,"02",4988
"0007898","11505",5,0,3,"02",81200
"0007899","11616",56,0,2,"02",95410
"0007900","11801",3,0,2,"02",22620
"0007901","11506",13,0,4,"02",48140
"0007902","11608",12,0,2,"02",158224
"0007903","11614",3,0,2,"02",108459
"0007904","11609",14,0,3,"02",135952
"0007905","11609",15,0,2,"02",41760
"0007906","11609",25,0,3,"02",22040
"0007907","11501",19,0,1,"02",0
"0007908","11616",27,0,3,"02",71224
"0007909","11612",13,0,1,"01",15427
"0007910","11614",23,0,2,"02",76386
"0007911","11701",17,0,1,"09",16239
"0007912","11608",25,0,5,"02",48430
"0007913","11615",53,0,1,"04",11020
"0007914","11507",11,0,3,"02",45820
"0007915","11601",14,0,1,"02",16007
"0007916","11610",22,0,2,"01",25166
"0007917","11604",12,0,5,"02",240119
"0007918","11616",24,0,2,"01",33060
"0007919","11505",14,0,2,"02",106139
"0007920","11606",16,0,1,"08",696
"0007921","11601",19,0,2,"02",116811
"0007922","11608",12,0,4,"02",138040
"0007923","11701",13,0,1,"01",6438
"0007924","11703",12,0,1,"02",14325
"0007925","11706",22,0,4,"02",81200
"0007926","11504",21,0,2,"02",27839
"0007927","11706",15,0,2,"02",47270
"0007928","11505",5,0,1,"02",22272
"0007929","11502",13,0,1,"02",158920
"0007930","11601",22,0,3,"02",231419
"0007931","11606",33,0,2,"02",84680
"0007932","11601",21,0,2,"02",16239
"0007933","11503",14,0,2,"02",58985
"0007934","11606",26,0,2,"02",20880
"0007935","11602",22,0,1,"09",15137
"0007936","11705",16,0,4,"02",44196
"0007937","11611",31,0,5,"02",20300
"0007938","11701",16,0,4,"02",47299
"0007939","11607",24,0,2,"02",60899
"0007940","11607",22,0,2,"02",107415
"0007941","11504",25,0,2,"04",29521
"0007942","11616",15,0,2,"02",27306
"0007943","11502",44,0,5,"02",42108
"0007944","11506",59,0,2,"07",18577
"0007945","11802",0,1,1,"  ",0
"0007946","11605",8,0,1,"02",14499
"0007947","11615",53,0,2,"02",147900
"0007948","11503",0,1,1,"  ",0
"0007949","11705",15,0,5,"02",69484
"0007950","11702",22,0,2,"05",48372
"0007951","11705",0,1,1,"  ",0
"0007952","11706",10,0,1,"02",44660
"0007953","11601",102,0,2,"09",42224
"0007954","11802",22,0,3,"02",8700
"0007955","11602",41,0,2,"02",55215
"0007956","11507",13,0,2,"02",29811
"0007957","11608",20,0,2,"02",170056
"0007958","11610",68,0,4,"02",45704
"0007959","11502",25,0,3,"02",33640
"0007960","11506",44,0,3,"02",44080
"0007961","11614",4,0,1,"01",10034
"0007962","11702",22,0,2,"02",38280
"0007963","11603",15,0,1,"09",37700
"0007964","11602",68,0,1,"09",14499
"0007965","11604",13,0,1,"07",20300
"0007966","11605",25,0,1,"05",17632
"0007967","11602",15,0,1,"02",4059
"0007968","11505",5,0,5,"02",87000
"0007969","11602",16,0,5,"02",82014
"0007970","11702",17,0,4,"02",68730
"0007971","11505",4,0,2,"02",79750
"0007972","11611",15,0,1,"06",32886
"0007973","11706",7,0,2,"02",75052
"0007974","11613",28,0,3,"07",9860
"0007975","11701",13,0,1,"09",4640
"0007976","11705",12,0,1,"09",16414
"0007977","11605",14,0,3,"02",23200
"0007978","11706",9,0,2,"02",8236
"0007979","11605",22,0,1,"02",19024
"0007980","11608",15,0,3,"02",52026
"0007981","11602",7,0,2,"02",97962
"0007982","11705",26,0,2,"02",74762
"0007983","11801",3,0,2,"02",75400
"0007984","11603",20,0,1,"06",6959
"0007985","11705",14,0,4,"02",8688
"0007986","11601",11,0,2,"04",35496
"0007987","11705",20,0,2,"02",140940
"0007988","11503",24,0,2,"02",43674
"0007989","11602",61,0,2,"06",0
"0007990","11604",31,0,4,"09",17748
"0007991","11616",23,0,3,"02",75400
"0007992","11802",13,0,2,"02",39150
"0007993","11607",15,0,1,"02",69629
"0007994","11506",13,0,2,"02",16123
"0007995","11503",22,0,4,"02",88160
"0007996","11703",26,0,3,"02",57999
"0007997","11613",0,1,1,"  ",0
"0007998","11616",16,0,4,"02",95456
"0007999","11501",28,0,2,"02",55192
"0008000","11608",19,0,4,"02",95700
"0008001","11614",15,0,1,"02",6959
"0008002","11612",21,0,1,"02",19082
"0008003","11703",23,0,1,"09",5196
"0008004","11602",10,0,3,"02",27839
"0008005","11704",78,0,1,"06",63799
"0008006","11501",13,0,2,"02",12878
"0008007","11504",13,0,1,"09",4930
"0008008","11501",25,0,2,"02",32595
"0008009","11705",15,0,5,"02",72186
"0008010","11504",45,0,3,"02",73080
"0008011","11604",15,0,5,"02",69095
"0008012","11608",19,0,1,"05",13281
"0008013","11613",24,0,4,"02",144420
"0008014","11613",14,0,1,"02",66700
"0008015","11603",0,1,1,"  ",0
"0008016","11703",14,0,1,"02",18560
"0008017","11605",26,0,5,"02",28071
"0008018","11706",12,0,2,"02",92568
"0008019","11505",13,0,4,"02",105154
"0008020","11616",13,0,1,"03",20764
"0008021","11604",12,0,4,"02",182062
"0008022","11801",16,0,5,"01",36714
"0008023","11504",12,0,1,"02",25114
"0008024","11609",20,0,2,"04",107299
"0008025","11507",15,0,2,"02",33645
"0008026","11602",12,0,4,"02",105560
"0008027","11605",12,0,2,"02",56433
"0008028","11501",28,0,2,"02",29347
"0008029","11702",15,0,2,"02",46400
"0008030","11802",20,0,4,"02",41760
"0008031","11606",25,0,2,"06",52953
"0008032","11802",13,0,2,"02",3045
"0008033","11506",47,0,4,"01",27259
"0008034","11507",13,0,2,"02",66120
"0008035","11501",7,0,4,"02",35380
"0008036","11612",24,0,2,"06",77140
"0008037","11615",14,0,1,"01",26100
"0008038","11612",0,1,1,"  ",0
"0008039","11610",15,0,1,"02",51620
"0008040","11610",71,0,1,"09",4872
"0008041","11615",14,0,5,"02",46400
"0008042","11608",8,0,2,"02",95700
"0008043","11612",20,0,2,"09",26679
"0008044","11604",21,0,1,"09",16808
"0008045","11604",21,0,1,"03",51040
"0008046","11608",21,0,2,"02",78839
"0008047","11702",18,0,5,"02",87754
"0008048","11505",12,0,2,"02",60783
"0008049","11614",25,0,1,"02",11600
"0008050","11502",14,0,1,"02",42456
"0008051","11601",14,0,2,"02",31899
"0008052","11611",20,0,1,"02",22834
"0008053","11801",78,0,2,"07",21460
"0008054","11607",14,0,4,"02",104980
"0008055","11607",25,0,4,"02",75400
"0008056","11506",25,0,1,"03",10266
"0008057","11614",15,0,2,"02",60899
"0008058","11601",0,1,1,"  ",0
"0008059","11507",12,0,2,"02",42340
"0008060","11609",10,0,3,"02",73196
"0008061","11801",10,0,2,"02",10208
"0008062","11702",15,0,2,"02",29475
"0008063","11703",9,0,2,"02",133400
"0008064","11607",25,0,2,"02",144420
"0008065","11703",17,0,3,"02",19633
"0008066","11611",13,0,3,"07",7539
"0008067","11502",9,0,3,"02",89320
"0008068","11611",29,0,1,"08",22968
"0008069","11704",22,0,1,"09",84100
"0008070","11611",18,0,2,"04",35612
"0008071","11801",2,0,4,"02",84970
"0008072","11612",23,0,2,"02",61131
"0008073","11612",12,0,2,"02",45831
"0008074","11607",0,1,1,"  ",0
"0008075","11802",34,0,2,"02",30855
"0008076","11605",24,0,4,"02",37044
"0008077","11605",12,0,2,"06",27723
"0008078","11616",16,0,2,"02",24360
"0008079","11614",28,0,5,"02",85840
"0008080","11501",70,0,1,"06",1392
"0008081","11505",8,0,2,"06",6148
"0008082","11502",43,0,3,"02",55679
"0008083","11505",25,0,6,"04",4872
"0008084","11701",15,0,3,"02",62349
"0008085","11613",77,0,1,"06",30159
"0008086","11701",14,0,5,"02",48488
"0008087","11605",43,0,3,"08",17574
"0008088","11706",15,0,5,"02",45530
"0008089","11608",14,0,2,"02",109039
"0008090","11501",0,1,1,"  ",0
"0008091","11604",23,0,3,"02",234319
"0008092","11801",19,0,3,"02",179945
"0008093","11601",12,0,1,"02",13919
"0008094","11612",0,1,1,"  ",0
"0008095","11602",21,0,3,"02",74762
"0008096","11605",32,0,4,"02",52200
"0008097","11613",33,0,2,"02",25636
"0008098","11606",24,0,4,"02",92800
"0008099","11614",36,0,5,"02",71978
"0008100","11801",16,0,2,"01",21576
"0008101","11706",15,0,3,"02",31493
"0008102","11504",21,0,3,"02",66526
"0008103","11506",14,0,3,"01",27665
"0008104","11607",19,0,3,"02",95700
"0008105","11503",19,0,2,"03",31899
"0008106","11501",44,0,2,"08",32189
"0008107","11704",0,1,1,"  ",0
"0008108","11702",24,0,1,"05",12296
"0008109","11502",15,0,1,"02",14151
"0008110","11503",23,0,1,"02",5075
"0008111","11505",5,0,1,"02",39266
"0008112","11501",14,0,1,"07",4930
"0008113","11613",13,0,4,"02",86362
"0008114","11603",28,0,1,"08",17168
"0008115","11701",24,0,2,"02",35728
"0008116","11608",10,0,2,"02",87000
"0008117","11616",16,0,3,"02",88624
"0008118","11501",10,0,1,"05",2320
"0008119","11601",12,0,1,"02",29057
"0008120","11702",68,0,2,"07",59188
"0008121","11702",22,0,1,"01",10440
"0008122","11801",25,0,2,"02",37526
"0008123","11615",43,0,2,"02",71514
"0008124","11605",15,0,4,"02",23629
"0008125","11701",12,0,3,"02",16646
"0008126","11801",4,0,4,"02",22620
"0008127","11701",26,0,2,"06",35380
"0008128","11603",65,0,3,"02",104632
"0008129","11603",31,0,2,"08",156136
"0008130","11613",16,0,1,"09",7307
"0008131","11613",23,0,4,"02",94667
"0008132","11607",0,1,1,"  ",0
"0008133","11501",26,0,2,"02",20416
"0008134","11608",9,0,4,"02",250559
"0008135","11611",11,0,4,"02",69658
"0008136","11608",39,0,2,"02",56491
"0008137","11505",11,0,7,"02",35960
"0008138","11615",15,0,4,"02",44080
"0008139","11705",13,0,3,"02",38570
"0008140","11802",12,0,1,"02",7539
"0008141","11802",12,0,3,"02",34800
"0008142","11609",11,0,2,"02",35496
"0008143","11507",12,0,2,"02",60899
"0008144","11608",9,0,4,"02",122959
"0008145","11614",15,0,1,"08",14615
"0008146","11802",12,0,2,"02",33060
"0008147","11503",15,0,1,"02",52200
"0008148","11501",13,0,1,"02",18560
"0008149","11505",20,0,4,"02",52548
"0008150","11601",22,0,2,"09",29985
"0008151","11506",13,0,1,"03",41412
"0008152","11502",20,0,2,"02",41064
"0008153","11603",14,0,1,"08",159500
"0008154","11607",14,0,4,"02",85666
"0008155","11501",19,0,2,"02",59739
"0008156","11605",24,0,2,"09",6872
"0008157","11706",16,0,5,"02",60899
"0008158","11611",12,0,5,"02",25752
"0008159","11602",8,0,2,"02",81200
"0008160","11614",39,0,5,"04",13050
"0008161","11607",23,0,1,"02",38889
"0008162","11614",85,0,1,"07",23200
"0008163","11802",24,0,2,"03",40600
"0008164","11609",25,0,4,"02",101801
"0008165","11503",38,0,2,"07",2900
"0008166","11702",28,0,5,"09",21581
"0008167","11606",21,0,3,"02",51620
"0008168","11609",21,0,2,"02",264480
"0008169","11706",8,0,2,"02",56839
"0008170","11602",29,0,1,"02",11658
"0008171","11504",22,0,4,"02",81374
"0008172","11801",36,0,2,"02",34800
"0008173","11802",10,0,3,"03",83636
"0008174","11603",43,0,2,"09",103646
"0008175","11801",3,0,3,"02",31435
"0008176","11614",0,1,1,"  ",0
"0008177","11802",0,1,1,"  ",0
"0008178","11802",10,0,3,"03",65423
"0008179","11503",13,0,2,"05",30159
"0008180","11606",20,0,3,"02",67338
"0008181","11701",14,0,2,"03",58405
"0008182","11703",20,0,2,"02",132820
"0008183","11802",22,0,2,"02",64959
"0008184","11802",12,0,2,"02",63915
"0008185","11702",59,0,3,"02",185054
"0008186","11605",21,0,2,"08",119479
"0008187","11614",8,0,4,"02",8398
"0008188","11602",29,0,1,"02",46980
"0008189","11601",26,0,1,"06",23954
"0008190","11606",12,0,1,"02",26679
"0008191","11612",19,0,2,"02",42160
"0008192","11501",35,0,5,"02",9338
"0008193","11611",21,0,2,"05",4640
"0008194","11612",13,0,1,"02",41180
"0008195","11603",22,0,2,"08",89320
"0008196","11501",25,0,1,"05",7365
"0008197","11610",18,0,1,"02",13166
"0008198","11505",7,0,2,"01",6959
"0008199","11504",15,0,1,"02",37120
"0008200","11604",12,0,3,"03",104429
"0008201","11602",21,0,2,"02",70702
"0008202","11702",15,0,1,"02",63857
"0008203","11616",13,0,1,"02",37253
"0008204","11507",15,0,2,"02",46400
"0008205","11802",13,0,1,"09",14499
"0008206","11609",13,0,4,"02",87000
"0008207","11801",3,0,3,"02",32479
"0008208","11704",21,0,5,"02",81084
"0008209","11611",20,0,1,"06",16472
"0008210","11603",21,0,3,"02",259201
"0008211","11609",13,0,2,"02",16181
"0008212","11615",15,0,4,"02",34800
"0008213","11609",12,0,1,"02",43152
"0008214","11507",7,0,2,"02",57883
"0008215","11705",0,1,1,"  ",0
"0008216","11603",24,0,2,"08",67860
"0008217","11505",5,0,2,"02",45414
"0008218","11802",12,0,3,"03",66700
"0008219","11611",13,0,2,"09",28535
"0008220","11616",17,0,4,"02",133400
"0008221","11705",16,0,4,"02",67628
"0008222","11608",7,0,4,"02",67454
"0008223","11606",20,0,1,"08",57999
"0008224","11607",14,0,4,"02",182816
"0008225","11612",14,0,1,"02",72587
"0008226","11615",12,0,2,"02",92336
"0008227","11703",11,0,1,"01",19488
"0008228","11605",13,0,1,"02",39730
"0008229","11606",14,0,3,"02",103820
"0008230","11608",12,0,1,"03",17806
"0008231","11705",16,0,2,"02",31902
"0008232","11505",5,0,4,"02",40426
"0008233","11503",15,0,3,"02",64089
"0008234","11505",13,0,2,"02",53707
"0008235","11612",49,0,7,"02",16239
"0008236","11702",15,0,2,"02",113679
"0008237","11607",0,1,1,"  ",0
"0008238","11604",13,0,2,"03",66700
"0008239","11609",16,0,2,"02",80040
"0008240","11702",21,0,6,"02",75400
"0008241","11504",23,0,3,"02",6148
"0008242","11706",39,0,2,"02",55099
"0008243","11608",14,0,3,"03",32828
"0008244","11603",24,0,1,"09",2059
"0008245","11604",21,0,1,"08",43500
"0008246","11610",28,0,3,"07",28953
"0008247","11603",23,0,1,"08",34800
"0008248","11505",4,0,4,"02",60261
"0008249","11505",4,0,5,"02",74895
"0008250","11608",20,0,5,"02",37282
"0008251","11607",17,0,1,"02",10788
"0008252","11503",11,0,1,"02",132820
"0008253","11607",71,0,2,"06",62639
"0008254","11611",11,0,1,"02",114259
"0008255","11506",20,0,2,"02",127164
"0008256","11705",24,0,2,"02",60203
"0008257","11602",12,0,2,"09",35380
"0008258","11601",18,0,1,"02",102080
"0008259","11703",20,0,1,"05",10150
"0008260","11611",8,0,5,"02",43558
"0008261","11507",13,0,5,"02",41760
"0008262","11703",41,0,2,"02",25230
"0008263","11611",13,0,1,"02",30188
"0008264","11608",8,0,3,"02",90132
"0008265","11603",67,0,2,"07",31899
"0008266","11705",12,0,2,"01",29695
"0008267","11507",10,0,5,"02",52780
"0008268","11603",30,0,2,"09",23710
"0008269","11609",13,0,1,"02",228809
"0008270","11610",13,0,1,"02",34800
"0008271","11605",12,0,1,"09",6959
"0008272","11614",13,0,2,"01",45240
"0008273","11602",7,0,1,"02",78300
"0008274","11603",23,0,1,"09",869
"0008275","11704",22,0,1,"01",10498
"0008276","11605",0,1,1,"  ",0
"0008277","11607",8,0,2,"02",93380
"0008278","11502",23,0,2,"02",42978
"0008279","11704",32,0,2,"02",40600
"0008280","11608",21,0,2,"02",141520
"0008281","11603",30,0,2,"09",51620
"0008282","11610",27,0,2,"02",101476
"0008283","11601",24,0,2,"02",37294
"0008284","11605",0,1,1,"  ",0
"0008285","11607",16,0,1,"05",88160
"0008286","11609",13,0,3,"02",69600
"0008287","11505",5,0,2,"02",121364
"0008288","11505",5,0,2,"02",63799
"0008289","11507",13,0,2,"02",75980
"0008290","11609",23,0,3,"02",87000
"0008291","11615",15,0,1,"02",20300
"0008292","11503",24,0,4,"03",31899
"0008293","11607",41,0,3,"02",66700
"0008294","11606",22,0,1,"07",27259
"0008295","11609",14,0,2,"02",253633
"0008296","11505",14,0,2,"02",51504
"0008297","11801",11,0,1,"02",140940
"0008298","11703",38,0,1,"02",42340
"0008299","11607",24,0,2,"02",29579
"0008300","11601",24,0,5,"02",71572
"0008301","11611",37,0,1,"03",4814
"0008302","11704",21,0,2,"02",78300
"0008303","11615",25,0,6,"02",68730
"0008304","11801",10,0,3,"02",105852
"0008305","11705",15,0,3,"02",34800
"0008306","11601",29,0,1,"04",9860
"0008307","11613",61,0,4,"02",47386
"0008308","11604",39,0,2,"02",35728
"0008309","11801",24,0,1,"02",25346
"0008310","11505",5,0,2,"02",61363
"0008311","11802",15,0,4,"03",17400
"0008312","11613",15,0,1,"02",13745
"0008313","11506",22,0,4,"02",61769
"0008314","11504",23,0,2,"05",32073
"0008315","11605",10,0,1,"08",12528
"0008316","11607",23,0,1,"07",5278
"0008317","11613",15,0,2,"02",55099
"0008318","11504",17,0,2,"02",23432
"0008319","11502",12,0,2,"02",17980
"0008320","11605",25,0,3,"02",44370
"0008321","11502",29,0,3,"02",13919
"0008322","11604",36,0,2,"09",30879
"0008323","11616",15,0,1,"02",61189
"0008324","11503",37,0,3,"04",16239
"0008325","11610",41,0,2,"02",34046
"0008326","11502",47,0,2,"06",64959
"0008327","11608",21,0,2,"02",19720
"0008328","11702",14,0,1,"02",13050
"0008329","11616",13,0,2,"02",30623
"0008330","11610",23,0,4,"02",83752
"0008331","11602",13,0,1,"08",48720
"0008332","11615",25,0,1,"01",15022
"0008333","11505",13,0,2,"02",76560
"0008334","11607",17,0,2,"02",63799
"0008335","11614",80,0,2,"02",45240
"0008336","11616",24,0,4,"02",48836
"0008337","11602",22,0,2,"02",130499
"0008338","11606",17,0,4,"02",36540
"0008339","11601",13,0,3,"02",88798
"0008340","11610",14,0,2,"02",25984
"0008341","11506",5,0,1,"04",17005
"0008342","11611",14,0,7,"04",210888
"0008343","11701",14,0,3,"02",41876
"0008344","11705",14,0,3,"02",117739
"0008345","11703",11,0,1,"09",10324
"0008346","11611",15,0,2,"03",61247
"0008347","11606",28,0,1,"02",38314
"0008348","11610",78,0,1,"02",1160
"0008349","11607",29,0,2,"02",99180
"0008350","11613",0,1,1,"  ",0
"0008351","11602",16,0,3,"02",238205
"0008352","11601",16,0,3,"02",35902
"0008353","11604",23,0,3,"02",47618
"0008354","11705",55,0,5,"06",15079
"0008355","11601",17,0,1,"08",38860
"0008356","11609",17,0,2,"02",53922
"0008357","11608",4,0,3,"02",15659
"0008358","11501",25,0,1,"02",58115
"0008359","11703",15,0,3,"02",56839
"0008360","11604",24,0,4,"02",269334
"0008361","11616",7,0,2,"02",34800
"0008362","11602",25,0,1,"02",15253
"0008363","11501",14,0,2,"08",6032
"0008364","11607",67,0,2,"09",55679
"0008365","11504",15,0,1,"02",6785
"0008366","11701",15,0,2,"02",20996
"0008367","11614",27,0,2,"06",3363
"0008368","11507",29,0,5,"02",86646
"0008369","11506",14,0,3,"02",28709
"0008370","11611",12,0,2,"02",33466
"0008371","11606",25,0,1,"03",46400
"0008372","11610",14,0,4,"02",36192
"0008373","11507",15,0,2,"01",34446
"0008374","11801",11,0,4,"02",38309
"0008375","11612",15,0,1,"09",5742
"0008376","11704",35,0,3,"07",39556
"0008377","11701",24,0,4,"02",66874
"0008378","11609",20,0,2,"03",65191
"0008379","11604",13,0,1,"09",18560
"0008380","11602",44,0,1,"08",0
"0008381","11608",0,1,1,"  ",0
"0008382","11702",9,0,2,"02",28999
"0008383","11506",18,0,1,"09",22852
"0008384","11608",21,0,2,"02",24360
"0008385","11705",16,0,2,"02",19325
"0008386","11501",10,0,2,"02",97904
"0008387","11607",21,0,1,"08",46284
"0008388","11506",14,0,2,"08",26216
"0008389","11502",24,0,1,"02",30913
"0008390","11616",14,0,1,"09",8352
"0008391","11602",14,0,1,"09",30246
"0008392","11607",14,0,2,"02",71920
"0008393","11602",13,0,2,"09",0
"0008394","11504",21,0,4,"02",58116
"0008395","11704",12,0,2,"02",31087
"0008396","11610",15,0,4,"02",50054
"0008397","11612",14,0,3,"06",63219
"0008398","11602",15,0,1,"02",18502
"0008399","11611",23,0,2,"05",32479
"0008400","11611",22,0,4,"02",80730
"0008401","11609",15,0,4,"02",87000
"0008402","11601",21,0,1,"08",7191
"0008403","11603",23,0,2,"02",61711
"0008404","11615",16,0,3,"02",34800
"0008405","11601",12,0,3,"02",42630
"0008406","11801",2,0,4,"02",6032
"0008407","11602",15,0,3,"02",57999
"0008408","11506",38,0,1,"08",6959
"0008409","11602",27,0,2,"02",162980
"0008410","11602",35,0,4,"02",33060
"0008411","11603",22,0,4,"02",261579
"0008412","11506",13,0,2,"03",28999
"0008413","11706",16,0,2,"02",34916
"0008414","11610",0,1,1,"  ",0
"0008415","11507",25,0,1,"01",26877
"0008416","11502",16,0,3,"02",64379
"0008417","11505",39,0,3,"02",72500
"0008418","11608",13,0,2,"02",89378
"0008419","11706",8,0,4,"02",121219
"0008420","11604",21,0,2,"02",61514
"0008421","11706",34,0,2,"02",84610
"0008422","11611",37,0,3,"05",18792
"0008423","11505",19,0,2,"02",46110
"0008424","11611",17,0,1,"08",8288
"0008425","11602",46,0,1,"06",12760
"0008426","11605",14,0,4,"02",45849
"0008427","11801",3,0,2,"02",108459
"0008428","11605",13,0,2,"02",66700
"0008429","11611",13,0,4,"02",16744
"0008430","11606",11,0,4,"02",89900
"0008431","11614",24,0,2,"02",24244
"0008432","11802",14,0,1,"02",5434
"0008433","11602",36,0,2,"08",0
"0008434","11602",11,0,2,"02",24070
"0008435","11704",13,0,2,"01",67106
"0008436","11612",24,0,1,"10",12818
"0008437","11802",23,0,1,"02",69600
"0008438","11610",12,0,1,"02",26274
"0008439","11504",14,0,3,"02",245919
"0008440","11601",13,0,5,"02",229099
"0008441","11603",13,0,2,"09",49300
"0008442","11609",19,0,2,"02",21665
"0008443","11502",22,0,2,"02",11832
"0008444","11602",13,0,1,"02",1450
"0008445","11610",15,0,3,"02",60899
"0008446","11504",0,1,1,"  ",0
"0008447","11601",23,0,3,"02",34800
"0008448","11501",13,0,2,"02",24360
"0008449","11613",40,0,4,"02",69600
"0008450","11603",47,0,1,"08",5800
"0008451","11602",25,0,2,"09",62175
"0008452","11602",13,0,4,"02",59571
"0008453","11602",29,0,5,"02",271440
"0008454","11605",19,0,2,"02",85451
"0008455","11701",19,0,4,"02",58231
"0008456","11601",25,0,2,"02",45530
"0008457","11802",13,0,2,"05",13223
"0008458","11614",29,0,5,"03",33060
"0008459","11706",9,0,3,"02",137170
"0008460","11603",44,0,1,"09",27839
"0008461","11613",10,0,2,"03",18444
"0008462","11609",24,0,3,"01",41760
"0008463","11607",14,0,1,"02",20300
"0008464","11705",5,0,1,"02",7887
"0008465","11502",14,0,1,"07",6438
"0008466","11603",35,0,2,"08",18908
"0008467","11611",14,0,2,"02",33176
"0008468","11705",17,0,3,"02",60899
"0008469","11615",29,0,4,"02",63277
"0008470","11507",3,0,1,"02",16820
"0008471","11607",24,0,1,"05",23548
"0008472","11705",15,0,6,"02",16472
"0008473","11501",39,0,3,"02",70122
"0008474","11507",13,0,4,"02",19140
"0008475","11502",23,0,4,"02",14615
"0008476","11602",21,0,2,"02",62059
"0008477","11602",13,0,1,"07",6669
"0008478","11602",13,0,1,"10",19720
"0008479","11615",28,0,3,"02",44109
"0008480","11603",27,0,1,"07",26679
"0008481","11504",12,0,2,"02",93293
"0008482","11606",19,0,3,"02",40020
"0008483","11604",12,0,2,"07",25114
"0008484","11607",13,0,5,"02",231941
"0008485","11603",95,0,2,"09",121886
"0008486","11801",14,0,1,"02",81838
"0008487","11705",8,0,4,"02",231419
"0008488","11505",21,0,2,"09",69600
"0008489","11606",15,0,4,"02",97964
"0008490","11801",4,0,1,"02",20880
"0008491","11608",24,0,4,"06",73138
"0008492","11503",12,0,2,"02",18560
"0008493","11501",22,0,2,"06",43558
"0008494","11802",12,0,2,"02",59565
"0008495","11604",22,0,2,"02",146160
"0008496","11614",16,0,1,"07",28999
"0008497","11801",59,0,2,"02",41934
"0008498","11611",0,1,1,"  ",0
"0008499","11702",13,0,2,"08",22040
"0008500","11801",15,0,2,"02",40252
"0008501","11702",14,0,4,"02",57622
"0008502","11609",15,0,2,"02",29348
"0008503","11608",21,0,2,"02",44660
"0008504","11601",22,0,1,"06",40484
"0008505","11705",16,0,2,"02",67106
"0008506","11605",11,0,1,"02",26390
"0008507","11611",21,0,1,"06",17980
"0008508","11608",20,0,1,"08",20926
"0008509","11705",29,0,5,"02",13571
"0008510","11613",24,0,1,"02",97039
"0008511","11502",16,0,2,"02",49300
"0008512","11705",18,0,1,"02",69600
"0008513","11610",26,0,5,"02",47850
"0008514","11505",10,0,4,"02",30739
"0008515","11616",13,0,2,"02",144768
"0008516","11614",4,0,2,"01",28419
"0008517","11616",13,0,4,"02",77720
"0008518","11502",15,0,1,"09",122959
"0008519","11502",27,0,4,"02",60261
"0008520","11614",16,0,2,"02",55099
"0008521","11506",14,0,2,"02",86420
"0008522","11601",23,0,2,"03",1450
"0008523","11503",16,0,4,"03",52200
"0008524","11507",24,0,4,"02",39556
"0008525","11613",14,0,2,"07",4930
"0008526","11505",4,0,3,"02",56404
"0008527","11501",15,0,4,"02",74936
"0008528","11504",15,0,3,"02",73080
"0008529","11605",14,0,1,"02",14267
"0008530","11706",11,0,3,"02",57999
"0008531","11605",12,0,2,"02",116968
"0008532","11704",26,0,2,"07",463
"0008533","11601",21,0,1,"06",28245
"0008534","11607",22,0,1,"05",18043
"0008535","11801",4,0,2,"02",23606
"0008536","11602",24,0,2,"02",34800
"0008537","11702",21,0,2,"07",32770
"0008538","11503",23,0,4,"02",51040
"0008539","11601",14,0,3,"02",64959
"0008540","11606",13,0,2,"02",39556
"0008541","11502",2,0,2,"02",67860
