SERIALNO,AGE,WRKLYR,INCTOT
0051415,12,0,NA
0051415,9,0,NA
0051416,47,2,0
0051416,49,1,270929
0051416,17,2,0
0051416,14,0,NA
0051417,59,2,580
0051417,57,1,95700
0051418,43,1,3248
0051418,42,1,36540
0051418,14,0,NA
0051418,10,0,NA
0051419,37,1,52200
0051419,38,1,81780
0051419,5,0,NA
0051419,2,0,NA
0051420,50,2,0
0051420,55,2,28419
0051420,23,2,0
0051420,1,0,NA
0051420,0,0,NA
0051421,56,1,37700
0051421,44,1,22040
0051422,62,1,37700
0051422,58,2,203
0051423,57,2,1855
0051423,61,1,3190
0051424,53,1,115999
0051424,53,1,63799
0051424,16,2,0
0051425,23,1,33060
0051425,22,2,0
0051425,0,0,NA
0051426,54,0,NA
0051427,41,1,38280
0051427,42,0,NA
0051427,10,0,NA
0051428,61,2,16820
0051428,65,2,46400
0051429,53,1,45820
0051430,65,1,28999
0051430,50,1,25636
0051430,24,2,0
0051430,22,1,14499
0051430,18,0,NA
0051430,17,0,NA
0051430,94,2,5800
0051431,58,1,30826
0051432,61,1,27590
0051432,69,2,31203
0051433,73,1,11600
0051433,72,2,2784
0051434,68,1,62407
0051434,68,2,9280
0051435,49,1,22620
0051435,27,2,0
0051436,46,1,11600
0051436,41,1,57999
0051436,8,0,NA
0051436,4,0,NA
0051437,57,1,298700
0051438,39,1,111939
0051438,36,1,115999
0051438,7,0,NA
0051438,0,0,NA
0051438,63,1,24708
0051439,65,2,20880
0051439,65,2,19604
0051440,33,0,NA
0051441,38,1,46400
0051442,74,2,24186
0051442,34,1,11600
0051443,63,2,37352
0051443,33,1,22040
0051444,39,1,58695
0051444,40,0,NA
0051444,40,0,NA
0051445,37,1,11600
0051445,36,1,31551
0051445,10,0,NA
0051445,4,0,NA
0051446,54,1,6727
0051446,51,1,28999
0051447,45,1,53359
0051447,44,2,222139
0051447,17,2,0
0051447,19,1,9860
0051448,29,1,9222
0051448,26,1,13050
0051449,44,1,40600
0051449,44,1,49300
0051449,17,1,434
0051449,9,0,NA
0051449,7,0,NA
0051449,3,0,NA
0051450,35,1,23200
0051450,38,1,39440
0051450,6,0,NA
0051450,3,0,NA
0051451,32,1,53939
0051451,37,1,52200
0051452,47,1,34800
0051452,54,1,28999
0051453,74,2,14673
0051453,73,2,11774
0051453,38,1,22040
0051453,32,1,11600
0051454,88,0,NA
0051455,58,1,11600
0051455,62,1,64263
0051455,24,2,812
0051456,83,2,15665
0051457,33,2,0
0051458,43,1,38338
0051458,43,1,33234
0051459,71,2,24592
0051460,48,2,0
0051460,56,1,28999
0051460,25,1,18676
0051461,53,1,52200
0051461,54,1,34800
0051461,27,1,23896
0051461,17,2,0
0051461,8,0,NA
0051461,7,0,NA
0051462,77,1,10788
0051462,79,2,30971
0051463,28,1,66120
0051463,26,2,0
0051463,5,0,NA
0051464,33,1,41528
0051464,28,2,0
0051464,37,2,25520
0051464,33,1,17980
0051464,28,2,0
0051465,40,1,270860
0051465,44,2,0
0051465,12,0,NA
0051465,9,0,NA
0051466,62,1,57999
0051466,60,1,40600
0051467,57,2,2146
0051467,60,2,61479
0051468,60,1,71920
0051469,30,1,580
0051469,34,1,69600
0051469,2,0,NA
0051469,1,0,NA
0051470,59,0,NA
0051471,33,1,17516
0051471,25,1,20300
0051472,32,1,270860
0051472,30,1,60899
0051473,30,2,5394
0051473,26,0,NA
0051473,26,0,NA
0051473,29,0,NA
0051474,66,2,34800
0051474,67,2,20532
0051475,40,1,28999
0051476,53,1,49532
0051476,17,2,869
0051476,15,0,NA
0051477,31,1,95700
0051477,30,1,1450
0051478,25,1,20300
0051479,58,1,31899
0051479,60,1,9280
0051480,46,1,28999
0051480,39,1,15659
0051481,52,2,28999
0051481,54,1,403100
0051481,17,2,463
0051481,15,0,NA
0051482,39,1,6959
0051482,36,0,NA
0051482,15,0,NA
0051482,6,0,NA
0051482,1,0,NA
0051483,72,2,26639
0051483,69,2,7307
0051484,84,2,7481
0051485,77,2,14905
0051486,57,1,15079
0051486,57,1,51040
0051487,85,2,30125
0051487,89,2,18386
0051488,63,0,NA
0051488,56,0,NA
0051489,54,1,61479
0051489,48,2,0
0051489,15,0,NA
0051489,12,0,NA
0051489,11,0,NA
0051490,39,1,26100
0051490,31,2,1739
0051490,4,0,NA
0051490,2,0,NA
0051490,52,1,12760
0051490,28,1,20242
0051491,61,0,NA
0051492,55,1,57999
0051492,57,1,34800
0051493,67,2,39904
0051494,35,1,190240
0051494,33,2,0
0051494,6,0,NA
0051494,4,0,NA
0051494,1,0,NA
0051495,37,1,33640
0051495,47,1,49300
0051495,11,0,NA
0051495,5,0,NA
0051496,59,1,33118
0051497,74,2,6959
0051497,56,1,32479
0051498,52,1,11600
0051498,52,1,13339
0051498,26,2,5800
0051499,45,1,33060
0051499,48,1,115999
0051499,16,2,0
0051500,45,1,31899
0051500,47,0,NA
0051500,11,0,NA
0051500,8,0,NA
0051501,53,2,0
0051501,54,1,98600
0051502,40,1,13919
0051502,43,1,87000
0051502,15,0,NA
0051502,13,0,NA
0051503,47,2,0
0051503,52,1,104400
0051504,67,1,25230
0051504,67,1,42351
0051505,30,1,36540
0051505,1,0,NA
0051505,36,2,8700
0051506,70,1,31783
0051506,66,1,33466
0051507,83,2,4872
0051507,49,1,3479
0051507,29,2,0
0051508,34,1,57999
0051508,31,1,57999
0051508,6,0,NA
0051508,3,0,NA
0051509,70,2,29057
0051510,29,1,64089
0051511,35,1,88160
0051511,34,1,11600
0051511,7,0,NA
0051511,5,0,NA
0051511,1,0,NA
0051512,49,1,38860
0051512,53,1,37700
0051512,15,0,NA
0051512,6,0,NA
0051512,74,2,11020
0051513,69,2,24940
0051513,54,2,6438
0051513,44,0,NA
0051514,43,1,24940
0051514,46,1,17400
0051514,6,0,NA
0051515,31,1,31899
0051516,44,1,37897
0051516,31,2,556
0051516,14,0,NA
0051517,38,2,0
0051517,38,1,270860
0051517,5,0,NA
0051517,3,0,NA
0051517,2,0,NA
0051517,1,0,NA
0051518,72,2,149640
0051518,69,2,4640
0051519,85,0,NA
0051520,37,1,38744
0051520,36,2,0
0051520,19,2,4059
0051520,14,0,NA
0051520,4,0,NA
0051521,65,1,123307
0051521,62,1,17440
0051522,60,1,28419
0051522,61,1,37120
0051522,33,1,34800
0051523,41,1,16239
0051523,36,1,60319
0051524,32,1,27277
0051524,32,1,10440
0051525,64,1,58057
0051525,63,1,34800
0051526,39,1,20880
0051526,22,2,0
0051526,20,2,0
0051526,20,1,7249
0051526,15,0,NA
0051526,13,0,NA
0051526,12,0,NA
0051526,10,0,NA
0051526,9,0,NA
0051526,3,0,NA
0051527,55,1,40600
0051528,25,1,3248
0051528,32,1,4466
0051529,65,1,3758
0051530,68,2,143840
0051530,66,2,19140
0051531,45,1,30739
0051531,56,2,0
0051531,18,2,0
0051531,15,0,NA
0051532,69,2,34156
0051532,69,2,9106
0051533,46,1,10440
0051533,47,1,130499
0051533,16,2,0
0051533,14,0,NA
0051533,50,2,11600
0051534,35,1,44660
0051534,36,2,0
0051534,5,0,NA
0051534,3,0,NA
0051535,68,1,52200
0051535,29,1,17400
0051536,75,2,29231
0051536,75,2,30623
0051537,90,2,24012
0051537,64,2,2668
0051538,54,1,78300
0051539,61,2,0
0051539,61,2,51040
0051540,37,0,NA
0051541,41,1,40600
0051541,41,0,NA
0051541,9,0,NA
0051541,6,0,NA
0051541,3,0,NA
0051542,61,1,67164
0051543,69,2,31725
0051543,67,2,6032
0051544,69,1,22678
0051544,66,1,17574
0051544,21,1,1160
0051545,52,2,132240
0051546,67,1,88392
0051546,58,1,43500
0051547,38,1,70209
0051547,37,2,0
0051547,7,0,NA
0051547,2,0,NA
0051548,42,1,26679
0051548,2,0,NA
0051549,22,1,23780
0051549,23,1,319
0051550,37,1,177132
0051550,37,1,46980
0051550,6,0,NA
0051550,4,0,NA
0051551,39,1,35380
0051551,45,1,37700
0051551,4,0,NA
0051552,73,2,5568
0051553,21,2,8700
0051553,21,1,9860
0051553,0,0,NA
0051554,61,1,89262
0051554,70,2,5713
0051555,63,2,17400
0051555,60,2,4872
0051556,70,2,3595
0051556,67,2,927
0051557,94,0,NA
0051558,47,0,NA
0051559,68,2,5162
0051560,29,1,38280
0051560,25,1,869
0051561,45,1,23490
0051561,16,1,1160
0051562,33,1,58579
0051562,32,1,57999
0051562,6,0,NA
0051562,5,0,NA
0051562,2,0,NA
0051562,30,1,3711
0051562,30,1,26100
0051562,22,1,7899
0051563,79,2,38338
0051564,94,2,33408
0051564,80,2,20880
0051565,50,2,0
0051565,55,1,270860
0051566,54,1,74820
0051566,54,1,30739
0051566,17,2,0
0051567,79,1,52200
0051568,54,1,14499
0051568,58,1,34220
0051568,20,1,2900
0051568,73,2,2320
0051569,60,0,NA
0051569,56,0,NA
0051569,28,0,NA
0051569,24,0,NA
0051570,58,1,23200
0051570,52,2,0
0051571,68,0,NA
0051571,69,0,NA
0051572,56,1,43500
0051572,56,1,5394
0051573,55,1,69600
0051573,15,0,NA
0051573,15,0,NA
0051574,50,0,NA
0051574,46,0,NA
0051575,54,1,273760
0051576,25,1,24940
0051576,32,1,7887
0051576,27,1,12528
0051577,70,1,31783
0051577,63,1,24360
0051578,50,1,222139
0051578,56,2,13919
0051578,20,1,10440
0051579,54,1,20300
0051579,52,1,14499
0051579,17,2,0
0051579,48,1,6380
0051579,18,1,440
0051580,50,2,231
0051580,66,0,NA
0051581,54,2,6959
0051581,16,2,4930
0051582,44,1,45530
0051582,47,2,869
0051582,9,0,NA
0051583,26,1,17402
0051583,26,1,4234
0051583,25,1,14499
0051584,37,2,115
0051584,39,1,110199
0051584,8,0,NA
0051584,5,0,NA
0051584,1,0,NA
0051585,47,1,28999
0051585,52,1,38280
0051586,70,2,11310
0051586,67,1,133400
0051586,29,2,115
0051587,53,1,12760
0051587,48,1,12760
0051587,56,1,4176
0051588,63,1,15891
0051589,54,1,39440
0051589,23,1,9860
0051589,50,1,22040
0051590,45,1,87812
0051590,43,1,31899
0051590,8,0,NA
0051590,5,0,NA
0051591,61,1,49300
0051592,52,1,51040
0051592,51,1,33640
0051592,16,2,0
0051593,77,2,8352
0051593,52,1,34800
0051594,51,2,5220
0051594,18,2,5858
0051595,63,1,34800
0051595,60,2,26679
0051595,24,1,13919
0051596,33,1,22620
0051596,32,1,29579
0051597,62,1,55215
0051597,57,2,12354
0051598,73,2,20880
0051599,47,1,16239
0051599,26,1,23200
0051600,37,1,4350
0051600,36,0,NA
0051600,15,0,NA
0051601,45,1,55679
0051601,13,0,NA
0051602,52,1,47444
0051602,54,1,15021
0051603,64,1,24360
0051604,31,2,0
0051604,31,1,13920
0051604,3,0,NA
0051604,1,0,NA
0051605,51,1,73080
0051605,46,1,39440
0051605,8,0,NA
0051605,5,0,NA
0051606,30,1,37700
0051606,31,1,20300
0051606,1,0,NA
0051607,24,1,16733
0051607,0,0,NA
0051608,83,2,927
0051609,84,2,44370
0051609,43,2,4094
0051610,64,1,28071
0051610,63,1,27201
0051610,39,1,3363
0051610,34,1,12412
0051610,9,0,NA
0051610,5,0,NA
0051610,39,1,14499
0051610,7,0,NA
0051610,1,0,NA
0051611,37,1,26100
0051611,34,1,30159
0051612,56,1,47560
0051613,52,1,6438
0051613,87,2,8294
0051614,65,2,52258
0051614,69,2,52258
0051615,73,0,NA
0051616,49,1,115999
0051616,61,2,0
0051617,42,1,19198
0051617,34,1,16994
0051618,66,2,16239
0051619,31,2,0
0051619,32,1,249399
0051619,4,0,NA
0051619,2,0,NA
0051620,71,2,6380
0051621,63,2,27839
0051621,65,2,18908
0051622,50,1,30159
0051622,46,1,8700
0051622,16,2,0
0051622,11,0,NA
0051623,38,1,19894
0051624,81,2,16704
0051624,83,2,180960
0051625,54,2,0
0051625,22,2,0
0051626,62,1,46400
0051627,48,2,22388
0051627,48,1,18560
0051627,20,1,5800
0051627,19,1,5510
0051628,48,1,89900
0051628,45,1,43500
0051629,65,1,45472
0051629,54,1,46980
0051630,27,1,49880
0051630,26,2,0
0051631,53,1,42050
0051631,34,1,17980
0051632,32,1,39440
0051633,48,1,57999
0051633,17,2,0
0051633,15,0,NA
0051634,51,2,1160
0051634,53,1,59739
0051635,59,1,25520
0051635,46,2,0
0051636,85,2,10092
0051637,24,0,NA
0051638,81,2,40275
0051639,34,1,37120
0051639,38,1,27259
0051640,22,1,11600
0051641,57,2,43500
0051642,39,1,270860
0051642,40,0,NA
0051642,7,0,NA
0051642,5,0,NA
0051643,58,1,51011
0051643,59,1,20300
0051644,50,1,14731
0051644,6,0,NA
0051645,55,1,4059
0051645,51,1,43500
0051645,13,0,NA
0051646,22,1,22620
0051646,20,1,23200
0051646,22,1,23200
0051647,60,1,138040
0051647,61,2,0
0051647,21,2,0
0051648,62,1,42989
0051648,61,1,35391
0051649,37,2,16239
0051649,27,2,6959
0051649,7,0,NA
0051649,4,0,NA
0051650,87,2,3584
0051651,38,1,81780
0051651,38,1,58231
0051651,9,0,NA
0051651,3,0,NA
0051652,63,2,6090
0051652,41,2,348
0051653,56,1,60899
0051653,52,2,0
0051653,17,1,580
0051654,61,2,29579
0051654,59,1,87000
0051654,26,0,NA
0051655,43,1,28999
0051656,63,2,9918
0051656,63,1,74704
0051656,52,0,NA
0051656,29,0,NA
0051657,68,2,34800
0051657,65,1,6090
0051658,75,2,27839
0051658,39,1,4350
0051658,17,2,0
0051658,35,1,19720
0051658,74,2,26679
0051659,32,1,24371
0051659,26,0,NA
0051660,52,2,113099
0051661,71,1,52200
0051661,72,1,19140
0051662,39,0,NA
0051662,19,0,NA
0051662,18,0,NA
0051663,75,2,153120
0051663,70,2,0
0051663,46,2,0
0051664,59,2,174
0051664,59,1,81200
0051665,43,1,14557
0051665,19,1,4059
0051665,16,2,0
0051665,22,1,5802
0051666,64,1,92800
0051666,62,2,5684
0051667,46,1,51040
0051667,41,1,92800
0051667,11,0,NA
0051667,9,0,NA
0051668,54,0,NA
0051669,46,1,20300
0051669,50,1,37700
0051669,15,0,NA
0051670,26,1,17980
0051670,25,2,8700
0051671,68,2,2610
0051672,31,1,46400
0051672,33,1,19140
0051672,7,0,NA
0051673,72,2,1218
0051673,70,2,8932
0051674,60,1,95700
0051674,61,1,12760
0051674,24,1,17980
0051675,58,1,139
0051675,16,2,0
0051676,46,1,66717
0051676,42,0,NA
0051676,9,0,NA
0051676,7,0,NA
0051677,67,2,33814
0051677,77,2,13571
0051678,40,0,NA
0051678,40,0,NA
0051678,8,0,NA
0051679,50,2,0
0051679,51,1,69948
0051679,14,0,NA
0051679,12,0,NA
0051679,8,0,NA
0051680,55,2,0
0051680,54,1,26100
0051681,76,2,29649
0051681,68,1,38860
0051682,29,1,28999
0051683,27,1,270860
0051684,51,1,11600
0051684,25,1,6090
0051685,76,2,38280
0051685,69,2,35496
0051686,34,1,27839
0051686,41,1,80040
0051686,5,0,NA
0051686,0,0,NA
0051687,67,1,43732
0051688,47,1,37700
0051688,45,1,69600
0051689,53,1,54519
0051689,53,2,174
0051689,22,1,5220
0051689,90,2,12876
0051690,25,0,NA
0051691,66,1,39440
0051691,56,1,32479
0051691,27,1,10556
0051692,64,0,NA
0051693,43,1,101616
0051694,46,2,11948
0051694,11,0,NA
0051694,9,0,NA
0051694,12,0,NA
0051694,11,0,NA
0051695,78,2,26563
0051696,82,0,NA
0051696,82,2,3248
0051697,83,0,NA
0051697,66,2,4176
0051698,86,2,15891
0051698,83,0,NA
0051699,48,1,31354
0051700,25,1,8700
0051700,25,1,13919
0051700,23,1,17574
0051700,23,1,3305
0051701,61,1,299860
0051701,60,2,0
0051702,40,1,19256
0051702,41,1,18560
0051702,10,0,NA
0051702,8,0,NA
0051702,6,0,NA
0051703,69,2,27839
0051703,60,1,9918
0051703,94,2,13977
0051704,37,1,72500
0051704,33,1,26100
0051704,2,0,NA
0051705,66,1,31899
0051706,31,1,28999
0051706,37,1,110199
0051707,31,1,12818
0051707,10,0,NA
0051708,42,1,64959
0051708,31,1,17980
0051708,72,2,3827
0051708,69,2,3827
0051709,70,1,82882
0051710,32,1,11484
0051710,29,1,4640
0051710,5,0,NA
0051710,4,0,NA
0051710,1,0,NA
0051711,77,2,22388
0051711,72,1,1450
0051712,46,1,13925
0051712,36,1,22040
0051713,38,0,NA
0051714,71,2,53301
0051714,55,1,101094
0051714,22,2,1855
0051715,52,0,NA
0051716,76,2,29405
0051716,70,2,17052
0051717,86,2,6785
0051717,56,1,33060
0051718,43,1,40600
0051718,39,2,0
0051718,17,2,0
0051718,13,0,NA
0051718,12,0,NA
0051719,63,2,22794
0051720,67,1,14847
0051720,40,2,0
0051721,58,1,44660
0051721,58,2,0
0051722,29,1,14499
0051722,32,2,13919
0051723,56,1,23780
0051724,65,2,5104
0051725,49,2,0
0051725,48,1,13919
0051726,23,2,0
0051726,23,1,13919
0051726,1,0,NA
0051727,48,1,19140
0051727,28,1,13339
0051727,22,1,11020
0051727,51,1,26679
0051728,51,1,40600
0051728,16,2,7887
0051728,13,0,NA
0051729,78,0,NA
0051730,79,2,33060
0051730,81,2,10614
0051731,62,1,16820
0051731,63,0,NA
0051731,82,0,NA
0051732,41,1,28999
0051732,38,1,24940
0051732,5,0,NA
0051732,5,0,NA
0051733,52,1,87000
0051733,48,2,0
0051733,13,0,NA
0051734,59,2,7774
0051734,54,2,19894
0051735,71,1,14499
0051735,68,2,9570
0051736,74,2,26100
0051737,70,1,19140
0051737,63,1,12760
0051738,48,1,145000
0051738,53,1,104400
0051739,75,2,13972
0051739,68,1,25752
0051739,44,1,69600
0051739,43,1,3943
0051740,85,2,14325
0051740,83,2,7145
0051741,46,1,57999
0051741,38,1,49300
0051742,78,2,12180
0051742,81,2,8526
0051743,63,1,43500
0051743,54,1,38860
0051743,26,1,8119
0051743,88,2,4872
0051744,48,1,37120
0051744,47,1,59739
0051744,13,0,NA
0051745,34,1,28999
0051745,33,1,11600
0051746,60,1,62639
0051746,57,1,36052
0051746,25,2,20056
0051746,23,1,13937
0051746,89,2,7307
0051746,23,1,11600
0051747,58,1,57999
0051747,61,1,17400
0051748,43,2,2
0051749,94,2,30623
0051750,33,1,87000
0051750,35,1,118899
0051750,3,0,NA
0051750,1,0,NA
0051751,67,2,19082
0051752,25,1,20300
0051753,84,2,8526
0051754,50,1,18560
0051754,55,1,27839
0051755,55,0,NA
0051755,50,0,NA
0051756,46,1,35960
0051756,49,1,52200
0051756,20,1,6959
0051757,50,1,27781
0051757,58,1,38280
0051758,61,1,19256
0051758,63,1,35380
0051759,83,2,17458
0051759,77,0,NA
0051760,50,1,20068
0051760,40,1,16704
0051760,8,0,NA
0051761,74,2,10440
0051761,48,2,377
0051762,49,1,46400
0051762,47,1,34800
0051762,16,2,0
0051763,68,2,12528
0051763,66,2,19720
0051764,29,1,40600
0051764,30,2,0
0051764,3,0,NA
0051765,34,1,6959
0051765,36,1,40600
0051765,16,2,0
0051765,13,0,NA
0051765,8,0,NA
0051765,2,0,NA
0051765,90,2,4524
0051766,63,1,43500
0051766,61,2,21576
0051767,24,2,27897
0051767,23,1,27607
0051768,45,1,48140
0051769,35,1,19604
0051769,16,2,0
0051769,11,0,NA
0051769,3,0,NA
0051770,82,2,19256
0051771,28,1,34220
0051772,73,2,15195
0051773,46,2,0
0051773,45,1,17400
0051773,11,0,NA
0051774,46,1,52200
0051774,46,2,115
0051775,75,2,25694
0051776,40,1,13055
0051776,41,1,44085
0051776,15,0,NA
0051776,14,0,NA
0051776,11,0,NA
0051777,61,1,14499
0051778,55,1,37468
0051778,54,1,33234
0051778,23,2,3479
0051778,1,0,NA
0051778,25,2,10440
0051779,51,1,20300
0051779,33,0,NA
0051779,3,0,NA
0051779,33,0,NA
0051780,37,2,3305
0051780,30,1,34800
0051781,32,2,0
0051781,51,1,65540
0051781,14,0,NA
0051782,34,1,44080
0051782,30,1,31899
0051782,30,1,26100
0051783,46,1,17400
0051783,13,0,NA
0051783,11,0,NA
0051783,56,1,37700
0051784,45,0,NA
0051784,45,0,NA
0051784,15,0,NA
0051784,13,0,NA
0051784,9,0,NA
0051784,81,0,NA
0051784,81,0,NA
0051785,75,2,5510
0051786,74,2,9860
0051786,87,2,985
0051787,30,1,31899
0051787,27,1,39440
0051787,0,0,NA
0051788,76,1,17690
0051788,84,1,25056
0051789,69,2,49880
0051789,63,1,20880
0051789,28,2,0
0051790,36,1,57999
0051790,34,2,1855
0051790,3,0,NA
0051790,0,0,NA
0051791,28,2,17400
0051791,14,0,NA
0051791,12,0,NA
0051791,34,1,23200
0051792,55,2,28999
0051793,62,1,14731
0051793,59,0,NA
0051794,55,1,51040
0051795,53,1,71340
0051795,61,2,19198
0051795,12,0,NA
0051795,85,2,15949
0051796,83,2,19488
0051796,24,2,927
0051797,44,1,116811
0051797,43,0,NA
0051797,10,0,NA
0051797,9,0,NA
0051797,9,0,NA
0051797,8,0,NA
0051798,60,1,104400
0051798,66,2,580
0051799,31,1,15659
0051799,55,1,11600
0051799,27,1,11600
0051799,26,1,4640
0051799,26,1,11600
0051799,26,1,23200
0051799,25,1,11600
0051799,22,1,18792
0051800,76,2,15891
0051800,74,2,18618
0051801,58,1,5916
0051802,54,1,48140
0051802,28,1,4640
0051803,67,1,47681
0051803,66,2,20305
0051803,84,2,8642
0051804,35,1,23200
0051804,39,1,28999
0051804,33,1,34800
0051805,61,1,46516
0051805,56,2,0
0051805,14,0,NA
0051806,48,1,27259
0051806,44,0,NA
0051806,19,0,NA
0051806,16,0,NA
0051806,11,0,NA
0051807,33,1,34800
0051807,29,1,2900
0051807,2,0,NA
0051808,45,1,26100
0051808,42,1,32247
0051808,15,0,NA
0051809,69,2,6611
0051810,71,2,26563
0051810,67,2,5800
0051811,73,1,33060
0051812,61,1,39440
0051812,57,1,20416
0051812,22,1,10440
0051813,76,2,19685
0051814,35,1,18212
0051814,33,1,5788
0051815,81,2,28071
0051815,74,2,2668
0051815,34,0,NA
0051816,31,1,34800
0051816,32,1,11600
0051817,57,1,93380
0051817,56,2,0
0051818,54,2,6913
0051818,84,2,7133
0051818,56,1,20880
0051819,80,2,18794
0051820,72,2,45240
0051821,52,1,49300
0051821,29,1,21460
0051821,51,2,0
0051821,14,0,NA
0051822,42,1,82940
0051822,42,1,101500
0051822,2,0,NA
0051823,31,1,64263
0051823,40,1,11600
0051823,8,0,NA
0051823,2,0,NA
0051824,46,1,40426
0051824,46,1,5800
0051825,41,1,16530
0051825,16,2,127
0051825,44,1,7539
0051826,64,0,NA
0051827,75,2,52200
0051827,74,2,12528
0051828,41,2,51098
0051828,5,0,NA
0051829,67,2,25520
0051829,67,2,20880
0051830,50,1,87000
0051830,52,0,NA
0051830,17,0,NA
0051830,16,0,NA
0051831,32,1,34800
0051831,27,1,31319
0051832,37,1,40600
0051833,76,2,20822
0051833,53,1,21065
0051834,38,1,17980
0051834,6,0,NA
0051834,4,0,NA
0051834,23,1,20300
0051835,65,1,20300
0051835,64,1,43500
0051836,45,1,20300
0051837,35,1,24360
0051837,34,1,2900
0051838,48,1,23780
0051838,31,1,11600
0051838,34,1,26390
0051838,5,0,NA
0051838,4,0,NA
0051839,75,2,30455
0051840,60,0,NA
0051841,54,1,38280
0051841,22,1,1739
0051842,30,1,9280
0051842,29,1,11020
0051843,79,2,28535
0051843,69,2,7655
0051844,67,2,27897
0051844,67,2,8064
0051845,64,1,22040
0051846,30,1,46168
0051847,23,1,8700
0051848,67,2,21808
0051848,65,2,8700
0051849,85,2,17516
0051849,81,2,4350
0051850,52,1,92800
0051850,46,1,12180
0051850,18,2,0
0051851,26,1,14499
0051851,24,1,46400
0051851,48,1,28129
0051852,54,1,73080
0051852,55,2,0
0051853,40,1,55117
0051853,41,1,41760
0051853,7,0,NA
0051853,5,0,NA
0051854,31,1,32944
0051854,30,1,30449
0051854,0,0,NA
0051855,72,2,29243
0051855,63,1,12180
0051856,54,2,4059
0051856,58,1,52200
0051856,30,1,13919
0051856,13,0,NA
0051856,7,0,NA
0051857,44,1,122031
0051857,42,0,NA
0051857,4,0,NA
0051857,6,0,NA
0051858,49,1,31899
0051859,48,1,104400
0051859,48,1,17400
0051860,33,2,0
0051860,34,1,99760
0051861,66,2,28477
0051862,66,1,20300
0051863,34,2,0
0051863,52,1,51040
0051863,12,0,NA
0051863,9,0,NA
0051864,65,1,16646
0051864,63,2,16123
0051864,68,2,11600
0051865,34,1,101500
0051865,32,1,14499
0051866,38,1,23200
0051866,47,1,46980
0051866,13,0,NA
0051866,10,0,NA
0051866,8,0,NA
0051867,53,1,63799
0051868,62,2,0
0051869,39,1,5278
0051869,15,0,NA
0051869,11,0,NA
0051869,7,0,NA
0051869,37,1,22620
0051870,65,1,69600
0051870,64,2,0
0051871,44,1,16820
0051871,45,1,55099
0051872,43,1,64205
0051872,43,0,NA
0051872,17,0,NA
0051872,15,0,NA
0051872,12,0,NA
0051873,29,1,13108
0051873,7,0,NA
0051873,6,0,NA
0051873,31,1,23954
0051874,69,2,8990
0051874,79,2,8119
0051875,37,1,127599
0051875,34,1,37700
0051876,94,0,NA
0051877,37,2,869
0051877,41,1,115999
0051878,37,1,69600
0051878,36,1,37700
0051878,10,0,NA
0051878,7,0,NA
0051879,33,1,78300
0051879,27,2,11600
0051880,58,2,30188
0051881,55,1,59159
0051881,51,1,59739
0051882,23,1,14499
0051883,41,2,0
0051883,43,1,46400
0051883,7,0,NA
0051883,1,0,NA
0051884,55,1,16530
0051884,57,1,20068
0051885,50,0,NA
0051886,33,1,78300
0051886,6,0,NA
0051886,5,0,NA
0051887,72,2,14267
0051888,48,1,32015
0051888,36,1,28999
0051888,4,0,NA
0051888,15,0,NA
0051889,37,1,146740
0051889,34,1,28999
0051889,7,0,NA
0051889,4,0,NA
0051890,63,2,22388
0051890,59,2,33466
0051890,34,2,0
0051891,37,1,46400
0051891,39,1,24940
0051891,13,0,NA
0051892,57,1,37468
0051892,56,1,43500
0051892,19,1,7829
0051893,73,2,15137
0051893,70,2,12586
0051894,27,1,20880
0051894,25,1,20880
0051895,56,1,8119
0051896,36,1,133400
0051896,37,1,28999
0051896,1,0,NA
0051897,55,2,0
0051898,45,1,35960
0051898,37,1,15369
0051898,6,0,NA
0051898,1,0,NA
0051898,63,2,696
0051898,44,1,5104
0051899,77,2,5858
0051899,40,1,43500
0051900,54,0,NA
0051901,28,1,41180
0051901,28,1,24360
0051902,53,0,NA
0051903,36,1,46400
0051903,33,0,NA
0051903,2,0,NA
0051904,35,1,29579
0051904,32,2,0
0051904,8,0,NA
0051904,4,0,NA
0051904,0,0,NA
0051905,32,2,5278
0051905,8,0,NA
0051906,48,2,1739
0051906,46,1,151380
0051906,15,0,NA
0051907,67,2,24998
0051907,66,2,4176
0051907,33,1,14383
0051907,32,1,14093
0051908,57,1,43500
0051909,42,1,271440
0051909,40,1,20880
0051909,5,0,NA
0051909,3,0,NA
0051910,62,1,44080
0051910,49,1,63799
0051911,53,1,42862
0051912,77,2,12354
0051912,74,2,16704
0051913,76,2,32160
0051914,34,1,46400
0051914,42,2,3479
0051914,9,0,NA
0051914,5,0,NA
0051914,3,0,NA
0051914,77,2,3479
0051914,77,2,3479
0051914,48,2,1392
0051915,68,2,10382
0051915,60,2,15079
0051916,32,1,52200
0051916,26,2,0
0051916,2,0,NA
0051916,1,0,NA
0051916,0,0,NA
0051917,48,1,20996
0051917,48,2,0
0051918,54,0,NA
0051919,71,2,8758
0051919,49,1,5916
0051920,44,1,60319
0051921,47,1,70180
0051921,44,2,0
0051921,13,0,NA
0051921,11,0,NA
0051921,5,0,NA
0051922,65,2,8119
0051922,69,2,8119
0051923,79,2,34220
0051923,79,2,4640
0051924,24,1,16239
0051924,24,1,23780
0051925,45,1,12296
0051925,12,0,NA
0051925,12,0,NA
0051925,52,1,4059
0051926,82,2,15543
0051927,53,1,28999
