SERIALNO,AGE,WRKLYR,INCTOT
0006638,57,1,39440
0006638,56,1,28767
0006638,65,2,8119
0006639,55,2,8294
0006640,37,1,53359
0006640,37,1,31667
0006640,11,0,NA
0006640,5,0,NA
0006640,13,0,NA
0006640,35,1,8700
0006641,38,1,30159
0006641,35,1,11600
0006641,5,0,NA
0006641,3,0,NA
0006642,94,0,NA
0006643,31,1,69716
0006644,45,0,NA
0006645,79,2,5626
0006645,86,2,4988
0006646,58,1,27839
0006646,57,1,27839
0006647,68,2,18154
0006647,69,2,9744
0006648,39,1,69948
0006648,32,1,71340
0006649,56,1,34800
0006649,55,1,28999
0006649,33,1,17400
0006649,26,2,5452
0006649,3,0,NA
0006649,2,0,NA
0006649,0,0,NA
0006649,27,2,0
0006650,94,2,8700
0006651,79,2,6959
0006651,73,2,3479
0006652,66,2,27143
0006652,64,2,33988
0006653,58,1,36192
0006653,67,2,18560
0006654,68,1,24186
0006654,68,2,27549
0006654,19,2,2204
0006654,87,2,11194
0006654,19,2,1276
0006655,35,1,37700
0006656,39,1,49300
0006656,36,2,4059
0006656,10,0,NA
0006656,8,0,NA
0006656,7,0,NA
0006657,38,1,20300
0006658,60,2,8990
0006658,54,1,127019
0006659,44,1,40600
0006660,64,2,3885
0006660,50,2,1392
0006661,50,1,32479
0006661,50,1,55099
0006661,16,1,313
0006662,68,0,NA
0006663,41,1,15949
0006663,42,1,49358
0006663,8,0,NA
0006664,28,1,9860
0006665,23,1,22562
0006665,25,1,11948
0006666,90,2,12064
0006667,31,1,33060
0006667,27,2,3305
0006667,2,0,NA
0006667,2,0,NA
0006667,1,0,NA
0006668,81,0,NA
0006669,69,1,34800
0006669,62,2,26100
0006670,52,1,10440
0006670,56,1,9280
0006671,61,1,52930
0006672,68,2,6901
0006672,75,1,35960
0006673,51,1,92800
0006674,43,1,103820
0006674,44,2,0
0006674,8,0,NA
0006674,4,0,NA
0006675,77,2,29028
0006675,81,2,63683
0006676,26,2,1160
0006676,7,0,NA
0006676,2,0,NA
0006676,39,1,16239
0006677,34,1,156600
0006678,47,1,72500
0006679,75,0,NA
0006680,30,2,6669
0006680,7,0,NA
0006680,3,0,NA
0006680,1,0,NA
0006681,32,1,4088
0006681,30,1,22910
0006681,9,0,NA
0006681,8,0,NA
0006681,6,0,NA
0006681,4,0,NA
0006682,53,1,6959
0006682,53,1,78300
0006682,21,1,2900
0006683,27,2,0
0006683,29,1,7365
0006683,4,0,NA
0006683,9,0,NA
0006684,32,2,0
0006684,35,1,6959
0006684,11,0,NA
0006684,6,0,NA
0006684,3,0,NA
0006684,2,0,NA
0006684,2,0,NA
0006685,33,1,5800
0006685,36,1,27259
0006685,9,0,NA
0006685,2,0,NA
0006686,45,1,67280
0006686,5,0,NA
0006686,2,0,NA
0006686,34,1,42357
0006687,81,2,4988
0006688,27,2,2902
0006689,36,1,69716
0006689,66,2,3074
0006689,2,0,NA
0006690,83,2,25636
0006690,80,2,3132
0006691,28,1,35380
0006691,23,1,26100
0006692,41,1,73660
0006692,41,1,290
0006692,10,0,NA
0006692,5,0,NA
0006693,48,2,10730
0006693,48,2,1392
0006693,22,2,823
0006693,14,0,NA
0006693,5,0,NA
0006693,20,2,0
0006694,51,1,26853
0006694,52,1,73213
0006695,94,0,NA
0006696,51,1,8700
0006696,61,1,28709
0006696,2,0,NA
0006696,5,0,NA
0006697,68,2,8352
0006697,70,2,33060
0006698,46,1,1739
0006698,49,1,49300
0006698,10,0,NA
0006698,9,0,NA
0006698,8,0,NA
0006698,7,0,NA
0006699,31,1,63799
0006699,31,2,0
0006700,43,1,16686
0006701,36,1,6959
0006702,26,2,0
0006702,29,1,31899
0006702,4,0,NA
0006702,2,0,NA
0006702,0,0,NA
0006703,45,1,8700
0006703,41,1,2668
0006703,8,0,NA
0006703,4,0,NA
0006703,31,1,8119
0006704,63,2,0
0006704,62,1,87232
0006704,25,1,6959
0006705,59,2,3363
0006705,62,1,83288
0006706,56,1,33640
0006706,55,1,31899
0006707,37,1,34800
0006707,34,2,0
0006707,7,0,NA
0006707,4,0,NA
0006708,36,1,23084
0006708,13,0,NA
0006709,55,1,6380
0006710,57,1,4640
0006710,13,0,NA
0006711,77,2,65481
0006711,90,2,7887
0006712,72,1,71920
0006713,34,2,13919
0006713,34,1,10440
0006714,70,2,17806
0006715,36,1,3885
0006715,37,2,15775
0006715,17,1,1218
0006715,10,0,NA
0006715,10,0,NA
0006716,26,1,20880
0006716,28,1,38860
0006717,55,1,100340
0006718,46,1,50460
0006718,50,2,6959
0006719,38,1,18676
0006719,9,0,NA
0006719,30,1,15659
0006720,43,0,NA
0006720,44,2,0
0006720,22,0,NA
0006720,13,0,NA
0006721,50,2,0
0006722,64,0,NA
0006722,50,0,NA
0006723,48,1,26679
0006723,52,2,27839
0006723,29,2,1739
0006723,23,2,0
0006723,18,2,1739
0006723,16,2,1739
0006723,22,1,20880
0006723,17,1,1739
0006724,45,1,104980
0006724,14,0,NA
0006725,45,1,63857
0006725,43,1,11832
0006725,1,0,NA
0006726,74,2,12876
0006727,42,1,52780
0006728,66,1,6496
0006729,59,1,228519
0006729,62,2,181540
0006730,46,1,41760
0006730,33,1,31029
0006731,37,1,54531
0006731,30,1,8700
0006731,6,0,NA
0006731,6,0,NA
0006732,26,1,12238
0006732,7,0,NA
0006732,6,0,NA
0006732,4,0,NA
0006732,29,1,5220
0006733,94,2,20590
0006734,50,2,17400
0006734,51,2,17400
0006735,51,1,17400
0006735,56,2,580
0006736,76,2,12180
0006736,31,2,4524
0006736,29,2,0
0006736,46,2,0
0006736,7,0,NA
0006736,27,2,2029
0006736,16,2,0
0006737,37,1,16239
0006737,36,1,28999
0006737,13,0,NA
0006738,44,1,20300
0006739,47,2,8061
0006739,21,2,2958
0006740,46,1,16820
0006741,61,2,7829
0006741,55,2,0
0006742,40,1,34800
0006742,27,1,11600
0006742,3,0,NA
0006742,1,0,NA
0006743,21,2,290
0006743,21,2,6959
0006744,42,1,75
0006744,43,1,60319
0006745,88,2,20068
0006746,62,1,71340
0006747,83,2,16414
0006748,65,2,145000
0006748,66,2,0
0006749,44,1,179
0006749,20,1,2668
0006750,69,2,13977
0006750,65,1,76560
0006751,68,1,30391
0006751,57,1,20300
0006751,38,1,21460
0006751,31,1,8352
0006751,12,0,NA
0006751,10,0,NA
0006751,7,0,NA
0006751,83,2,4176
0006752,56,1,24650
0006752,53,1,7481
0006752,23,1,12528
0006753,75,2,34283
0006753,74,2,59919
0006754,78,2,9686
0006755,62,2,3479
0006755,59,1,522
0006756,94,0,NA
0006757,71,2,23432
0006757,63,1,37700
0006757,49,2,4640
0006757,44,1,16820
0006757,12,0,NA
0006758,65,2,11275
0006758,65,1,24360
0006759,74,2,14934
0006760,37,1,56955
0006761,69,2,46400
0006762,67,2,22272
0006762,66,2,12818
0006763,29,1,34800
0006764,43,1,20880
0006764,44,0,NA
0006764,14,0,NA
0006764,12,0,NA
0006764,6,0,NA
0006764,11,0,NA
0006764,7,0,NA
0006765,60,1,34162
0006766,89,2,11832
0006767,70,2,15659
0006768,31,1,388020
0006768,27,1,5916
0006768,1,0,NA
0006769,67,2,3207
0006769,70,2,37526
0006770,26,2,20300
0006771,46,1,45240
0006771,51,2,9222
0006771,78,2,17922
0006772,66,2,0
0006772,81,2,10440
0006773,41,0,NA
0006774,39,2,10440
0006774,39,1,28999
0006774,18,2,0
0006774,14,0,NA
0006775,78,2,12644
0006775,75,2,3480
0006776,87,2,25462
0006777,46,1,46400
0006777,45,1,2088
0006777,17,2,0
0006777,12,0,NA
0006777,10,0,NA
0006778,37,1,23200
0006779,34,2,9744
0006779,10,0,NA
0006779,8,0,NA
0006779,32,2,11832
0006780,44,2,5875
0006780,10,0,NA
0006781,86,2,20880
0006782,54,2,0
0006782,47,1,98020
0006782,9,0,NA
0006782,6,0,NA
0006782,3,0,NA
0006783,59,2,4930
0006783,60,2,16355
0006784,26,1,40600
0006784,23,1,7539
0006785,83,2,76560
0006786,40,1,31899
0006786,35,2,0
0006786,16,2,0
0006786,12,0,NA
0006787,42,1,28999
0006787,43,1,13919
0006788,54,2,59159
0006788,45,2,290
0006788,5,0,NA
0006788,3,0,NA
0006789,61,1,44660
0006790,82,2,3595
0006790,79,2,3595
0006791,56,2,11600
0006791,55,1,228734
0006791,17,2,0
0006792,73,2,7539
0006793,50,1,60899
0006794,53,1,17400
0006795,28,1,9860
0006795,27,1,11600
0006795,26,1,9860
0006796,51,1,43500
0006796,45,1,40600
0006796,22,2,3479
0006797,38,1,195460
0006798,43,1,87000
0006798,41,2,-290
0006798,16,2,0
0006798,15,0,NA
0006798,61,2,20880
0006799,43,1,13919
0006799,50,1,11716
0006799,12,0,NA
0006799,7,0,NA
0006800,37,1,43500
0006801,53,1,40600
0006801,52,1,40600
0006801,23,2,1681
0006802,70,2,1913
0006803,42,1,40600
0006804,38,1,36801
0006804,7,0,NA
0006805,48,1,57999
0006805,49,2,4176
0006805,19,1,5800
0006805,18,2,0
0006805,9,0,NA
0006806,43,2,1624
0006806,18,1,20880
0006807,39,1,31899
0006808,59,0,NA
0006808,59,0,NA
0006809,37,0,NA
0006810,55,2,1293
0006810,59,1,71456
0006810,15,0,NA
0006811,47,1,45820
0006811,40,1,22040
0006811,19,2,0
0006811,17,2,2029
0006811,69,2,9048
0006811,56,2,0
0006812,41,1,52675
0006812,42,1,49300
0006812,17,1,580
0006812,15,0,NA
0006813,24,2,18560
0006813,24,1,23200
0006813,0,0,NA
0006814,43,1,30739
0006814,35,1,71920
0006814,16,2,0
0006815,26,1,23211
0006815,26,1,27845
0006816,5,0,NA
0006817,58,1,41180
0006817,50,1,14499
0006817,27,2,812
0006817,18,2,7017
0006818,83,1,22127
0006819,66,2,8061
0006820,39,1,76560
0006820,40,2,18560
0006820,5,0,NA
0006820,0,0,NA
0006821,87,2,13861
0006822,67,2,23432
0006822,62,2,1218
0006822,23,1,11136
0006823,45,1,29579
0006823,49,1,40600
0006823,7,0,NA
0006824,54,1,69600
0006824,21,2,0
0006825,56,1,37700
0006825,63,1,16239
0006826,54,2,93380
0006826,54,1,101500
0006827,40,1,54415
0006827,15,0,NA
0006828,36,1,55099
0006828,30,1,17400
0006828,1,0,NA
0006828,0,0,NA
0006829,72,2,14499
0006830,39,1,22040
0006830,38,1,24360
0006830,11,0,NA
0006830,5,0,NA
0006831,40,1,41760
0006831,32,2,0
0006831,4,0,NA
0006832,77,2,3711
0006832,70,0,NA
0006833,81,2,13629
0006834,76,2,8119
0006834,42,1,23200
0006834,12,0,NA
0006834,9,0,NA
0006835,66,2,6959
0006835,70,2,8584
0006836,59,2,8352
0006837,45,1,34800
0006837,46,1,28999
0006837,14,0,NA
0006838,45,1,55679
0006838,43,1,40600
0006839,87,2,13223
0006839,88,2,16704
0006840,27,2,24360
0006841,44,1,55099
0006841,51,2,0
0006841,26,1,8700
0006841,11,0,NA
0006841,6,0,NA
0006841,4,0,NA
0006842,75,2,74820
0006843,60,2,1624
0006843,64,1,20474
0006843,34,2,1855
0006844,32,1,67454
0006844,32,2,26216
0006844,0,0,NA
0006845,22,1,16239
0006845,23,1,6380
0006845,23,1,15311
0006846,35,1,17400
0006847,31,1,26505
0006847,22,2,0
0006848,70,2,15079
0006848,68,1,70760
0006849,72,1,35148
0006850,50,1,35960
0006850,43,1,5220
0006850,19,2,0
0006850,18,2,0
0006850,16,2,0
0006850,14,0,NA
0006850,76,2,15079
0006850,72,2,8700
0006851,31,1,31899
0006851,30,1,37700
0006851,20,2,2320
0006852,37,0,NA
0006853,44,1,44080
0006853,44,1,12470
0006853,20,1,16530
0006853,18,1,307
0006854,56,2,9106
0006855,74,2,7945
0006855,55,2,5220
0006855,79,2,6959
0006856,25,2,2610
0006856,26,1,25520
0006857,51,1,228519
0006857,50,2,0
0006857,16,2,0
0006858,54,1,80179
0006858,51,1,5800
0006859,38,2,14905
0006859,42,1,57999
0006859,9,0,NA
0006859,6,0,NA
0006860,50,1,35960
0006860,44,2,11020
0006861,69,2,5568
0006862,76,2,3653
0006862,78,2,8700
0006863,66,1,62639
0006863,66,2,25752
0006864,26,1,2494
0006864,20,2,869
0006865,47,1,58811
0006865,49,1,46400
0006866,32,1,20300
0006867,58,1,20300
0006867,54,1,11600
0006867,16,0,NA
0006867,14,0,NA
0006867,12,0,NA
0006868,61,1,61265
0006869,52,1,43500
0006869,50,2,0
0006870,42,1,57999
0006870,42,1,57999
0006870,11,0,NA
0006870,10,0,NA
0006871,55,0,NA
0006871,23,0,NA
0006871,19,0,NA
0006871,76,0,NA
0006872,88,2,13108
0006872,66,2,13252
0006873,49,1,48720
0006874,52,1,40600
0006874,12,0,NA
0006875,49,1,21460
0006875,48,1,23722
0006876,57,1,57999
0006876,53,1,57999
0006877,64,2,18038
0006877,61,0,NA
0006878,53,2,6669
0006879,17,0,NA
0006880,22,1,13919
0006881,39,1,26100
0006881,64,0,NA
0006881,63,1,16181
0006882,83,2,23084
0006883,44,1,10672
0006883,14,0,NA
0006883,29,1,20880
0006884,37,1,27839
0006884,29,1,27839
0006884,0,0,NA
0006884,7,0,NA
0006885,39,2,0
0006885,47,1,69600
0006885,11,0,NA
0006885,9,0,NA
0006886,31,1,1334
0006886,30,1,41760
0006887,87,2,9941
0006887,68,1,46400
0006888,82,2,62175
0006888,83,2,6611
0006889,51,1,34800
0006890,64,2,7655
0006891,46,1,30739
0006891,48,1,58028
0006891,15,0,NA
0006892,94,0,NA
0006893,43,1,12238
0006893,41,2,0
0006893,15,0,NA
0006893,10,0,NA
0006893,7,0,NA
0006894,68,2,35380
0006895,63,1,96860
0006896,60,1,12876
0006896,21,0,NA
0006896,54,1,23200
0006897,62,2,13919
0006897,62,1,46400
0006898,24,1,17980
0006899,42,1,20880
0006899,41,2,0
0006899,11,0,NA
0006899,7,0,NA
0006899,4,0,NA
0006900,30,1,19140
0006900,31,1,30739
0006901,53,1,20300
0006902,82,2,20787
0006902,76,2,0
0006903,44,2,10440
0006904,38,2,8816
0006904,44,2,35380
0006904,14,0,NA
0006904,12,0,NA
0006905,48,0,NA
0006905,50,0,NA
0006905,16,0,NA
0006905,14,0,NA
0006906,80,2,22098
0006907,57,2,29057
0006907,52,2,6159
0006908,88,2,16007
0006909,60,1,40600
0006909,57,1,81200
0006910,57,2,0
0006910,66,1,138040
0006910,26,2,261
0006911,36,1,32479
0006911,29,2,0
0006911,0,0,NA
0006912,57,1,57999
0006912,57,2,0
0006913,40,1,32131
0006913,48,1,48720
0006913,11,0,NA
0006914,48,1,63828
0006914,1,0,NA
0006914,42,2,0
0006915,35,0,NA
0006915,0,0,NA
0006915,37,0,NA
0006915,22,0,NA
0006916,80,2,15311
0006916,72,2,0
0006917,35,1,26100
0006918,38,1,40600
0006918,48,0,NA
0006918,19,0,NA
0006918,3,0,NA
0006919,35,1,28999
0006919,32,2,0
0006920,39,1,30159
0006921,62,2,1450
0006921,70,2,18966
0006922,48,1,11600
0006922,56,0,NA
0006922,79,0,NA
0006922,77,0,NA
0006922,61,0,NA
0006922,54,2,0
0006922,52,0,NA
0006922,47,1,11484
0006922,42,0,NA
0006922,19,2,0
0006922,13,0,NA
0006923,49,1,26100
0006924,58,2,6959
0006924,62,1,52200
0006925,34,1,26679
0006925,38,1,28999
0006925,2,0,NA
0006925,1,0,NA
0006925,68,2,7655
0006926,83,2,62465
0006926,88,2,5278
0006927,45,1,11600
0006928,76,0,NA
0006929,82,2,8874
0006929,80,2,4640
0006930,34,1,24360
0006930,42,1,23200
0006930,12,0,NA
0006930,19,1,5800
0006931,38,1,228809
0006931,34,1,72500
0006932,30,1,29150
0006932,27,1,20880
0006932,24,1,8236
0006933,85,2,35670
0006934,83,2,135720
0006934,80,2,7539
0006935,27,1,28419
0006935,27,1,18560
0006936,30,1,60899
0006937,41,1,35670
0006937,37,1,17980
0006937,9,0,NA
0006937,7,0,NA
0006937,16,2,0
0006937,14,0,NA
0006938,58,1,28999
0006939,75,2,16414
0006939,86,2,28999
0006940,37,1,69600
0006941,48,2,9860
0006941,49,2,9343
0006942,23,1,33060
0006942,22,2,0
0006942,1,0,NA
0006943,87,2,16297
0006943,43,1,13113
0006944,68,1,26447
0006944,31,1,16239
0006944,30,2,0
0006945,48,1,16239
0006945,51,1,24360
0006946,61,1,39440
0006946,58,1,7481
0006946,33,1,19140
0006947,37,1,41760
0006948,88,2,17690
0006949,73,0,NA
0006950,51,1,29579
0006950,48,1,3074
0006950,18,0,NA
0006950,18,0,NA
0006951,61,1,20532
0006951,53,0,NA
0006951,77,0,NA
0006951,65,0,NA
0006951,42,0,NA
0006951,9,0,NA
0006951,3,0,NA
0006952,28,1,55505
0006952,29,1,12064
0006952,3,0,NA
0006952,0,0,NA
0006953,33,1,12760
0006953,27,1,1392
0006953,8,0,NA
0006953,1,0,NA
0006954,37,1,20010
0006955,51,1,26679
0006955,55,0,NA
0006955,27,0,NA
0006955,3,0,NA
0006955,2,0,NA
0006955,32,0,NA
0006956,32,1,55099
0006956,35,1,11600
0006957,48,1,28999
0006957,49,1,34800
0006958,71,2,26737
0006958,68,2,25868
0006959,72,2,2726
0006959,66,1,9338
0006960,72,2,38860
0006961,75,2,24070
0006961,21,1,6959
0006961,20,2,0
0006961,15,0,NA
0006961,13,0,NA
0006962,94,0,NA
0006963,62,2,12818
0006964,61,1,11600
0006964,94,2,10440
0006965,36,0,NA
0006965,36,2,0
0006965,5,0,NA
0006966,50,2,20880
0006966,43,1,31899
0006966,13,0,NA
0006966,8,0,NA
0006966,25,1,1160
0006966,20,2,0
0006967,55,2,2784
0006968,28,1,37700
0006968,24,2,0
0006969,46,2,-638
0006969,44,1,195460
0006969,16,2,0
0006969,12,0,NA
0006970,70,1,527684
0006971,44,1,869
0006971,49,1,3769
0006971,18,2,0
0006971,16,2,17
0006971,15,0,NA
0006972,48,1,7307
0006972,54,1,5800
0006972,10,0,NA
0006972,4,0,NA
0006972,16,2,3479
0006973,54,1,56259
0006973,51,1,28999
0006974,29,2,30739
0006974,3,0,NA
0006974,0,0,NA
0006975,68,1,43036
0006976,54,1,17400
0006977,77,2,22388
0006978,42,1,46980
0006978,13,0,NA
0006978,10,0,NA
0006979,50,1,128179
0006979,50,0,NA
0006979,15,0,NA
0006980,75,2,7551
0006981,53,1,34974
0006981,12,0,NA
0006982,27,1,9106
0006982,30,1,24360
0006982,1,0,NA
0006983,50,2,869
0006983,66,1,57419
0006984,58,2,11269
0006984,51,1,10092
0006985,39,1,99180
0006985,38,2,5510
0006986,62,0,NA
0006987,30,1,39440
0006988,33,1,28999
0006989,62,2,47676
0006990,58,2,4930
0006990,45,0,NA
0006991,34,1,17400
0006991,20,1,12354
0006992,50,1,8700
0006992,59,1,63799
0006992,18,2,0
0006992,13,0,NA
0006993,48,1,39440
0006993,20,1,3479
0006994,35,1,69890
0006994,32,2,27839
0006994,2,0,NA
0006994,0,0,NA
0006995,86,2,41760
0006996,37,2,0
0006996,35,1,46400
0006996,13,0,NA
0006996,2,0,NA
0006996,0,0,NA
0006997,75,2,290
0006998,37,1,23200
0006998,40,1,23780
0006999,58,2,5742
0006999,27,2,0
0007000,66,2,15485
0007001,61,1,8700
0007002,79,2,67860
0007002,77,2,45820
0007002,18,2,2494
0007003,43,1,31899
0007003,47,1,41180
0007003,11,0,NA
0007004,82,2,25056
0007005,52,1,40136
0007005,48,1,67570
0007005,17,2,115
0007006,88,2,25056
0007007,45,1,37700
0007007,46,1,23200
0007008,54,1,28303
0007009,52,1,33062
0007009,48,1,31627
0007009,11,0,NA
0007009,9,0,NA
0007010,68,1,47328
0007010,67,2,22678
0007010,28,2,0
0007011,25,0,NA
0007012,24,1,7945
0007012,3,0,NA
0007012,1,0,NA
0007013,29,1,41760
0007013,20,2,0
0007013,24,1,34800
0007013,23,1,20300
0007014,59,2,14499
0007015,49,1,3317
0007015,75,2,9164
0007016,78,2,4930
0007017,50,1,93960
0007017,44,1,14499
0007017,17,2,0
0007017,12,0,NA
0007018,59,2,10440
0007019,34,1,15079
0007019,11,0,NA
0007020,49,1,58475
0007020,53,1,57129
0007020,12,0,NA
0007021,57,1,61479
0007021,54,0,NA
0007021,22,0,NA
0007021,20,0,NA
0007022,29,1,11136
0007022,31,1,11600
0007023,32,1,27839
0007023,27,1,15659
0007024,65,1,56201
0007024,60,1,41180
0007025,53,1,40600
0007026,48,1,23780
0007026,48,1,56259
0007026,16,2,0
0007026,9,0,NA
0007027,35,1,17400
0007028,82,1,28999
0007028,75,2,0
0007028,48,2,0
0007028,47,2,6959
0007028,43,0,NA
0007029,50,2,17400
0007029,44,2,5800
0007029,12,0,NA
0007029,10,0,NA
0007030,64,1,72500
0007030,45,1,23200
0007031,24,0,NA
0007032,72,2,28999
0007033,52,1,463
0007033,30,1,17980
0007033,47,1,53939
0007034,20,2,3769
0007035,53,1,128179
0007035,59,2,0
0007035,16,2,0
0007036,68,2,7713
0007036,69,2,31841
0007037,48,1,17806
0007037,19,1,174
0007037,12,0,NA
0007038,39,1,31319
0007038,40,1,4640
0007039,88,2,78131
0007040,51,1,1450
0007041,41,1,23200
0007041,20,1,2610
0007042,50,1,37700
0007043,54,2,754
0007043,58,1,21460
0007044,41,0,NA
0007044,13,0,NA
0007044,40,0,NA
0007044,9,0,NA
0007045,38,1,79866
0007045,37,2,0
0007045,11,0,NA
0007045,8,0,NA
0007046,54,1,260999
0007047,55,1,228519
0007048,22,2,0
0007048,31,0,NA
0007048,0,0,NA
0007048,6,0,NA
0007048,4,0,NA
0007049,60,1,33640
0007049,60,1,37700
0007050,33,1,25288
0007050,28,1,29579
0007051,49,1,36540
0007051,49,2,0
0007051,11,0,NA
0007052,37,2,2064
0007052,31,2,313
0007052,29,1,14325
0007052,25,1,25404
0007052,21,2,0
0007053,53,1,80040
0007053,54,1,23200
0007054,32,1,26679
0007054,31,1,8700
0007055,72,2,5249
0007056,30,1,3132
0007056,8,0,NA
0007057,36,1,9280
0007057,1,0,NA
0007057,35,1,2610
0007058,27,2,696
0007058,30,1,49880
0007058,0,0,NA
0007059,67,1,20300
0007059,64,1,18560
0007060,48,1,126439
0007060,48,1,52200
0007060,17,1,3508
0007061,41,1,87000
0007061,41,1,53359
0007061,3,0,NA
0007062,61,2,19720
0007063,71,2,11716
0007063,66,1,9396
0007064,62,2,133400
0007064,60,2,0
0007065,60,1,2784
0007065,63,1,56839
0007066,43,1,7539
0007066,42,1,31899
0007067,25,1,8700
0007068,40,1,35496
0007068,40,1,29289
0007068,10,0,NA
0007069,53,1,2320
0007069,63,1,135140
0007070,46,1,9860
0007070,47,0,NA
0007070,46,0,NA
0007070,44,0,NA
0007070,12,0,NA
0007071,65,2,30623
0007071,61,2,0
0007072,72,2,14511
0007073,79,0,NA
0007073,50,0,NA
0007073,28,0,NA
0007074,65,2,7655
0007075,33,1,44660
0007075,30,2,1913
0007075,4,0,NA
0007075,2,0,NA
0007076,66,1,49416
0007076,68,2,9338
0007077,60,1,5974
0007077,23,1,8700
0007078,43,1,41180
0007078,45,1,44660
0007079,67,2,16239
0007080,44,1,28999
0007080,45,1,26100
0007080,17,2,0
0007081,48,1,59739
0007081,49,1,11600
0007082,35,1,18502
0007082,31,1,16530
0007083,41,1,37700
0007083,40,1,55099
0007083,4,0,NA
0007084,48,1,32479
0007084,50,1,24940
0007084,19,1,8700
0007084,16,2,0
0007085,56,0,NA
0007086,57,1,78300
0007087,71,2,27143
0007088,55,1,20300
0007089,49,1,14499
0007089,53,1,14499
0007089,31,1,2900
0007089,27,1,11600
0007089,6,0,NA
0007090,80,2,17400
0007091,29,1,229099
0007092,64,2,9111
0007093,45,1,228519
0007093,11,0,NA
0007093,10,0,NA
0007093,8,0,NA
0007093,35,1,34800
0007094,26,1,12760
0007094,25,0,NA
0007095,64,2,20880
0007096,54,1,34800
0007097,81,0,NA
0007098,44,1,28999
0007098,42,0,NA
0007098,67,0,NA
0007099,59,1,34800
0007099,21,1,6959
0007099,21,1,14499
0007099,56,1,19720
0007100,53,1,38871
0007100,47,1,87580
0007100,21,1,3943
0007100,17,2,0
0007100,16,2,0
0007100,5,0,NA
0007101,38,1,15114
0007101,54,0,NA
0007101,13,0,NA
0007102,94,0,NA
0007103,45,1,98658
0007104,42,2,6148
0007104,41,1,72500
0007104,12,0,NA
0007104,10,0,NA
0007104,7,0,NA
0007105,87,2,6264
0007106,55,1,11020
0007106,53,1,4466
0007106,5,0,NA
0007106,3,0,NA
0007106,1,0,NA
0007106,27,2,638
0007107,40,1,35960
0007107,37,1,22620
0007108,58,1,72616
0007109,22,2,3016
0007110,5,0,NA
0007111,58,2,5800
0007112,51,1,39788
0007113,66,2,18792
0007113,50,2,7423
0007113,70,2,5162
0007114,56,1,52246
0007114,55,1,15949
0007115,70,2,38686
0007115,55,1,43674
0007116,54,1,59159
0007116,42,2,0
0007116,14,0,NA
0007116,13,0,NA
0007116,11,0,NA
0007116,8,0,NA
0007116,5,0,NA
0007116,2,0,NA
0007117,70,2,6496
0007117,70,2,9744
0007118,29,1,228519
0007118,26,1,228519
0007119,72,2,25114
0007120,33,1,50460
0007120,2,0,NA
0007120,30,2,0
0007121,44,1,54519
0007121,42,1,49300
0007122,35,1,36540
0007122,16,2,0
0007123,51,1,26100
0007124,33,1,23200
0007124,35,2,0
0007124,36,1,23200
0007125,29,1,79170
0007125,29,1,77720
0007126,56,1,696
0007127,57,2,290
0007127,61,1,52258
0007128,48,1,7829
0007128,39,2,0
0007128,19,2,0
0007128,17,2,0
0007128,12,0,NA
0007129,55,1,48720
0007129,49,1,55099
0007129,20,1,1276
0007129,17,1,985
0007130,74,2,22214
0007131,62,1,49300
0007131,61,1,14499
0007132,45,1,130499
0007132,38,1,3827
0007132,9,0,NA
0007132,6,0,NA
0007133,75,1,98252
0007134,46,1,7713
0007134,47,1,8003
0007134,11,0,NA
0007134,5,0,NA
0007135,70,2,13223
0007135,67,2,7307
0007136,55,1,48720
0007136,52,1,56259
0007136,15,0,NA
0007136,12,0,NA
0007137,48,1,28999
0007137,48,2,0
0007137,19,1,1392
0007138,26,1,46400
0007138,25,2,0
0007138,2,0,NA
0007138,0,0,NA
0007138,19,2,0
0007139,55,1,17400
0007139,43,1,13919
0007139,15,0,NA
0007139,13,0,NA
0007139,65,2,8247
0007139,37,2,6380
0007140,84,2,16239
0007140,87,2,6919
0007141,52,1,17110
0007142,55,1,3885
0007143,49,1,38802
0007143,40,1,330
0007143,9,0,NA
0007143,19,1,1739
0007144,62,2,9106
0007145,88,0,NA
0007146,94,2,10266
0007147,49,1,66120
0007147,47,0,NA
0007147,20,0,NA
0007147,16,0,NA
0007147,63,0,NA
0007148,56,1,48140
0007148,56,1,48720
0007148,59,1,13919
0007148,55,2,5800
0007149,57,1,60899
0007149,46,1,14499
0007150,21,1,2900
0007151,36,0,NA
0007151,38,0,NA
0007151,4,0,NA
0007151,2,0,NA
0007152,49,1,89952
0007152,49,2,0
0007152,12,0,NA
0007152,24,1,13919
0007153,70,2,30739
0007153,69,2,28419
0007154,52,1,20300
0007154,46,1,41180
0007154,28,1,23432
0007154,23,2,3132
0007155,50,1,23200
0007155,46,1,16820
0007155,10,0,NA
0007155,8,0,NA
0007156,51,1,6959
0007157,49,1,34684
0007158,45,1,52200
0007158,31,2,0
0007158,9,0,NA
0007158,5,0,NA
0007158,3,0,NA
0007159,30,1,2320
0007159,0,0,NA
0007159,54,0,NA
0007160,72,2,39730
0007161,51,1,154280
0007162,43,1,3479
0007163,61,2,35960
0007163,61,1,11600
0007164,66,2,0
0007164,61,2,0
0007165,49,1,27839
0007166,41,0,NA
0007167,53,1,41760
0007168,42,1,16762
0007168,17,2,0
0007168,10,0,NA
