Geo,D3bpo4,Year
530330056002,11.0,2018
530330056003,29.0,2018
530330056004,22.0,2018
530330056005,35.0,2018
530330057001,32.0,2018
530330057002,29.0,2018
530330057003,29.0,2018
530330057004,48.0,2018
530330057005,19.0,2018
530330058011,17.0,2018
530330058012,10.0,2018
530330058013,14.0,2018
530330058014,38.0,2018
530330058031,21.0,2018
530330058032,20.0,2018
530330058041,52.0,2018
530330058042,14.0,2018
530330059011,20.0,2018
530330059012,27.0,2018
530330059013,12.0,2018
530330059021,17.0,2018
530330059022,18.0,2018
530330059023,25.0,2018
530330060001,8.0,2018
530330060002,20.0,2018
530330060003,25.0,2018
530330060004,17.0,2018
530330061001,14.0,2018
530330061002,19.0,2018
530330061003,14.0,2018
530330061004,7.0,2018
530330061005,4.0,2018
530330062001,54.0,2018
530330062002,36.0,2018
530330062003,7.0,2018
530330063001,13.0,2018
530330063002,13.0,2018
530330063003,16.0,2018
530330063004,28.0,2018
530330064001,19.0,2018
530330064002,28.0,2018
530330064003,26.0,2018
530330065001,40.0,2018
530330065002,16.0,2018
530330065003,7.0,2018
530330066001,37.0,2018
530330066002,24.0,2018
530330066003,10.0,2018
530330067011,0.0,2018
530330067012,28.0,2018
530330067013,8.0,2018
530330067021,12.0,2018
530330067022,5.0,2018
530330067023,11.0,2018
530330067031,22.0,2018
530330067032,5.0,2018
530330067033,5.0,2018
530330068001,25.0,2018
530330068002,18.0,2018
530330068003,29.0,2018
530330069001,31.0,2018
530330069002,37.0,2018
530330069003,29.0,2018
530330070011,12.0,2018
530330070012,4.0,2018
530330070013,7.0,2018
530330070021,8.0,2018
530330070022,15.0,2018
530330070023,13.0,2018
530330071011,16.0,2018
530330071012,12.0,2018
530330071021,12.0,2018
530330071022,11.0,2018
530330072011,11.0,2018
530330072012,4.0,2018
530330072013,3.0,2018
530330072021,9.0,2018
530330072022,9.0,2018
530330072023,13.0,2018
530330072031,38.0,2018
530330072032,30.0,2018
530330073011,9.0,2018
530330073012,10.0,2018
530330073013,5.0,2018
530330073021,13.0,2018
530330073022,26.0,2018
530330073023,6.0,2018
530330073031,13.0,2018
530330073032,10.0,2018
530330073033,5.0,2018
530330074031,7.0,2018
530330074032,13.0,2018
530330074041,6.0,2018
530330074042,8.0,2018
530330074051,6.0,2018
530330074052,3.0,2018
530330074061,8.0,2018
530330074062,5.0,2018
530330075011,7.0,2018
530330075012,8.0,2018
530330075013,11.0,2018
530330075021,8.0,2018
530330075022,12.0,2018
530330075023,19.0,2018
530330075031,7.0,2018
530330075032,9.0,2018
530330076001,17.0,2018
530330076002,13.0,2018
530330076003,22.0,2018
530330077001,40.0,2018
530330077002,13.0,2018
530330077003,30.0,2018
530330077004,19.0,2018
530330078001,12.0,2018
530330078002,22.0,2018
530330078003,24.0,2018
530330078004,23.0,2018
530330079011,8.0,2018
530330079012,16.0,2018
530330079021,8.0,2018
530330079022,5.0,2018
530330079023,10.0,2018
530330080021,7.0,2018
530330080022,14.0,2018
530330080023,7.0,2018
530330080031,13.0,2018
530330080032,8.0,2018
530330080033,17.0,2018
530330080041,12.0,2018
530330080042,7.0,2018
530330080043,12.0,2018
530330081011,9.0,2018
530330081012,12.0,2018
530330081013,13.0,2018
530330081021,28.0,2018
530330081022,54.0,2018
530330082001,16.0,2018
530330082002,7.0,2018
530330082003,4.0,2018
530330083001,13.0,2018
530330083002,8.0,2018
530330084011,8.0,2018
530330084012,9.0,2018
530330084013,14.0,2018
530330084021,7.0,2018
530330084022,2.0,2018
530330084023,3.0,2018
530330085001,11.0,2018
530330085002,17.0,2018
530330085003,4.0,2018
530330086001,15.0,2018
530330086002,10.0,2018
530330086003,11.0,2018
530330086004,9.0,2018
530330087001,35.0,2018
530330087002,16.0,2018
530330087003,20.0,2018
530330088001,33.0,2018
530330088002,27.0,2018
530330088003,16.0,2018
530330089001,21.0,2018
530330089002,16.0,2018
530330089003,23.0,2018
530330089004,14.0,2018
530330090001,33.0,2018
530330090002,6.0,2018
530330090003,8.0,2018
530330091001,24.0,2018
530330091002,14.0,2018
530330092001,13.0,2018
530330092002,37.0,2018
530330093001,36.0,2018
530330093002,36.0,2018
530330093003,144.0,2018
530330094001,9.0,2018
530330094002,45.0,2018
530330094003,28.0,2018
530330094004,28.0,2018
530330094005,11.0,2018
530330095001,33.0,2018
530330095002,43.0,2018
530330095003,33.0,2018
530330095004,44.0,2018
530330096001,23.0,2018
530330096002,9.0,2018
530330096003,20.0,2018
530330096004,39.0,2018
530330097011,11.0,2018
530330097012,11.0,2018
530330097013,9.0,2018
530330097014,9.0,2018
530330097021,28.0,2018
530330097022,10.0,2018
530330097023,39.0,2018
530330097024,22.0,2018
530330098011,19.0,2018
530330098012,21.0,2018
530330098013,14.0,2018
530330098021,25.0,2018
530330098022,21.0,2018
530330098023,29.0,2018
530330099001,18.0,2018
530330099002,6.0,2018
530330099003,16.0,2018
530330099004,84.0,2018
530330100011,17.0,2018
530330100012,26.0,2018
530330100013,17.0,2018
530330100021,23.0,2018
530330100022,37.0,2018
530330100023,39.0,2018
530330101011,5.0,2018
530330101012,8.0,2018
530330101013,22.0,2018
530330101021,41.0,2018
530330101022,21.0,2018
530330101023,7.0,2018
530330102001,25.0,2018
530330102002,10.0,2018
530330102003,11.0,2018
530330102004,26.0,2018
530330103011,17.0,2018
530330103012,11.0,2018
530330103013,17.0,2018
530330103021,8.0,2018
530330103022,7.0,2018
530330103023,13.0,2018
530330104011,13.0,2018
530330104012,22.0,2018
530330104013,13.0,2018
530330104021,21.0,2018
530330104022,27.0,2018
530330104023,19.0,2018
530330104024,15.0,2018
530330105011,12.0,2018
530330105012,16.0,2018
530330105013,12.0,2018
530330105021,25.0,2018
530330105022,16.0,2018
530330105023,16.0,2018
530330105024,9.0,2018
530330106011,27.0,2018
530330106012,28.0,2018
530330106013,18.0,2018
530330106021,10.0,2018
530330106022,8.0,2018
530330106023,28.0,2018
530330107011,10.0,2018
530330107012,2.0,2018
530330107013,10.0,2018
530330107021,14.0,2018
530330107022,14.0,2018
530330107023,11.0,2018
530330108001,21.0,2018
530330108002,12.0,2018
530330108003,17.0,2018
530330109001,22.0,2018
530330109002,62.0,2018
530330110011,21.0,2018
530330110012,14.0,2018
530330110013,20.0,2018
530330110021,6.0,2018
530330110022,31.0,2018
530330110023,27.0,2018
530330111011,7.0,2018
530330111012,5.0,2018
530330111013,10.0,2018
530330111014,17.0,2018
530330111021,2.0,2018
530330111022,8.0,2018
530330111023,0.0,2018
530330111024,7.0,2018
530330112001,12.0,2018
530330112002,47.0,2018
530330112003,13.0,2018
530330113001,20.0,2018
530330113002,8.0,2018
530330113003,14.0,2018
530330113004,17.0,2018
530330113005,19.0,2018
530330114011,5.0,2018
530330114012,16.0,2018
530330114013,24.0,2018
530330114021,18.0,2018
530330114022,20.0,2018
530330114023,14.0,2018
530330115001,38.0,2018
530330115002,33.0,2018
530330115003,21.0,2018
530330116011,13.0,2018
530330116012,12.0,2018
530330116021,9.0,2018
530330116022,29.0,2018
530330116023,10.0,2018
530330117001,24.0,2018
530330117002,11.0,2018
530330117003,25.0,2018
530330117004,7.0,2018
530330118011,5.0,2018
530330118012,6.0,2018
530330118013,7.0,2018
530330118021,12.0,2018
530330118022,2.0,2018
530330118023,11.0,2018
530330119011,4.0,2018
530330119012,12.0,2018
530330119013,5.0,2018
530330119021,24.0,2018
530330119022,5.0,2018
530330119023,4.0,2018
530330120001,7.0,2018
530330120002,11.0,2018
530330120003,17.0,2018
530330121001,4.0,2018
530330121002,6.0,2018
530330201001,4.0,2018
530330201002,10.0,2018
530330201003,18.0,2018
530330202001,8.0,2018
530330202002,8.0,2018
530330202003,4.0,2018
530330202004,7.0,2018
530330203011,13.0,2018
530330203012,11.0,2018
530330203021,17.0,2018
530330203022,2.0,2018
530330203023,8.0,2018
530330204011,5.0,2018
530330204012,14.0,2018
530330204013,12.0,2018
530330204021,6.0,2018
530330204022,3.0,2018
530330204023,6.0,2018
530330204024,3.0,2018
530330205001,3.0,2018
530330205002,4.0,2018
530330205003,15.0,2018
530330205004,9.0,2018
530330205005,7.0,2018
530330206001,8.0,2018
530330206002,10.0,2018
530330206003,9.0,2018
530330206004,4.0,2018
530330207001,13.0,2018
530330207002,24.0,2018
530330207003,10.0,2018
530330208001,13.0,2018
530330208002,7.0,2018
530330208003,4.0,2018
530330209001,21.0,2018
530330209002,16.0,2018
530330209003,29.0,2018
530330210001,7.0,2018
530330210002,10.0,2018
530330210003,11.0,2018
530330210004,10.0,2018
530330210005,10.0,2018
530330211001,13.0,2018
530330211002,9.0,2018
530330211003,30.0,2018
530330213001,12.0,2018
530330213002,23.0,2018
530330213003,17.0,2018
530330214001,14.0,2018
530330214002,11.0,2018
530330214003,4.0,2018
530330215001,5.0,2018
530330215002,5.0,2018
530330215003,2.0,2018
530330215004,0.0,2018
530330216001,3.0,2018
530330216002,13.0,2018
530330216003,3.0,2018
530330216004,6.0,2018
530330217011,1.0,2018
530330217012,7.0,2018
530330217013,7.0,2018
530330217021,11.0,2018
530330217022,4.0,2018
530330217023,15.0,2018
530330218021,40.0,2018
530330218022,22.0,2018
530330218023,8.0,2018
530330218024,7.0,2018
530330218031,4.0,2018
530330218032,18.0,2018
530330218033,25.0,2018
530330218034,4.0,2018
530330218041,3.0,2018
530330218042,7.0,2018
530330218043,18.0,2018
530330218044,24.0,2018
530330219031,26.0,2018
530330219032,8.0,2018
530330219033,1.0,2018
530330219034,6.0,2018
530330219041,9.0,2018
530330219042,1.0,2018
530330219043,3.0,2018
530330219044,7.0,2018
530330219051,2.0,2018
530330219052,6.0,2018
530330219053,3.0,2018
530330219054,4.0,2018
530330219061,14.0,2018
530330219062,20.0,2018
530330219063,1.0,2018
530330220011,13.0,2018
530330220012,11.0,2018
530330220013,10.0,2018
530330220031,3.0,2018
530330220032,5.0,2018
530330220033,3.0,2018
530330220034,2.0,2018
530330220051,6.0,2018
530330220052,17.0,2018
530330220053,8.0,2018
530330220054,5.0,2018
530330220061,14.0,2018
530330220062,4.0,2018
530330220063,1.0,2018
530330221011,3.0,2018
530330221012,2.0,2018
530330221013,2.0,2018
530330221014,6.0,2018
530330221021,3.0,2018
530330221022,4.0,2018
530330221023,3.0,2018
530330221024,7.0,2018
530330222011,6.0,2018
530330222012,6.0,2018
530330222013,12.0,2018
530330222031,10.0,2018
530330222032,6.0,2018
530330222033,9.0,2018
530330222034,2.0,2018
530330222041,4.0,2018
530330222042,2.0,2018
530330222043,10.0,2018
530330222051,5.0,2018
530330222052,2.0,2018
530330222053,3.0,2018
530330223001,15.0,2018
530330223002,1.0,2018
530330224011,4.0,2018
530330224012,12.0,2018
530330224013,6.0,2018
530330224021,29.0,2018
530330224022,41.0,2018
530330224023,38.0,2018
530330225011,8.0,2018
530330225012,6.0,2018
530330225013,4.0,2018
530330225021,11.0,2018
530330225022,19.0,2018
530330225023,4.0,2018
530330226031,14.0,2018
530330226032,5.0,2018
530330226033,7.0,2018
530330226034,12.0,2018
530330226041,25.0,2018
530330226042,33.0,2018
530330226043,8.0,2018
530330226051,3.0,2018
530330226052,9.0,2018
530330226053,11.0,2018
530330226061,6.0,2018
530330226062,3.0,2018
530330226063,22.0,2018
530330226064,0.0,2018
530330227011,5.0,2018
530330227012,15.0,2018
530330227021,17.0,2018
530330227022,7.0,2018
530330227023,2.0,2018
530330227031,14.0,2018
530330227032,13.0,2018
530330228021,8.0,2018
530330228022,13.0,2018
530330228023,3.0,2018
530330228024,1.0,2018
530330228031,293.0,2018
530330228032,101.0,2018
530330228033,20.0,2018
530330228034,20.0,2018
530330228041,9.0,2018
530330228042,5.0,2018
530330228043,29.0,2018
530330228051,0.0,2018
530330228052,11.0,2018
530330228053,8.0,2018
530330229011,48.0,2018
530330229012,22.0,2018
530330229021,22.0,2018
530330229022,26.0,2018
530330229023,10.0,2018
530330229024,3.0,2018
530330230001,1.0,2018
530330230002,2.0,2018
530330230003,69.0,2018
530330230004,10.0,2018
530330231001,13.0,2018
530330231002,35.0,2018
530330231003,1.0,2018
530330232011,30.0,2018
530330232012,32.0,2018
530330232013,15.0,2018
530330232014,42.0,2018
530330232021,99.0,2018
530330232022,25.0,2018
530330232023,25.0,2018
530330233001,20.0,2018
530330233002,13.0,2018
530330233003,53.0,2018
530330233004,19.0,2018
530330234011,5.0,2018
530330234012,57.0,2018
530330234013,22.0,2018
530330234031,16.0,2018
530330234032,21.0,2018
530330234033,4.0,2018
530330234041,5.0,2018
530330234042,4.0,2018
530330235001,5.0,2018
530330235002,3.0,2018
530330235003,10.0,2018
530330236011,27.0,2018
530330236012,37.0,2018
530330236013,4.0,2018
530330236031,26.0,2018
530330236032,16.0,2018
530330236033,33.0,2018
530330236034,4.0,2018
530330236035,0.0,2018
530330236041,12.0,2018
530330236042,10.0,2018
530330236043,8.0,2018
530330236044,4.0,2018
530330237011,2.0,2018
530330237012,7.0,2018
530330237013,9.0,2018
530330237021,43.0,2018
530330237022,53.0,2018
530330238011,13.0,2018
530330238012,39.0,2018
530330238051,30.0,2018
530330238052,13.0,2018
530330238061,10.0,2018
530330238062,15.0,2018
530330238063,8.0,2018
530330238071,15.0,2018
530330238072,3.0,2018
530330238073,78.0,2018
530330238081,13.0,2018
530330238082,41.0,2018
530330238083,12.0,2018
530330239011,0.0,2018
530330239012,6.0,2018
530330239013,17.0,2018
530330239021,9.0,2018
530330239022,11.0,2018
530330240011,15.0,2018
530330240012,8.0,2018
530330240013,3.0,2018
530330240021,14.0,2018
530330240022,13.0,2018
530330240023,11.0,2018
530330241001,12.0,2018
530330241002,11.0,2018
530330241003,22.0,2018
530330242001,10.0,2018
530330242002,3.0,2018
530330243011,16.0,2018
530330243012,11.0,2018
530330243013,6.0,2018
530330243021,12.0,2018
530330243022,21.0,2018
530330243023,21.0,2018
530330244001,9.0,2018
530330244002,4.0,2018
530330245001,10.0,2018
530330245002,5.0,2018
530330245003,19.0,2018
530330246011,7.0,2018
530330246012,11.0,2018
530330246013,10.0,2018
530330246021,15.0,2018
530330246022,7.0,2018
530330247011,3.0,2018
530330247012,7.0,2018
530330247013,17.0,2018
530330247031,9.0,2018
530330247032,4.0,2018
530330247033,7.0,2018
530330247041,3.0,2018
530330247042,7.0,2018
530330247043,5.0,2018
530330248001,13.0,2018
530330248002,9.0,2018
530330248003,35.0,2018
530330249011,3.0,2018
530330249012,3.0,2018
530330249013,4.0,2018
530330249014,5.0,2018
530330249021,5.0,2018
530330249022,4.0,2018
530330249023,0.0,2018
530330249041,5.0,2018
530330249042,3.0,2018
530330249051,7.0,2018
530330249052,11.0,2018
530330250011,6.0,2018
530330250012,12.0,2018
530330250013,1.0,2018
530330250014,2.0,2018
530330250051,6.0,2018
530330250052,3.0,2018
530330250053,6.0,2018
530330250061,3.0,2018
530330250062,3.0,2018
530330250063,2.0,2018
530330250064,5.0,2018
530330250071,5.0,2018
530330250072,6.0,2018
530330250073,4.0,2018
530330250081,4.0,2018
530330250082,8.0,2018
530330251011,10.0,2018
530330251012,1.0,2018
530330251013,6.0,2018
530330251014,4.0,2018
530330251031,6.0,2018
530330251032,7.0,2018
530330251033,6.0,2018
530330251041,4.0,2018
530330251042,3.0,2018
530330251043,13.0,2018
530330252011,8.0,2018
530330252012,7.0,2018
530330252013,6.0,2018
530330252021,8.0,2018
530330252022,7.0,2018
530330252023,3.0,2018
530330253021,63.0,2018
530330253022,32.0,2018
530330253023,14.0,2018
530330253024,75.0,2018
530330253031,44.0,2018
530330253032,29.0,2018
530330253041,12.0,2018
530330253042,14.0,2018
530330254011,15.0,2018
530330254012,5.0,2018
530330254013,8.0,2018
530330254021,12.0,2018
530330254022,3.0,2018
530330254023,7.0,2018
530330255001,7.0,2018
530330255002,5.0,2018
530330255003,7.0,2018
530330256011,6.0,2018
530330256012,25.0,2018
530330256013,7.0,2018
530330256021,12.0,2018
530330256022,3.0,2018
530330256023,13.0,2018
530330256024,2.0,2018
530330257021,5.0,2018
530330257022,0.0,2018
530330257023,7.0,2018
530330257031,2.0,2018
530330257032,10.0,2018
530330257041,13.0,2018
530330257042,14.0,2018
530330258031,10.0,2018
530330258032,4.0,2018
530330258033,1.0,2018
530330258041,2.0,2018
530330258042,4.0,2018
530330258043,6.0,2018
530330258051,7.0,2018
530330258052,1.0,2018
530330258053,4.0,2018
530330258061,5.0,2018
530330258062,3.0,2018
530330258063,7.0,2018
530330260011,13.0,2018
530330260012,12.0,2018
530330260013,13.0,2018
530330260014,21.0,2018
530330260031,7.0,2018
530330260032,3.0,2018
530330260033,0.0,2018
530330260041,10.0,2018
530330260042,5.0,2018
530330260043,16.0,2018
530330261011,2.0,2018
530330261012,4.0,2018
530330261013,12.0,2018
530330261021,2.0,2018
530330261022,6.0,2018
530330261023,3.0,2018
530330262001,151.0,2018
530330262002,7.0,2018
530330262003,5.0,2018
530330262004,5.0,2018
530330263001,36.0,2018
530330263002,4.0,2018
530330264001,16.0,2018
530330264002,5.0,2018
530330264003,2.0,2018
530330264004,13.0,2018
530330265001,6.0,2018
530330265002,20.0,2018
530330265003,11.0,2018
530330266001,9.0,2018
530330266002,12.0,2018
530330267001,22.0,2018
530330267002,6.0,2018
530330267003,8.0,2018
530330267004,12.0,2018
530330268011,20.0,2018
530330268012,6.0,2018
530330268013,4.0,2018
530330268014,8.0,2018
530330268021,7.0,2018
530330268022,4.0,2018
530330268023,9.0,2018
530330268024,9.0,2018
530330270001,6.0,2018
530330270002,8.0,2018
530330270003,8.0,2018
530330271001,9.0,2018
530330271002,6.0,2018
530330271003,10.0,2018
530330272001,20.0,2018
530330272002,16.0,2018
530330273001,8.0,2018
530330273002,0.0,2018
530330273003,13.0,2018
530330273004,22.0,2018
530330274001,10.0,2018
530330274002,9.0,2018
530330274003,11.0,2018
530330274004,6.0,2018
530330275001,6.0,2018
530330275002,22.0,2018
530330275003,19.0,2018
530330276001,3.0,2018
530330276002,3.0,2018
530330276003,14.0,2018
530330277011,14.0,2018
530330277012,12.0,2018
530330277013,19.0,2018
530330277014,13.0,2018
530330277021,15.0,2018
530330277022,20.0,2018
530330277023,13.0,2018
530330278001,5.0,2018
530330278002,10.0,2018
530330279011,19.0,2018
530330279012,15.0,2018
530330279013,9.0,2018
530330279021,27.0,2018
530330279022,13.0,2018
530330279023,7.0,2018
530330280001,8.0,2018
530330280002,5.0,2018
530330280003,8.0,2018
530330281001,3.0,2018
530330281002,15.0,2018
530330282001,10.0,2018
530330282002,18.0,2018
530330282003,6.0,2018
530330283001,7.0,2018
530330283002,5.0,2018
530330283003,15.0,2018
530330284021,6.0,2018
530330284022,10.0,2018
530330284023,12.0,2018
530330284024,63.0,2018
530330284031,9.0,2018
530330284032,0.0,2018
530330284033,8.0,2018
530330284034,4.0,2018
530330285001,5.0,2018
530330285002,7.0,2018
530330285003,6.0,2018
530330286001,7.0,2018
530330286002,5.0,2018
530330286003,6.0,2018
530330286004,3.0,2018
530330286005,2.0,2018
530330287001,19.0,2018
530330287002,33.0,2018
530330287003,8.0,2018
530330288011,13.0,2018
530330288012,32.0,2018
530330288021,4.0,2018
530330288022,7.0,2018
530330288023,4.0,2018
530330288024,0.0,2018
530330289011,9.0,2018
530330289012,6.0,2018
530330289013,30.0,2018
530330289021,6.0,2018
530330289022,5.0,2018
530330289023,3.0,2018
530330289024,0.0,2018
530330289025,14.0,2018
530330290011,8.0,2018
530330290012,15.0,2018
530330290013,18.0,2018
530330290031,23.0,2018
530330290032,11.0,2018
530330290033,3.0,2018
530330290034,3.0,2018
530330290041,24.0,2018
530330290042,4.0,2018
530330291011,13.0,2018
530330291012,4.0,2018
530330291021,7.0,2018
530330291022,11.0,2018
530330291023,6.0,2018
530330292031,9.0,2018
530330292032,31.0,2018
530330292033,5.0,2018
530330292051,9.0,2018
530330292052,2.0,2018
530330292053,2.0,2018
530330292061,59.0,2018
530330292062,0.0,2018
530330292063,9.0,2018
530330292071,10.0,2018
530330292072,3.0,2018
530330292081,2.0,2018
530330292082,4.0,2018
530330293041,8.0,2018
530330293042,4.0,2018
530330293043,3.0,2018
530330293044,3.0,2018
530330293051,3.0,2018
530330293052,2.0,2018
530330293053,6.0,2018
530330293061,6.0,2018
530330293062,4.0,2018
530330293063,3.0,2018
530330293071,6.0,2018
530330293072,7.0,2018
530330293073,4.0,2018
530330293081,2.0,2018
530330293082,4.0,2018
530330293083,3.0,2018
530330293091,2.0,2018
530330293092,3.0,2018
530330293093,5.0,2018
530330294031,3.0,2018
530330294032,7.0,2018
530330294033,2.0,2018
530330294034,4.0,2018
530330294051,4.0,2018
530330294052,3.0,2018
530330294053,7.0,2018
530330294054,3.0,2018
530330294061,2.0,2018
530330294062,11.0,2018
530330294063,3.0,2018
530330294071,2.0,2018
530330294072,3.0,2018
530330294073,3.0,2018
530330294081,6.0,2018
530330294082,2.0,2018
530330294083,0.0,2018
530330295041,8.0,2018
530330295042,3.0,2018
530330295043,1.0,2018
530330295051,8.0,2018
530330295052,3.0,2018
530330295053,0.0,2018
530330295061,3.0,2018
530330295062,0.0,2018
530330295063,1.0,2018
530330295071,7.0,2018
530330295072,7.0,2018
530330295081,3.0,2018
530330295082,11.0,2018
530330295083,3.0,2018
530330296021,9.0,2018
530330296022,6.0,2018
530330296023,6.0,2018
530330296024,3.0,2018
530330296031,0.0,2018
530330296032,9.0,2018
530330296033,1.0,2018
530330296041,4.0,2018
530330296042,9.0,2018
530330296043,5.0,2018
530330297011,2.0,2018
530330297012,35.0,2018
530330297013,6.0,2018
530330297021,12.0,2018
530330297022,11.0,2018
530330298031,5.0,2018
530330298032,8.0,2018
530330298033,1.0,2018
530330298041,13.0,2018
530330298042,8.0,2018
530330298043,6.0,2018
530330298051,3.0,2018
530330298052,1.0,2018
530330298053,2.0,2018
530330298054,1.0,2018
530330298061,3.0,2018
530330298062,5.0,2018
530330298063,5.0,2018
530330299011,3.0,2018
530330299012,5.0,2018
530330299013,4.0,2018
530330299021,1.0,2018
530330299022,6.0,2018
530330299023,11.0,2018
530330300031,7.0,2018
530330300032,8.0,2018
530330300033,29.0,2018
530330300034,3.0,2018
530330300051,6.0,2018
530330300052,4.0,2018
530330300053,6.0,2018
530330300061,4.0,2018
530330300062,65.0,2018
530330300063,17.0,2018
530330300071,17.0,2018
530330300072,4.0,2018
530330300081,6.0,2018
530330300082,3.0,2018
530330300083,5.0,2018
530330301011,9.0,2018
530330301012,6.0,2018
530330301013,6.0,2018
530330301021,6.0,2018
530330301022,4.0,2018
530330301023,4.0,2018
530330302011,11.0,2018
530330302012,2.0,2018
