Geo,SFDU,MFDU,GQDU,Year
530530714032,312,7,0,2018
530530714033,389,0,0,2018
530530714081,412,0,0,2018
530530714082,261,0,0,2018
530530714083,271,0,0,2018
530530714091,356,0,0,2018
530530714092,470,0,0,2018
530530714093,458,0,0,2018
530530714111,1160,0,0,2018
530530714112,152,0,0,2018
530530714113,535,0,0,2018
530530714121,451,0,0,2018
530530714122,166,0,0,2018
530530714123,341,0,0,2018
530530714124,427,0,0,2018
530530714125,461,0,0,2018
530530714131,380,0,0,2018
530530714132,292,0,0,2018
530530714141,418,0,0,2018
530530714142,506,0,0,2018
530530714143,474,0,0,2018
530530714151,311,0,0,2018
530530714152,325,0,0,2018
530530714161,281,0,0,2018
530530714162,196,0,0,2018
530530714171,760,0,0,2018
530530714172,902,0,0,2018
530530715031,385,0,0,2018
530530715032,147,0,0,2018
530530715033,319,0,0,2018
530530715034,443,0,0,2018
530530715041,152,0,0,2018
530530715042,385,0,0,2018
530530715043,454,0,0,2018
530530715044,112,0,0,2018
530530715051,389,0,0,2018
530530715052,367,0,0,2018
530530715053,478,0,0,2018
530530715054,272,0,0,2018
530530715061,304,0,0,2018
530530715062,410,0,0,2018
530530715063,504,0,0,2018
530530715064,463,0,0,2018
530530716011,56,0,0,2018
530530716012,384,0,0,2018
530530716013,259,0,0,2018
530530716014,133,0,0,2018
530530716031,323,0,0,2018
530530716032,206,42,0,2018
530530716033,205,1,0,2018
530530716041,172,91,0,2018
530530716042,6,0,0,2018
530530716043,251,27,0,2018
530530717031,0,0,0,2018
530530717032,59,0,0,2018
530530717041,4,0,0,2018
530530717042,108,0,0,2018
530530717043,34,0,0,2018
530530717051,162,0,0,2018
530530717052,364,0,0,2018
530530717053,408,0,0,2018
530530717061,289,0,0,2018
530530717071,361,0,0,2018
530530717072,481,0,0,2018
530530718031,227,0,0,2018
530530718032,138,3,0,2018
530530718033,110,0,0,2018
530530718034,197,27,0,2018
530530718051,119,0,0,2018
530530718052,354,0,0,2018
530530718053,61,0,0,2018
530530718061,8,0,0,2018
530530718062,41,0,0,2018
530530718063,25,0,0,2018
530530718071,56,12,0,2018
530530718072,314,0,0,2018
530530718073,0,0,0,2018
530530718074,49,12,0,2018
530530718081,9,0,0,2018
530530718082,201,0,0,2018
530530718083,130,0,0,2018
530530719011,477,10,0,2018
530530719012,342,0,0,2018
530530719013,608,11,0,2018
530530719021,528,0,0,2018
530530719022,496,10,0,2018
530530719023,530,28,0,2018
530530719024,563,20,0,2018
530530720001,91,20,0,2018
530530720002,36,0,0,2018
530530720003,424,9,0,2018
530530721051,476,0,0,2018
530530721052,374,0,0,2018
530530721053,143,0,0,2018
530530721054,430,308,0,2018
530530721061,451,0,0,2018
530530721062,447,3,0,2018
530530721063,88,62,0,2018
530530721064,7,134,0,2018
530530721071,624,0,0,2018
530530721072,495,0,0,2018
530530721073,544,0,0,2018
530530721081,547,16,0,2018
530530721082,479,0,0,2018
530530721083,451,0,0,2018
530530721084,228,2,0,2018
530530721091,909,0,0,2018
530530721092,412,79,0,2018
530530721093,278,0,0,2018
530530721111,397,0,0,2018
530530721112,430,0,0,2018
530530721121,375,1,0,2018
530530721122,532,0,0,2018
530530721123,398,0,0,2018
530530723051,311,0,0,2018
530530723052,495,0,0,2018
530530723053,489,0,0,2018
530530723054,282,0,0,2018
530530723055,316,20,0,2018
530530723071,89,0,0,2018
530530723072,497,30,0,2018
530530723073,361,151,0,2018
530530723091,703,0,0,2018
530530723092,430,16,0,2018
530530723093,169,3,0,2018
530530723094,196,0,0,2018
530530723101,309,26,0,2018
530530723102,379,13,0,2018
530530723103,266,64,0,2018
530530723111,149,32,0,2018
530530723112,337,0,0,2018
530530723113,90,0,0,2018
530530723121,454,3,0,2018
530530723122,401,0,0,2018
530530723123,47,0,0,2018
530530723124,89,0,0,2018
530530723131,397,0,0,2018
530530723132,486,0,0,2018
530530723133,428,24,0,2018
530530723141,238,0,0,2018
530530723142,245,0,0,2018
530530723143,401,0,0,2018
530530723151,627,0,0,2018
530530723152,370,0,0,2018
530530724051,598,0,0,2018
530530724052,601,0,0,2018
530530724053,483,0,0,2018
530530724061,589,25,0,2018
530530724062,570,0,0,2018
530530724063,650,0,0,2018
530530724064,444,0,0,2018
530530724071,325,0,0,2018
530530724072,433,116,0,2018
530530724073,411,0,0,2018
530530724081,453,2,0,2018
530530724082,439,0,0,2018
530530724083,280,0,0,2018
530530724084,618,0,0,2018
530530724091,503,0,0,2018
530530724092,489,0,0,2018
530530724101,583,0,0,2018
530530724102,498,0,0,2018
530530724103,509,0,0,2018
530530725031,406,0,0,2018
530530725032,586,0,0,2018
530530725033,485,0,0,2018
530530725041,269,2,0,2018
530530725042,522,0,0,2018
530530725043,639,0,0,2018
530530725061,475,0,0,2018
530530725062,590,0,0,2018
530530725063,464,3,0,2018
530530725071,240,0,0,2018
530530725072,269,119,0,2018
530530725073,394,43,0,2018
530530725081,303,0,0,2018
530530725082,566,0,0,2018
530530725083,477,6,0,2018
530530725091,529,0,0,2018
530530725092,497,0,0,2018
530530725093,820,0,0,2018
530530726011,385,0,0,2018
530530726012,442,0,0,2018
530530726013,492,0,0,2018
530530726014,373,0,0,2018
530530726021,450,0,0,2018
530530726022,582,0,0,2018
530530726023,748,0,0,2018
530530726031,668,0,0,2018
530530726032,357,0,0,2018
530530726033,1000,0,0,2018
530530726034,539,0,0,2018
530530726035,0,0,0,2018
530530728011,292,0,0,2018
530530728012,686,0,0,2018
530530728013,376,0,0,2018
530530728021,198,237,0,2018
530530728022,451,1,0,2018
530530728023,403,79,0,2018
530530729011,0,0,0,2018
530530729031,0,0,0,2018
530530729032,84,0,0,2018
530530729071,0,0,0,2018
530530729072,0,0,0,2018
530530729073,0,0,0,2018
530530729081,0,0,0,2018
530530729082,0,0,0,2018
530530729083,0,0,0,2018
530530729084,0,0,0,2018
530530729091,0,0,0,2018
530530729092,2,0,0,2018
530530730011,225,0,0,2018
530530730012,329,0,0,2018
530530730013,325,0,0,2018
530530730014,431,0,0,2018
530530730015,361,0,0,2018
530530730051,347,0,0,2018
530530730052,340,0,0,2018
530530730053,269,0,0,2018
530530730054,349,0,0,2018
530530730061,355,0,0,2018
530530730062,276,0,0,2018
530530730063,432,0,0,2018
530530731101,489,0,0,2018
530530731102,358,0,0,2018
530530731103,320,0,0,2018
530530731111,180,1,0,2018
530530731112,510,0,0,2018
530530731113,474,0,0,2018
530530731141,334,0,0,2018
530530731142,167,0,0,2018
530530731143,266,0,0,2018
530530731144,400,0,0,2018
530530731151,586,0,0,2018
530530731152,404,0,0,2018
530530731153,148,0,0,2018
530530731161,510,0,0,2018
530530731162,295,0,0,2018
530530731163,370,0,0,2018
530530731171,396,0,0,2018
530530731172,318,0,0,2018
530530731173,360,0,0,2018
530530731181,354,0,0,2018
530530731182,343,0,0,2018
530530731183,380,0,0,2018
530530731184,242,0,0,2018
530530731191,389,0,0,2018
530530731192,569,0,0,2018
530530731201,242,0,0,2018
530530731202,397,0,0,2018
530530731203,520,0,0,2018
530530731211,550,0,0,2018
530530731212,556,0,0,2018
530530731213,511,0,0,2018
530530731221,709,0,0,2018
530530731222,389,158,0,2018
530530731223,327,1,0,2018
530530731231,409,0,0,2018
530530731232,497,0,0,2018
530530731233,640,0,0,2018
530530731241,243,1,0,2018
530530731242,481,0,0,2018
530530731261,171,272,0,2018
530530731262,347,0,0,2018
530530731263,348,42,0,2018
530530731271,209,0,0,2018
530530731272,597,0,0,2018
530530731281,193,0,0,2018
530530731282,505,0,0,2018
530530731283,511,0,0,2018
530530731284,327,0,0,2018
530530731291,547,0,0,2018
530530731292,415,0,0,2018
530530731293,148,0,0,2018
530530731301,207,0,0,2018
530530731302,349,0,0,2018
530530731303,333,0,0,2018
530530731311,374,32,0,2018
530530731312,375,0,0,2018
530530731321,459,0,0,2018
530530731322,117,127,0,2018
530530731323,494,0,0,2018
530530731331,159,0,0,2018
530530731332,416,0,0,2018
530530731333,439,0,0,2018
530530732001,465,0,0,2018
530530732002,392,0,0,2018
530530732003,343,0,0,2018
530530732004,499,0,0,2018
530530732005,557,0,0,2018
530530733011,297,0,0,2018
530530733012,241,0,0,2018
530530733013,56,0,0,2018
530530733014,215,8,0,2018
530530733015,171,0,0,2018
530530733021,519,0,0,2018
530530733022,535,0,0,2018
530530733023,224,81,0,2018
530530734041,338,57,0,2018
530530734042,188,0,0,2018
530530734043,462,0,0,2018
530530734044,466,0,0,2018
530530734045,467,0,0,2018
530530734051,161,88,0,2018
530530734052,170,0,0,2018
530530734053,197,27,0,2018
530530734061,490,0,0,2018
530530734062,482,0,0,2018
530530734063,26,0,0,2018
530530734064,143,0,0,2018
530530734071,264,0,0,2018
530530734072,252,0,0,2018
530530734073,276,48,0,2018
530530734081,306,0,0,2018
530530734082,578,0,0,2018
530530734083,486,0,0,2018
530530735011,439,0,0,2018
530530735012,210,0,0,2018
530530735013,505,0,0,2018
530530735021,382,0,0,2018
530530735022,525,0,0,2018
530530735023,477,20,0,2018
530539400011,579,0,0,2018
530539400012,517,2,0,2018
530539400021,367,0,0,2018
530539400022,139,0,0,2018
530539400023,59,0,0,2018
530539400024,434,0,0,2018
530539400041,573,0,0,2018
530539400042,401,0,0,2018
530539400043,420,0,0,2018
530539400044,324,8,0,2018
530539400045,455,0,0,2018
530539400051,503,0,0,2018
530539400052,530,0,0,2018
530539400053,532,0,0,2018
530539400054,500,0,0,2018
530539400061,180,0,0,2018
530539400062,240,0,0,2018
530539400071,532,0,0,2018
530539400072,456,0,0,2018
530539400081,480,0,0,2018
530539400082,234,0,0,2018
530539400083,382,224,0,2018
530539400084,492,0,0,2018
530539400091,428,0,0,2018
530539400092,567,0,0,2018
530539400101,107,0,0,2018
530539400102,246,2,0,2018
530539400103,369,0,0,2018
530539400111,533,9,0,2018
530539400112,562,0,0,2018
530539400113,488,0,0,2018
530539400121,14,0,0,2018
530539400122,188,0,0,2018
530539400123,22,54,0,2018
530539400131,311,0,0,2018
530539400132,401,0,0,2018
530539400133,319,0,0,2018
530610401001,545,12,0,2018
530610401002,382,0,0,2018
530610401003,456,76,0,2018
530610401004,0,0,0,2018
530610402001,163,0,0,2018
530610402002,158,76,0,2018
530610402003,225,24,0,2018
530610402004,101,0,0,2018
530610402005,83,0,0,2018
530610403001,567,0,0,2018
530610403002,526,0,0,2018
530610404001,282,2,0,2018
530610404002,470,0,0,2018
530610404003,133,105,0,2018
530610405001,512,2,0,2018
530610405002,331,25,0,2018
530610407001,0,0,0,2018
530610407002,156,33,0,2018
530610407003,110,73,0,2018
530610407004,391,10,0,2018
530610408001,70,144,0,2018
530610408002,23,42,0,2018
530610408003,346,4,0,2018
530610409001,420,67,0,2018
530610409002,588,0,0,2018
530610410001,234,15,0,2018
530610410002,401,89,0,2018
530610410003,437,29,0,2018
530610410004,331,1,0,2018
530610411001,288,64,0,2018
530610411002,211,4,0,2018
530610411003,348,8,0,2018
530610411004,306,0,0,2018
530610412011,480,0,0,2018
530610412012,421,0,0,2018
530610412021,318,7,0,2018
530610412022,244,308,0,2018
530610412023,431,10,0,2018
530610412024,341,33,0,2018
530610413011,452,95,0,2018
530610413012,548,1,0,2018
530610413013,237,288,0,2018
530610413014,425,16,0,2018
530610413031,238,0,0,2018
530610413032,221,0,0,2018
530610413033,43,71,0,2018
530610413034,534,70,0,2018
530610413041,504,0,0,2018
530610413042,427,0,0,2018
530610414001,416,18,0,2018
530610414002,309,25,0,2018
530610414003,563,37,0,2018
530610414004,499,2,0,2018
530610415001,346,0,0,2018
530610415002,223,0,0,2018
530610416011,561,2,0,2018
530610416012,438,74,0,2018
530610416013,497,0,0,2018
530610416014,412,22,0,2018
530610416051,396,0,0,2018
530610416052,313,0,0,2018
530610416053,455,0,0,2018
530610416054,296,44,0,2018
530610416055,221,22,0,2018
530610416061,191,55,0,2018
530610416062,543,0,0,2018
530610416063,299,36,0,2018
530610416064,346,11,0,2018
530610416071,288,2,0,2018
530610416072,458,0,0,2018
530610416073,504,0,0,2018
530610416091,450,0,0,2018
530610416092,410,0,0,2018
530610416093,349,0,0,2018
530610416101,379,0,0,2018
530610416102,422,0,0,2018
530610416103,413,0,0,2018
530610417011,203,12,0,2018
530610417012,448,15,0,2018
530610417013,347,254,0,2018
530610417014,20,0,0,2018
530610417031,466,0,0,2018
530610417032,442,0,0,2018
530610417033,310,0,0,2018
530610417034,403,46,0,2018
530610417035,406,0,0,2018
530610417041,500,46,0,2018
530610417042,485,0,0,2018
530610417043,0,0,0,2018
530610417044,60,77,0,2018
530610418051,371,91,0,2018
530610418052,129,8,0,2018
530610418053,323,192,0,2018
530610418054,361,0,0,2018
530610418081,214,88,0,2018
530610418082,118,2,0,2018
530610418083,171,7,0,2018
530610418091,371,0,0,2018
530610418092,93,97,0,2018
530610418093,297,69,0,2018
530610418101,92,0,0,2018
530610418102,174,1,0,2018
530610418103,71,204,0,2018
530610418121,207,0,0,2018
530610418122,270,4,0,2018
530610418123,84,35,0,2018
530610418124,279,253,0,2018
530610418131,103,32,0,2018
530610418132,102,0,0,2018
530610418133,370,0,0,2018
530610418141,310,0,0,2018
530610418142,264,0,0,2018
530610418143,218,0,0,2018
530610418151,103,60,0,2018
530610418152,272,0,0,2018
530610418153,383,0,0,2018
530610418161,451,2,0,2018
530610418162,541,2,0,2018
530610418163,398,0,0,2018
530610419011,367,5,0,2018
530610419012,193,3,0,2018
530610419013,392,53,0,2018
530610419014,132,2,0,2018
530610419041,141,0,0,2018
530610419042,267,39,0,2018
530610419043,17,16,0,2018
530610419044,7,105,0,2018
530610419051,88,50,0,2018
530610419052,311,13,0,2018
530610419053,26,0,0,2018
530610419054,250,63,0,2018
530610419061,191,0,0,2018
530610419062,228,273,0,2018
530610419071,9,0,0,2018
530610419072,204,29,0,2018
530610419073,152,65,0,2018
530610420011,690,0,0,2018
530610420012,324,295,0,2018
530610420013,561,54,0,2018
530610420014,374,0,0,2018
530610420031,526,5,0,2018
530610420032,639,0,0,2018
530610420041,521,33,0,2018
530610420042,302,7,0,2018
530610420043,541,27,0,2018
530610420051,528,0,0,2018
530610420052,389,0,0,2018
530610420053,479,1,0,2018
530610420054,495,0,0,2018
530610420061,179,0,0,2018
530610420062,316,323,0,2018
530610420063,103,273,0,2018
530610501011,379,0,0,2018
530610501012,566,2,0,2018
530610501021,358,6,0,2018
530610501022,43,31,0,2018
530610501023,79,55,0,2018
530610501024,301,200,0,2018
530610501025,360,2,0,2018
530610502001,548,0,0,2018
530610502002,540,0,0,2018
530610502003,553,0,0,2018
530610503001,619,0,0,2018
530610503002,469,62,0,2018
530610503003,456,16,0,2018
530610503004,438,13,0,2018
530610504021,104,187,0,2018
530610504022,413,57,0,2018
530610504023,572,0,0,2018
530610504024,489,73,0,2018
530610504031,492,0,0,2018
530610504032,341,118,0,2018
530610504033,453,25,0,2018
530610504041,352,18,0,2018
530610504042,259,166,0,2018
530610504043,85,180,0,2018
530610505011,228,248,0,2018
530610505012,142,461,0,2018
530610505013,35,510,0,2018
530610505021,437,12,0,2018
530610505022,386,202,0,2018
530610505023,429,122,0,2018
530610506001,480,0,0,2018
530610507001,401,0,0,2018
530610507002,339,21,0,2018
530610507003,506,0,0,2018
530610507004,246,166,0,2018
530610507005,147,12,0,2018
530610508001,470,8,0,2018
530610508002,319,144,0,2018
530610508003,357,154,0,2018
530610508004,490,0,0,2018
530610508005,439,5,0,2018
530610509001,198,166,0,2018
530610509002,483,27,0,2018
530610510001,320,0,0,2018
530610510002,243,271,0,2018
530610510003,414,37,0,2018
530610511001,461,0,0,2018
530610511002,440,0,0,2018
530610511003,466,0,0,2018
530610512001,370,148,0,2018
530610512002,523,40,0,2018
530610512003,367,139,0,2018
530610513011,411,0,0,2018
530610513012,490,0,0,2018
530610513013,130,130,0,2018
530610513021,18,157,0,2018
530610513022,383,8,0,2018
530610513023,369,17,0,2018
530610514011,93,0,0,2018
530610514012,33,294,0,2018
530610514013,179,113,0,2018
530610514021,75,15,0,2018
530610514022,110,121,0,2018
530610514023,426,0,0,2018
530610515001,369,0,0,2018
530610515002,76,96,0,2018
530610515003,271,97,0,2018
530610515004,430,22,0,2018
530610516011,360,0,0,2018
530610516012,170,75,0,2018
530610516013,343,0,0,2018
530610516014,352,4,0,2018
530610516021,318,9,0,2018
530610516022,378,0,0,2018
530610516023,514,0,0,2018
530610517011,392,45,0,2018
530610517012,333,0,0,2018
530610517013,177,106,0,2018
530610517014,83,346,0,2018
530610517021,154,42,0,2018
530610517022,363,0,0,2018
530610517023,450,0,0,2018
530610517024,216,1,0,2018
530610518021,339,149,0,2018
530610518022,210,0,0,2018
530610518023,210,2,0,2018
530610518024,207,233,0,2018
530610518025,369,0,0,2018
530610518031,5,59,0,2018
530610518032,247,105,0,2018
530610518033,139,80,0,2018
530610518034,114,8,0,2018
530610518041,377,61,0,2018
530610518042,329,60,0,2018
530610518043,244,223,0,2018
530610518044,106,47,0,2018
530610519121,465,0,0,2018
530610519122,261,0,0,2018
530610519131,380,0,0,2018
530610519132,412,8,0,2018
530610519133,456,0,0,2018
530610519134,340,0,0,2018
530610519141,524,0,0,2018
530610519142,524,0,0,2018
530610519143,457,0,0,2018
530610519161,506,0,0,2018
530610519162,467,61,0,2018
530610519163,462,43,0,2018
530610519171,411,0,0,2018
530610519172,298,0,0,2018
530610519173,502,72,0,2018
530610519181,253,61,0,2018
530610519182,436,0,0,2018
530610519183,502,55,0,2018
530610519184,251,0,0,2018
530610519211,515,16,0,2018
530610519212,68,175,0,2018
530610519213,450,81,0,2018
530610519221,472,2,0,2018
530610519222,248,17,0,2018
530610519223,438,0,0,2018
530610519224,449,0,0,2018
530610519261,418,0,0,2018
530610519262,480,0,0,2018
530610519263,520,13,0,2018
530610519264,454,0,0,2018
530610519271,447,0,0,2018
530610519272,659,0,0,2018
530610519273,472,5,0,2018
530610519274,455,0,0,2018
530610519281,183,0,0,2018
530610519282,483,0,0,2018
530610519283,62,153,0,2018
530610519284,83,114,0,2018
530610519291,223,0,0,2018
530610519292,226,42,0,2018
530610519293,411,16,0,2018
530610519301,484,77,0,2018
530610519302,376,0,0,2018
530610519303,440,8,0,2018
530610519311,440,7,0,2018
530610519312,468,0,0,2018
530610519313,498,0,0,2018
530610519321,503,33,0,2018
530610519322,397,0,0,2018
530610519323,414,0,0,2018
530610519331,34,0,0,2018
530610519332,388,241,0,2018
530610519341,301,26,0,2018
530610519342,390,86,0,2018
530610519343,422,0,0,2018
530610519351,366,44,0,2018
530610519352,306,0,0,2018
530610519353,465,0,0,2018
530610519361,127,0,0,2018
530610519362,4,0,0,2018
530610519363,173,0,0,2018
530610519371,350,0,0,2018
530610519372,437,0,0,2018
530610519373,522,0,0,2018
530610519381,152,0,0,2018
530610519382,487,33,0,2018
530610519383,150,192,0,2018
530610520041,564,0,0,2018
530610520042,418,0,0,2018
530610520043,419,0,0,2018
530610520044,90,0,0,2018
530610520045,427,73,0,2018
530610520051,411,298,0,2018
530610520052,403,0,0,2018
530610520053,114,246,0,2018
530610520054,512,128,0,2018
530610520061,435,0,0,2018
530610520062,511,30,0,2018
530610520063,424,69,0,2018
530610520071,438,0,0,2018
530610520072,453,0,0,2018
530610520073,443,0,0,2018
530610520074,382,0,0,2018
530610520081,295,0,0,2018
530610520082,427,0,0,2018
530610520083,448,0,0,2018
530610520091,327,0,0,2018
530610520092,479,0,0,2018
530610520093,483,0,0,2018
530610520101,330,115,0,2018
530610520102,353,0,0,2018
530610520103,393,0,0,2018
530610521041,414,0,0,2018
530610521042,599,0,0,2018
530610521043,404,0,0,2018
530610521051,263,0,0,2018
530610521052,373,0,0,2018
530610521071,317,0,0,2018
530610521072,337,0,0,2018
530610521073,927,0,0,2018
530610521074,252,0,0,2018
530610521075,364,0,0,2018
530610521081,400,8,0,2018
530610521082,364,0,0,2018
530610521083,365,0,0,2018
530610521084,419,0,0,2018
530610521085,427,0,0,2018
530610521121,407,0,0,2018
530610521122,440,0,0,2018
530610521131,480,0,0,2018
530610521132,527,12,0,2018
530610521141,376,0,0,2018
530610521142,423,0,0,2018
530610521143,362,0,0,2018
530610521144,418,0,0,2018
530610521191,494,0,0,2018
530610521192,537,0,0,2018
530610521201,374,0,0,2018
530610521202,423,0,0,2018
530610521203,374,0,0,2018
530610521211,395,0,0,2018
530610521212,389,84,0,2018
530610521213,337,0,0,2018
530610521221,313,0,0,2018
530610521222,436,122,0,2018
530610521223,343,0,0,2018
530610522031,472,0,0,2018
530610522032,512,0,0,2018
530610522033,493,77,0,2018
530610522034,516,0,0,2018
530610522041,356,2,0,2018
530610522042,423,16,0,2018
530610522043,331,80,0,2018
530610522044,447,0,0,2018
530610522061,398,0,0,2018
530610522062,386,0,0,2018
530610522063,366,0,0,2018
530610522064,363,0,0,2018
530610522071,442,0,0,2018
530610522072,395,0,0,2018
530610522073,477,0,0,2018
530610522074,383,0,0,2018
530610522081,210,11,0,2018
530610522082,431,17,0,2018
530610522083,97,85,0,2018
530610522101,196,13,0,2018
530610522102,274,6,0,2018
530610522111,95,0,0,2018
530610523011,330,0,0,2018
530610523012,427,0,0,2018
530610523013,382,0,0,2018
530610523014,367,0,0,2018
530610523021,388,0,0,2018
530610523022,353,2,0,2018
530610523023,515,0,0,2018
530610524011,406,0,0,2018
530610524012,381,0,0,2018
530610524013,418,15,0,2018
530610524021,361,67,0,2018
530610524022,269,27,0,2018
530610524023,225,91,0,2018
530610525021,418,0,0,2018
530610525022,403,89,0,2018
530610525023,443,0,0,2018
530610525024,432,0,0,2018
530610525041,405,0,0,2018
530610525042,539,0,0,2018
530610525051,328,56,0,2018
530610525052,412,4,0,2018
530610525053,502,0,0,2018
530610525054,294,0,0,2018
530610525061,377,0,0,2018
530610525062,342,1,0,2018
530610525063,574,12,0,2018
530610526031,321,0,0,2018
530610526032,456,0,0,2018
530610526041,580,1,0,2018
530610526042,353,223,0,2018
530610526043,463,0,0,2018
530610526051,509,0,0,2018
530610526052,468,2,0,2018
530610526053,455,19,0,2018
530610526054,378,0,0,2018
530610526061,568,102,0,2018
530610526062,555,0,0,2018
530610526063,582,16,0,2018
530610526071,600,0,0,2018
530610526072,388,0,0,2018
530610526073,543,8,0,2018
530610526074,498,0,0,2018
530610527011,596,0,0,2018
530610527061,502,0,0,2018
530610527062,441,0,0,2018
530610527063,340,0,0,2018
530610527064,523,88,0,2018
530610527071,533,0,0,2018
530610527072,421,0,0,2018
530610527073,419,0,0,2018
530610527081,431,0,0,2018
530610527082,409,0,0,2018
530610527083,422,0,0,2018
530610527084,445,0,0,2018
530610527091,479,0,0,2018
530610527092,532,0,0,2018
530610527101,512,8,0,2018
530610527102,508,0,0,2018
530610527103,419,0,0,2018
530610527111,582,0,0,2018
530610527112,294,0,0,2018
530610527113,383,0,0,2018
530610528031,230,238,0,2018
530610528032,415,12,0,2018
530610528033,326,0,0,2018
530610528034,349,0,0,2018
530610528035,385,2,0,2018
530610528051,479,7,0,2018
530610528052,341,4,0,2018
530610528053,437,0,0,2018
530610528071,424,0,0,2018
530610528072,250,3,0,2018
530610528073,442,0,0,2018
530610528081,462,0,0,2018
530610528082,340,0,0,2018
530610528083,476,0,0,2018
530610528091,396,0,0,2018
530610528092,275,0,0,2018
530610528093,355,0,0,2018
530610528101,386,0,0,2018
530610528102,437,6,0,2018
530610528103,401,0,0,2018
530610529031,378,22,0,2018
530610529032,235,4,0,2018
530610529033,209,30,0,2018
530610529041,455,0,0,2018
530610529042,180,0,0,2018
530610529043,373,0,0,2018
530610529044,428,0,0,2018
530610529051,183,51,0,2018
530610529052,169,8,0,2018
530610529053,177,60,0,2018
530610529061,467,43,0,2018
530610529062,419,2,0,2018
530610529063,467,4,0,2018
530610531011,256,0,0,2018
530610531012,526,0,0,2018
530610531013,148,0,0,2018
530610531021,268,2,0,2018
530610531022,432,0,0,2018
530610531023,421,0,0,2018
530610531024,349,0,0,2018
530610532011,609,0,0,2018
530610532012,407,0,0,2018
530610532013,330,0,0,2018
530610532021,595,1,0,2018
530610532022,383,2,0,2018
530610532023,745,0,0,2018
530610533011,292,140,0,2018
530610533012,410,0,0,2018
530610533013,379,10,0,2018
530610533014,546,0,0,2018
530610533015,408,16,0,2018
530610533021,375,0,0,2018
530610533022,405,0,0,2018
530610533023,371,1,0,2018
530610533024,372,0,0,2018
530610533025,459,0,0,2018
530610534001,471,0,0,2018
530610534002,467,0,0,2018
530610534003,394,0,0,2018
530610534004,538,0,0,2018
530610535051,369,0,0,2018
530610535052,481,0,0,2018
530610535053,397,0,0,2018
530610535054,443,0,0,2018
530610535061,542,0,0,2018
530610535062,493,0,0,2018
530610535063,505,0,0,2018
530610535064,366,0,0,2018
530610535071,399,1,0,2018
530610535072,501,8,0,2018
530610535073,369,0,0,2018
530610535074,438,0,0,2018
530610535081,602,7,0,2018
530610535082,532,19,0,2018
530610535091,227,25,0,2018
530610535092,281,33,0,2018
530610535093,344,6,0,2018
530610535101,249,17,0,2018
530610535102,321,37,0,2018
530610535103,345,42,0,2018
530610535111,143,7,0,2018
530610535112,276,0,0,2018
530610535113,85,7,0,2018
530610536031,398,0,0,2018
530610536032,425,0,0,2018
530610536033,435,0,0,2018
530610536041,522,2,0,2018
530610536042,424,10,0,2018
530610536043,363,0,0,2018
530610536051,409,0,0,2018
530610536052,425,0,0,2018
530610536061,621,0,0,2018
530610536062,387,0,0,2018
530610536063,442,0,0,2018
530610537001,712,0,0,2018
530610537002,555,0,0,2018
530610538011,414,0,0,2018
530610538012,445,0,0,2018
530610538013,807,0,0,2018
530610538021,449,0,0,2018
530610538022,365,4,0,2018
530610538023,405,0,0,2018
530610538024,479,0,0,2018
530610538031,402,0,0,2018
530610538032,397,0,0,2018
530610538033,321,0,0,2018
530610538034,586,0,0,2018
530619400011,534,9,0,2018
530619400012,166,0,0,2018
530619400013,320,0,0,2018
530619400014,317,0,0,2018
530619400015,279,0,0,2018
530619400021,334,0,0,2018
530619400022,253,0,0,2018
530619400023,1167,0,0,2018
530619900020,69,0,0,2018
530619901000,0,0,0,2018
530330001011,92,10,0,2050
530330001012,17,58,0,2050
530330001013,59,0,0,2050
530330001021,551,0,0,2050
530330001022,346,0,0,2050
530330001023,34,231,0,2050
530330002011,139,60,0,2050
530330002012,323,161,0,2050
530330002013,281,98,0,2050
530330002021,490,13,0,2050
530330002022,363,30,0,2050
530330002023,499,0,0,2050
530330003001,505,0,0,2050
530330003002,496,11,0,2050
530330004021,270,2,0,2050
530330004022,407,76,0,2050
530330004023,313,71,0,2050
530330004024,230,60,0,2050
530330004031,346,30,0,2050
530330004032,106,381,0,2050
530330004041,76,139,0,2050
530330004042,201,102,0,2050
530330004043,0,0,0,2050
530330005001,700,0,0,2050
530330005002,670,0,0,2050
530330006011,285,48,0,2050
530330006012,475,0,0,2050
530330006013,364,15,0,2050
530330006021,434,24,0,2050
530330006022,417,0,0,2050
530330006023,161,70,0,2050
530330007001,351,47,0,2050
530330007002,456,0,0,2050
530330007003,67,192,0,2050
530330007004,193,69,0,2050
530330008001,479,0,0,2050
530330008002,548,0,0,2050
530330009001,453,0,0,2050
530330009002,391,0,0,2050
530330010001,246,2,0,2050
530330010002,350,0,0,2050
530330011001,426,0,0,2050
530330011002,445,9,0,2050
530330012011,86,27,0,2050
530330012012,109,152,0,2050
530330012013,9,27,0,2050
530330012021,369,0,0,2050
530330012022,229,0,0,2050
530330012023,63,301,0,2050
530330013001,418,139,0,2050
530330013002,293,27,0,2050
530330013003,313,28,0,2050
530330014001,336,29,0,2050
530330014002,377,11,0,2050
530330014003,328,23,0,2050
530330014004,575,4,0,2050
530330015001,496,0,0,2050
530330015002,523,2,0,2050
530330016001,572,0,0,2050
530330016002,567,0,0,2050
530330016003,441,68,0,2050
530330017011,233,218,0,2050
530330017012,313,187,0,2050
530330017013,318,100,0,2050
