Geo,RetEmp,SvcEmp,TotEmp,Year
530350926003,0,0,47.0,2018
530350926004,0,0,0.0,2018
530350927011,0,0,0.0,2018
530350927012,0,0,0.0,2018
530350927013,0,0,0.0,2018
530350927041,0,0,134.0,2018
530350927042,0,0,7.0,2018
530350927043,0,0,3.0,2018
530350928011,200,46,537.0,2018
530350928012,1,1,65.0,2018
530350928013,9,0,118.0,2018
530350928021,0,1,10.0,2018
530350928022,0,6,82.0,2018
530350928023,0,6,96.0,2018
530350928031,1,0,73.0,2018
530350928032,0,1,11.0,2018
530350929011,0,0,0.0,2018
530350929012,0,0,0.0,2018
530350929013,0,0,0.0,2018
530350929014,0,0,0.0,2018
530350929021,0,0,44.0,2018
530350929022,2,0,20.0,2018
530350929023,0,39,142.0,2018
530350929024,1,19,88.0,2018
530359400001,0,0,0.0,2018
530359400002,0,0,3.0,2018
530359400003,0,0,0.0,2018
530359401001,0,2,235.0,2018
530359401002,7,63,279.0,2018
530359401003,1,3,37.0,2018
530359401004,5,16,979.0,2018
530359901000,0,0,0.0,2018
530530602001,179,670,10109.0,2018
530530603001,1,76,525.0,2018
530530603002,8,0,755.0,2018
530530603003,24,19,337.0,2018
530530604001,0,5,65.0,2018
530530604002,0,1,14.0,2018
530530604003,0,2,27.0,2018
530530605001,5,61,317.0,2018
530530605002,116,74,416.0,2018
530530605003,11,8,109.0,2018
530530606001,6,28,318.0,2018
530530606002,12,17,70.0,2018
530530606003,2,6,68.0,2018
530530606004,4,18,180.0,2018
530530607001,6,37,88.0,2018
530530607002,18,18,245.0,2018
530530607003,78,46,389.0,2018
530530607004,38,25,136.0,2018
530530607005,1,7,860.0,2018
530530608001,7,9,164.0,2018
530530608002,126,16,285.0,2018
530530608003,1,5,43.0,2018
530530608004,24,14,108.0,2018
530530609031,0,2,73.0,2018
530530609032,10,3,52.0,2018
530530609033,0,3,11.0,2018
530530609041,3,8,59.0,2018
530530609042,2,7,36.0,2018
530530609043,0,2,14.0,2018
530530609044,88,44,411.0,2018
530530609061,77,37,467.0,2018
530530609062,58,60,494.0,2018
530530609071,3,8,60.0,2018
530530609072,23,17,328.0,2018
530530609073,0,2,50.0,2018
530530609081,3,8,222.0,2018
530530609082,4,31,86.0,2018
530530610011,3,9,124.0,2018
530530610012,1,5,64.0,2018
530530610013,3,17,101.0,2018
530530610021,135,320,1004.0,2018
530530610022,118,255,1645.0,2018
530530610023,161,176,776.0,2018
530530611001,31,38,627.0,2018
530530611002,18,20,228.0,2018
530530611003,22,11,273.0,2018
530530611004,873,441,7180.0,2018
530530611005,42,32,235.0,2018
530530612001,38,10,197.0,2018
530530612002,6,112,264.0,2018
530530612003,24,45,447.0,2018
530530612004,36,16,409.0,2018
530530613001,10,9,150.0,2018
530530613002,31,26,235.0,2018
530530613003,1,5,86.0,2018
530530613004,26,20,131.0,2018
530530614001,9,105,2722.0,2018
530530614002,2,29,2043.0,2018
530530614003,2,47,5938.0,2018
530530615011,17,109,8691.0,2018
530530615012,3,72,384.0,2018
530530615021,33,56,497.0,2018
530530615022,69,78,4498.0,2018
530530616011,53,411,9611.0,2018
530530616012,33,329,2789.0,2018
530530616021,104,566,4320.0,2018
530530617001,20,8,859.0,2018
530530617002,6,8,89.0,2018
530530617003,4,36,1628.0,2018
530530617004,29,52,1122.0,2018
530530618001,49,9,527.0,2018
530530618002,2,5,114.0,2018
530530619001,4,9,134.0,2018
530530619002,41,29,542.0,2018
530530620001,3,7,116.0,2018
530530620002,10,5,194.0,2018
530530620003,2,12,82.0,2018
530530623001,0,0,13.0,2018
530530623002,0,0,0.0,2018
530530623003,0,0,0.0,2018
530530623004,0,0,73.0,2018
530530624001,16,7,112.0,2018
530530624002,72,14,246.0,2018
530530624003,28,9,234.0,2018
530530624004,36,14,162.0,2018
530530625011,4,4,39.0,2018
530530625012,39,7,168.0,2018
530530625013,83,7,177.0,2018
530530625021,2,3,125.0,2018
530530625022,4,34,149.0,2018
530530626001,566,759,5982.0,2018
530530626002,2723,567,9664.0,2018
530530626003,741,102,1656.0,2018
530530628011,60,10,279.0,2018
530530628012,10,26,138.0,2018
530530628013,5,5,59.0,2018
530530628014,305,57,1051.0,2018
530530628021,2,2,56.0,2018
530530628022,9,19,342.0,2018
530530628023,3,12,491.0,2018
530530629011,1,5,99.0,2018
530530629012,2,16,103.0,2018
530530629013,0,24,59.0,2018
530530629021,11,9,200.0,2018
530530629022,9,2,62.0,2018
530530629023,671,57,1100.0,2018
530530630001,145,9,396.0,2018
530530630002,192,126,1064.0,2018
530530631001,6,19,75.0,2018
530530631002,1,10,81.0,2018
530530631003,198,23,737.0,2018
530530632001,0,5,93.0,2018
530530632002,16,2,45.0,2018
530530632003,11,35,123.0,2018
530530632004,23,11,78.0,2018
530530633011,3,4,46.0,2018
530530633012,21,33,288.0,2018
530530633013,3,4,38.0,2018
530530633021,23,6,65.0,2018
530530633022,20,4,53.0,2018
530530633023,12,5,120.0,2018
530530634011,63,25,220.0,2018
530530634012,153,9,374.0,2018
530530634013,24,15,127.0,2018
530530634021,20,9,124.0,2018
530530634022,48,12,337.0,2018
530530634023,1,5,57.0,2018
530530635011,4,7,156.0,2018
530530635012,26,24,181.0,2018
530530635013,128,126,482.0,2018
530530635021,0,0,0.0,2018
530530635022,0,2,22.0,2018
530530635023,12,35,122.0,2018
530530635024,1,11,117.0,2018
530530701001,1,262,458.0,2018
530530701002,0,0,148.0,2018
530530701003,0,1,9.0,2018
530530701004,1,3,101.0,2018
530530702041,0,0,0.0,2018
530530702042,0,0,19.0,2018
530530702043,0,0,0.0,2018
530530702051,0,0,0.0,2018
530530702052,0,0,109.0,2018
530530702053,0,0,227.0,2018
530530702061,4,0,96.0,2018
530530702062,11,21,128.0,2018
530530702063,3,6,63.0,2018
530530702071,44,61,405.0,2018
530530702072,69,22,277.0,2018
530530702073,17,51,1783.0,2018
530530702081,0,0,0.0,2018
530530702082,0,0,0.0,2018
530530702083,0,0,62.0,2018
530530702091,0,0,0.0,2018
530530702092,0,0,90.0,2018
530530702093,0,0,0.0,2018
530530703071,0,8,36.0,2018
530530703072,0,3,7.0,2018
530530703073,0,2,95.0,2018
530530703074,0,1,30.0,2018
530530703081,0,18,203.0,2018
530530703082,0,4,197.0,2018
530530703083,46,125,506.0,2018
530530703091,4,5,151.0,2018
530530703092,0,0,19.0,2018
530530703093,397,70,848.0,2018
530530703094,586,114,1329.0,2018
530530703101,2,2,406.0,2018
530530703102,1,5,12.0,2018
530530703103,242,45,699.0,2018
530530703104,261,90,597.0,2018
530530703111,0,0,1.0,2018
530530703112,0,0,10.0,2018
530530703113,7,4,97.0,2018
530530703121,110,19,325.0,2018
530530703122,1,14,38.0,2018
530530703123,0,0,15.0,2018
530530703124,3,7,153.0,2018
530530703131,10,7,173.0,2018
530530703132,13,6,41.0,2018
530530703133,1,6,154.0,2018
530530703134,0,3,192.0,2018
530530703135,0,3,109.0,2018
530530703141,0,0,0.0,2018
530530703142,0,0,0.0,2018
530530703151,0,9,145.0,2018
530530703152,48,41,275.0,2018
530530703153,8,5,72.0,2018
530530703154,33,30,227.0,2018
530530703161,0,0,0.0,2018
530530703162,0,0,0.0,2018
530530703163,0,0,0.0,2018
530530703164,0,0,38.0,2018
530530704011,103,6,199.0,2018
530530704012,5,2,163.0,2018
530530704031,0,2,357.0,2018
530530704032,46,20,579.0,2018
530530704033,2,4,59.0,2018
530530704041,0,0,247.0,2018
530530704042,0,0,90.0,2018
530530704043,0,0,0.0,2018
530530704044,0,0,0.0,2018
530530707031,105,31,330.0,2018
530530707032,173,44,636.0,2018
530530707033,93,26,589.0,2018
530530707034,9,18,183.0,2018
530530707035,0,4,32.0,2018
530530711001,26,8,244.0,2018
530530711002,1,4,351.0,2018
530530712051,1,13,135.0,2018
530530712052,2,0,46.0,2018
530530712053,4,2,26.0,2018
530530712054,1,2,184.0,2018
530530712061,0,2,48.0,2018
530530712062,35,9,270.0,2018
530530712063,18,11,222.0,2018
530530712064,107,56,586.0,2018
530530712065,277,155,1245.0,2018
530530712071,117,78,1335.0,2018
530530712072,6,55,225.0,2018
530530712073,1299,561,3856.0,2018
530530712074,898,101,1697.0,2018
530530712091,0,0,186.0,2018
530530712092,0,0,0.0,2018
530530712093,0,0,89.0,2018
530530712101,1,3,155.0,2018
530530712102,0,8,60.0,2018
530530712103,0,6,31.0,2018
530530712104,1,3,79.0,2018
530530712111,40,43,306.0,2018
530530712112,4,0,23.0,2018
530530712113,6,2,14.0,2018
530530712121,9,4,86.0,2018
530530712122,4,2,50.0,2018
530530712123,1,1,16.0,2018
530530713041,73,50,229.0,2018
530530713042,0,1,347.0,2018
530530713043,55,82,596.0,2018
530530713044,0,3,116.0,2018
530530713051,7,64,919.0,2018
530530713052,77,33,905.0,2018
530530713053,35,55,810.0,2018
530530713061,2,11,276.0,2018
530530713062,4,4,74.0,2018
530530713063,2,3,73.0,2018
530530713064,1,0,99.0,2018
530530713065,1,0,31.0,2018
530530713071,0,0,150.0,2018
530530713072,15,9,348.0,2018
530530713073,16,1,91.0,2018
530530713074,106,9,508.0,2018
530530713091,3,7,48.0,2018
530530713092,0,0,4.0,2018
530530713093,0,1,6.0,2018
530530713101,0,0,21.0,2018
530530713102,0,0,0.0,2018
530530713103,0,0,0.0,2018
530530713104,0,0,0.0,2018
530530714031,0,2,12.0,2018
530530714032,0,6,96.0,2018
530530714033,9,19,121.0,2018
530530714081,0,6,192.0,2018
530530714082,79,23,544.0,2018
530530714083,1,1,21.0,2018
530530714091,4,1,16.0,2018
530530714092,0,0,66.0,2018
530530714093,1,2,470.0,2018
530530714111,2,1,51.0,2018
530530714112,42,17,114.0,2018
530530714113,190,1,236.0,2018
530530714121,2,5,20.0,2018
530530714122,1,10,536.0,2018
530530714123,0,3,25.0,2018
530530714124,2,1,46.0,2018
530530714125,3,6,334.0,2018
530530714131,56,122,341.0,2018
530530714132,31,66,1575.0,2018
530530714141,0,0,0.0,2018
530530714142,0,0,576.0,2018
530530714143,0,0,0.0,2018
530530714151,0,0,0.0,2018
530530714152,0,0,59.0,2018
530530714161,17,3,92.0,2018
530530714162,10,2,24.0,2018
530530714171,0,6,333.0,2018
530530714172,0,0,14.0,2018
530530715031,271,40,591.0,2018
530530715032,8,18,175.0,2018
530530715033,41,22,383.0,2018
530530715034,1,2,266.0,2018
530530715041,33,39,494.0,2018
530530715042,26,24,260.0,2018
530530715043,0,4,22.0,2018
530530715044,4,3,1149.0,2018
530530715051,2,1,89.0,2018
530530715052,0,0,92.0,2018
530530715053,2,0,8.0,2018
530530715054,37,5,112.0,2018
530530715061,0,0,5.0,2018
530530715062,0,0,0.0,2018
530530715063,0,0,0.0,2018
530530715064,0,0,0.0,2018
530530716011,29,11,120.0,2018
530530716012,3,24,348.0,2018
530530716013,10,4,230.0,2018
530530716014,95,17,422.0,2018
530530716031,14,10,223.0,2018
530530716032,10,2,58.0,2018
530530716033,17,25,492.0,2018
530530716041,0,2,43.0,2018
530530716042,6,10,400.0,2018
530530716043,1,12,64.0,2018
530530717031,17,101,334.0,2018
530530717032,1,3,115.0,2018
530530717041,0,5,42.0,2018
530530717042,9,8,40.0,2018
530530717043,8,10,628.0,2018
530530717051,142,66,593.0,2018
530530717052,3,1,167.0,2018
530530717053,3,5,29.0,2018
530530717061,104,64,767.0,2018
530530717071,99,16,471.0,2018
530530717072,0,3,80.0,2018
530530718031,155,122,597.0,2018
530530718032,499,150,1115.0,2018
530530718033,49,30,400.0,2018
530530718034,2,5,55.0,2018
530530718051,2,32,261.0,2018
530530718052,33,22,302.0,2018
530530718053,34,27,772.0,2018
530530718061,119,114,677.0,2018
530530718062,21,15,66.0,2018
530530718063,0,1,3.0,2018
530530718071,45,62,616.0,2018
530530718072,124,315,1448.0,2018
530530718073,76,177,1068.0,2018
530530718074,247,396,3832.0,2018
530530718081,29,170,267.0,2018
530530718082,61,182,1026.0,2018
530530718083,18,24,800.0,2018
530530719011,984,282,3828.0,2018
530530719012,67,40,1158.0,2018
530530719013,9,16,171.0,2018
530530719021,16,2,67.0,2018
530530719022,1,5,43.0,2018
530530719023,22,27,385.0,2018
530530719024,3,85,178.0,2018
530530720001,10,33,236.0,2018
530530720002,4,1,130.0,2018
530530720003,7,14,171.0,2018
530530721051,0,0,0.0,2018
530530721052,0,0,2.0,2018
530530721053,0,3,2397.0,2018
530530721054,0,4,11.0,2018
530530721061,4,19,250.0,2018
530530721062,2,7,45.0,2018
530530721063,49,61,481.0,2018
530530721064,27,21,216.0,2018
530530721071,11,5,136.0,2018
530530721072,0,3,126.0,2018
530530721073,12,13,2266.0,2018
530530721081,0,0,67.0,2018
530530721082,0,2,69.0,2018
530530721083,2,1,87.0,2018
530530721084,0,0,0.0,2018
530530721091,0,0,34.0,2018
530530721092,0,0,41.0,2018
530530721093,0,0,87.0,2018
530530721111,0,0,42.0,2018
530530721112,0,0,0.0,2018
530530721121,0,0,0.0,2018
530530721122,0,0,114.0,2018
530530721123,0,0,121.0,2018
530530723051,6,69,628.0,2018
530530723052,5,4,132.0,2018
530530723053,0,86,96.0,2018
530530723054,2,7,75.0,2018
530530723055,1,1,8.0,2018
530530723071,0,0,33.0,2018
530530723072,0,0,46.0,2018
530530723073,0,0,90.0,2018
530530723091,0,0,0.0,2018
530530723092,0,0,85.0,2018
530530723093,0,0,0.0,2018
530530723094,0,0,0.0,2018
530530723101,70,19,173.0,2018
530530723102,35,12,145.0,2018
530530723103,256,13,961.0,2018
530530723111,66,95,1160.0,2018
530530723112,2,150,813.0,2018
530530723113,112,39,755.0,2018
530530723121,190,5,259.0,2018
530530723122,0,0,0.0,2018
530530723123,0,2,18.0,2018
530530723124,1,5,147.0,2018
530530723131,2,1,32.0,2018
530530723132,16,2,63.0,2018
530530723133,5,13,171.0,2018
530530723141,2,1,192.0,2018
530530723142,0,23,34.0,2018
530530723143,0,6,274.0,2018
530530723151,1,11,100.0,2018
530530723152,3,91,299.0,2018
530530724051,0,0,147.0,2018
530530724052,0,0,8.0,2018
530530724053,0,0,0.0,2018
530530724061,2,10,107.0,2018
530530724062,9,23,560.0,2018
530530724063,2,5,41.0,2018
530530724064,4,12,125.0,2018
530530724071,160,146,1477.0,2018
530530724072,2,12,144.0,2018
530530724073,7,26,370.0,2018
530530724081,0,0,155.0,2018
530530724082,491,184,2746.0,2018
530530724083,271,197,1457.0,2018
530530724084,27,13,345.0,2018
530530724091,0,0,25.0,2018
530530724092,1,0,6.0,2018
530530724101,0,0,0.0,2018
530530724102,0,0,3.0,2018
530530724103,0,0,0.0,2018
530530725031,4,0,37.0,2018
530530725032,8,0,87.0,2018
530530725033,7,0,30.0,2018
530530725041,12,7,1587.0,2018
530530725042,3,20,453.0,2018
530530725043,2,8,59.0,2018
530530725061,1,0,12.0,2018
530530725062,1,2,4.0,2018
530530725063,0,0,0.0,2018
530530725071,56,117,1007.0,2018
530530725072,316,500,3276.0,2018
530530725073,220,280,2164.0,2018
530530725081,188,72,962.0,2018
530530725082,17,5,146.0,2018
530530725083,2,4,140.0,2018
530530725091,77,44,425.0,2018
530530725092,167,105,680.0,2018
530530725093,302,172,1796.0,2018
530530726011,0,0,0.0,2018
530530726012,0,0,70.0,2018
530530726013,0,0,12.0,2018
530530726014,0,0,2.0,2018
530530726021,9,84,165.0,2018
530530726022,23,6,210.0,2018
530530726023,2,8,51.0,2018
530530726031,0,0,138.0,2018
530530726032,0,0,46.0,2018
530530726033,0,0,140.0,2018
530530726034,0,0,11.0,2018
530530726035,0,0,0.0,2018
530530728011,53,203,1548.0,2018
530530728012,0,0,0.0,2018
530530728013,0,0,0.0,2018
530530728021,51,125,1514.0,2018
530530728022,14,37,456.0,2018
530530728023,6,46,506.0,2018
530530729011,0,0,0.0,2018
530530729031,0,0,0.0,2018
530530729032,0,0,0.0,2018
530530729071,0,0,0.0,2018
530530729072,0,0,0.0,2018
530530729073,0,0,0.0,2018
530530729081,0,0,0.0,2018
530530729082,0,0,0.0,2018
530530729083,0,0,0.0,2018
530530729084,0,0,0.0,2018
530530729091,0,0,0.0,2018
530530729092,0,0,0.0,2018
530530730011,0,1,12.0,2018
530530730012,0,3,14.0,2018
530530730013,0,2,13.0,2018
530530730014,0,1,11.0,2018
530530730015,1,2,173.0,2018
530530730051,0,0,9.0,2018
530530730052,0,0,3.0,2018
530530730053,0,0,11.0,2018
530530730054,0,0,12.0,2018
530530730061,9,8,80.0,2018
530530730062,10,6,50.0,2018
530530730063,4,7,158.0,2018
530530731101,0,4,87.0,2018
530530731102,1,1,12.0,2018
530530731103,0,1,136.0,2018
530530731111,17,16,222.0,2018
530530731112,18,27,213.0,2018
530530731113,0,1,74.0,2018
530530731141,0,1,6.0,2018
530530731142,0,0,1.0,2018
530530731143,0,0,10.0,2018
530530731144,0,1,7.0,2018
530530731151,0,0,44.0,2018
530530731152,0,0,73.0,2018
530530731153,0,0,0.0,2018
530530731161,0,0,0.0,2018
530530731162,0,0,24.0,2018
530530731163,0,0,0.0,2018
530530731171,0,0,145.0,2018
530530731172,0,0,31.0,2018
530530731173,0,0,0.0,2018
530530731181,0,0,78.0,2018
530530731182,0,0,76.0,2018
530530731183,0,0,0.0,2018
530530731184,0,0,0.0,2018
530530731191,5,1,79.0,2018
530530731192,0,3,13.0,2018
530530731201,11,21,336.0,2018
530530731202,15,33,308.0,2018
530530731203,0,0,12.0,2018
530530731211,680,104,1478.0,2018
530530731212,0,1,27.0,2018
530530731213,2,5,98.0,2018
530530731221,97,97,772.0,2018
530530731222,0,2,103.0,2018
530530731223,1,0,10.0,2018
530530731231,0,2,57.0,2018
530530731232,8,7,522.0,2018
530530731233,0,0,48.0,2018
530530731241,60,14,157.0,2018
530530731242,6,1,99.0,2018
530530731261,0,0,0.0,2018
530530731262,0,0,0.0,2018
530530731263,46,2,66.0,2018
530530731271,4,0,133.0,2018
530530731272,3,2,33.0,2018
530530731281,66,7,640.0,2018
530530731282,5,0,81.0,2018
530530731283,9,2,49.0,2018
530530731284,0,7,38.0,2018
530530731291,1,0,8.0,2018
530530731292,0,0,13.0,2018
530530731293,1,3,23.0,2018
530530731301,3,5,101.0,2018
530530731302,9,7,390.0,2018
530530731303,4,9,314.0,2018
530530731311,0,0,99.0,2018
530530731312,0,0,8.0,2018
530530731321,0,0,0.0,2018
530530731322,0,0,26.0,2018
530530731323,0,0,0.0,2018
530530731331,0,0,0.0,2018
530530731332,0,0,0.0,2018
530530731333,0,0,142.0,2018
530530732001,12,20,397.0,2018
530530732002,0,4,24.0,2018
530530732003,70,13,342.0,2018
530530732004,9,31,360.0,2018
530530732005,27,31,338.0,2018
530530733011,333,18,2078.0,2018
530530733012,187,302,944.0,2018
530530733013,40,107,13302.0,2018
530530733014,0,19,2024.0,2018
530530733015,471,150,1434.0,2018
530530733021,418,45,869.0,2018
530530733022,23,27,738.0,2018
530530733023,6,1,50.0,2018
530530734041,82,71,1218.0,2018
530530734042,198,118,688.0,2018
530530734043,7,27,184.0,2018
530530734044,3,5,121.0,2018
530530734045,1,28,89.0,2018
530530734051,0,3,110.0,2018
530530734052,8,114,3377.0,2018
530530734053,4,9,392.0,2018
530530734061,0,3,60.0,2018
530530734062,4,11,287.0,2018
530530734063,49,90,845.0,2018
530530734064,91,341,3004.0,2018
530530734071,82,258,1703.0,2018
530530734072,951,245,1744.0,2018
530530734073,126,184,1432.0,2018
530530734081,160,34,313.0,2018
530530734082,7,4,104.0,2018
530530734083,4,148,433.0,2018
530530735011,13,19,191.0,2018
530530735012,1,6,120.0,2018
530530735013,2,1,42.0,2018
530530735021,0,9,129.0,2018
530530735022,13,7,62.0,2018
530530735023,10,3,51.0,2018
530539400011,0,0,0.0,2018
530539400012,0,0,7.0,2018
530539400021,25,45,505.0,2018
530539400022,869,369,5910.0,2018
530539400023,759,288,4912.0,2018
530539400024,224,0,2048.0,2018
530539400041,3,4,31.0,2018
530539400042,3,20,102.0,2018
530539400043,14,0,563.0,2018
530539400044,3,3,156.0,2018
530539400045,34,1,114.0,2018
530539400051,2,5,184.0,2018
530539400052,1,15,42.0,2018
530539400053,29,9,136.0,2018
530539400054,37,12,85.0,2018
530539400061,0,4,9.0,2018
530539400062,0,1,210.0,2018
530539400071,16,20,1822.0,2018
530539400072,1,7,75.0,2018
530539400081,0,0,135.0,2018
530539400082,0,0,0.0,2018
530539400083,0,0,0.0,2018
530539400084,0,0,12.0,2018
530539400091,4,26,398.0,2018
530539400092,2,12,244.0,2018
530539400101,117,293,3062.0,2018
530539400102,0,59,384.0,2018
530539400103,131,205,3038.0,2018
530539400111,1,4,85.0,2018
530539400112,0,0,0.0,2018
530539400113,0,3,45.0,2018
530539400121,23,17,320.0,2018
530539400122,11,8,330.0,2018
530539400123,94,22,1172.0,2018
530539400131,0,0,0.0,2018
530539400132,0,5,98.0,2018
530539400133,9,27,240.0,2018
530610401001,2,2,436.0,2018
530610401002,32,23,1576.0,2018
530610401003,2,3,190.0,2018
530610401004,49,20,884.0,2018
530610402001,4,3,23.0,2018
530610402002,1,6,290.0,2018
530610402003,12,13,50.0,2018
530610402004,8,29,252.0,2018
530610402005,28,12,503.0,2018
530610403001,170,51,338.0,2018
530610403002,59,35,6683.0,2018
530610404001,0,11,109.0,2018
530610404002,36,20,277.0,2018
530610404003,2,31,407.0,2018
530610405001,9,43,693.0,2018
530610405002,10,16,158.0,2018
530610407001,20,71,1391.0,2018
530610407002,91,150,3454.0,2018
530610407003,18,172,1981.0,2018
530610407004,441,475,3709.0,2018
530610408001,34,79,830.0,2018
530610408002,154,288,3004.0,2018
530610408003,8,23,663.0,2018
530610409001,7,15,136.0,2018
530610409002,3,27,114.0,2018
530610410001,88,108,1710.0,2018
530610410002,39,36,1147.0,2018
530610410003,340,177,1225.0,2018
530610410004,57,32,517.0,2018
530610411001,32,157,524.0,2018
530610411002,300,102,1184.0,2018
530610411003,0,12,136.0,2018
530610411004,11,23,473.0,2018
530610412011,0,0,0.0,2018
530610412012,0,0,0.0,2018
530610412021,100,51,438.0,2018
530610412022,164,20,417.0,2018
530610412023,0,0,0.0,2018
530610412024,269,103,1247.0,2018
530610413011,0,0,143.0,2018
530610413012,40,110,483.0,2018
530610413013,0,0,232.0,2018
530610413014,0,10,388.0,2018
530610413031,3,0,318.0,2018
530610413032,6,0,104.0,2018
530610413033,7,0,63.0,2018
530610413034,0,0,0.0,2018
530610413041,13,17,234.0,2018
530610413042,47,671,31612.0,2018
530610414001,2,18,621.0,2018
530610414002,23,19,207.0,2018
530610414003,2,28,129.0,2018
530610414004,2,19,97.0,2018
530610415001,1,12,177.0,2018
530610415002,1,3,49.0,2018
530610416011,0,1,55.0,2018
530610416012,86,51,434.0,2018
530610416013,0,0,0.0,2018
530610416014,0,0,0.0,2018
530610416051,0,1,140.0,2018
530610416052,0,0,0.0,2018
530610416053,0,3,85.0,2018
530610416054,0,0,49.0,2018
530610416055,0,0,15.0,2018
530610416061,2,7,237.0,2018
530610416062,0,1,53.0,2018
530610416063,1,6,92.0,2018
530610416064,12,6,158.0,2018
530610416071,0,0,9.0,2018
530610416072,0,0,0.0,2018
530610416073,0,0,0.0,2018
530610416091,0,0,0.0,2018
530610416092,0,0,0.0,2018
530610416093,0,0,65.0,2018
530610416101,0,0,0.0,2018
530610416102,0,0,56.0,2018
530610416103,0,0,0.0,2018
530610417011,46,62,325.0,2018
530610417012,170,89,473.0,2018
530610417013,237,108,601.0,2018
530610417014,437,196,1182.0,2018
530610417031,3,3,77.0,2018
530610417032,0,0,0.0,2018
530610417033,0,1,16.0,2018
530610417034,0,1,33.0,2018
530610417035,8,20,140.0,2018
530610417041,452,492,3427.0,2018
530610417042,9,36,998.0,2018
530610417043,1,5,22.0,2018
530610417044,5,78,1207.0,2018
530610418051,434,132,1199.0,2018
530610418052,930,215,4444.0,2018
530610418053,636,96,1219.0,2018
530610418054,91,25,479.0,2018
530610418081,4,167,936.0,2018
530610418082,3,8,22.0,2018
530610418083,1,10,261.0,2018
530610418091,2,1,34.0,2018
530610418092,0,1,8.0,2018
530610418093,9,1,24.0,2018
530610418101,80,2,109.0,2018
530610418102,10,5,93.0,2018
530610418103,0,0,0.0,2018
530610418121,10,0,78.0,2018
530610418122,3,4,87.0,2018
530610418123,4,5,39.0,2018
530610418124,47,2,218.0,2018
530610418131,116,17,363.0,2018
530610418132,42,13,348.0,2018
530610418133,0,0,99.0,2018
530610418141,4,19,80.0,2018
530610418142,2,11,83.0,2018
530610418143,22,48,350.0,2018
530610418151,0,0,26.0,2018
530610418152,60,12,540.0,2018
530610418153,67,34,1075.0,2018
530610418161,2,1,169.0,2018
530610418162,1,2,94.0,2018
530610418163,1,1,67.0,2018
530610419011,61,158,7425.0,2018
530610419012,54,78,1274.0,2018
530610419013,25,77,436.0,2018
530610419014,75,52,462.0,2018
530610419041,18,21,120.0,2018
530610419042,21,35,457.0,2018
530610419043,138,16,338.0,2018
530610419044,182,17,407.0,2018
530610419051,153,70,811.0,2018
530610419052,59,16,292.0,2018
530610419053,16,47,102.0,2018
530610419054,29,74,253.0,2018
530610419061,20,60,1932.0,2018
530610419062,10,24,235.0,2018
530610419071,2,9,78.0,2018
530610419072,1,6,35.0,2018
530610419073,2,21,313.0,2018
530610420011,0,0,99.0,2018
530610420012,0,0,0.0,2018
530610420013,0,1,5.0,2018
530610420014,0,0,3.0,2018
530610420031,0,0,54.0,2018
530610420032,0,0,0.0,2018
530610420041,0,0,0.0,2018
530610420042,8,2,91.0,2018
530610420043,33,9,181.0,2018
530610420051,0,0,21.0,2018
530610420052,1,5,210.0,2018
530610420053,0,222,1354.0,2018
530610420054,34,100,2518.0,2018
530610420061,134,152,2607.0,2018
530610420062,1,0,19.0,2018
530610420063,2,4,446.0,2018
530610501011,0,0,0.0,2018
530610501012,0,0,0.0,2018
530610501021,1,3,69.0,2018
530610501022,2,0,39.0,2018
530610501023,5,2,71.0,2018
530610501024,55,49,222.0,2018
530610501025,0,0,0.0,2018
530610502001,0,3,73.0,2018
530610502002,0,0,0.0,2018
530610502003,0,3,177.0,2018
530610503001,0,0,0.0,2018
530610503002,4,7,36.0,2018
530610503003,0,3,20.0,2018
530610503004,0,10,79.0,2018
530610504021,366,16,3125.0,2018
530610504022,20,9,447.0,2018
530610504023,0,6,52.0,2018
530610504024,1,26,75.0,2018
530610504031,2,3,84.0,2018
530610504032,0,7,30.0,2018
530610504033,0,34,121.0,2018
530610504041,1,3,24.0,2018
530610504042,5,3,33.0,2018
530610504043,14,19,145.0,2018
530610505011,11,28,461.0,2018
530610505012,43,178,654.0,2018
530610505013,137,479,2052.0,2018
530610505021,6,16,113.0,2018
530610505022,45,12,241.0,2018
530610505023,93,8,172.0,2018
530610506001,0,0,23.0,2018
530610507001,5,21,341.0,2018
530610507002,0,0,3.0,2018
530610507003,3,9,79.0,2018
530610507004,44,4,189.0,2018
530610507005,32,8,160.0,2018
530610508001,32,8,108.0,2018
530610508002,227,58,461.0,2018
530610508003,12,3,53.0,2018
530610508004,99,38,265.0,2018
530610508005,0,1,25.0,2018
530610509001,419,206,1726.0,2018
530610509002,15,42,478.0,2018
530610510001,200,64,3798.0,2018
530610510002,4,40,129.0,2018
530610510003,3,188,474.0,2018
530610511001,1,25,346.0,2018
530610511002,43,32,725.0,2018
530610511003,14,30,920.0,2018
530610512001,1,3,249.0,2018
530610512002,5,6,216.0,2018
530610512003,2,5,78.0,2018
530610513011,0,10,131.0,2018
530610513012,0,11,329.0,2018
530610513013,4,7,60.0,2018
530610513021,0,0,0.0,2018
530610513022,105,39,360.0,2018
530610513023,0,0,0.0,2018
530610514011,98,195,2834.0,2018
530610514012,161,43,558.0,2018
530610514013,44,55,681.0,2018
530610514021,113,27,365.0,2018
530610514022,223,285,2934.0,2018
530610514023,10,19,206.0,2018
530610515001,444,165,1127.0,2018
